Target_genes	Foxo1|Average	SRX272969|CD4-Positive_T-Lymphocytes	SRX682273|CD4-Positive_T-Lymphocytes	SRX682274|CD4-Positive_T-Lymphocytes	SRX682276|CD4-Positive_T-Lymphocytes	SRX278097|CD8-Positive_T-Lymphocytes	SRX1117087|HAFTL	SRX7586623|Heart	SRX7586624|Heart	SRX7586625|Heart	SRX021879|Pro-B_cells	SRX2136458|Pro-B_cells	SRX183787|Treg	SRX183788|Treg	SRX1219538|Uterus	STRING
Kti12	26.071429	0	0	0	0	0	0	118	140	107	0	0	0	0	0	0
Kin	26.071429	0	118	0	0	0	0	89	0	0	0	0	158	0	0	0
Hspa14	26.071429	0	0	0	0	0	0	156	114	95	0	0	0	0	0	0
Cdnf	26.071429	0	0	0	0	0	0	156	114	95	0	0	0	0	0	0
Atp5c1	26.071429	0	118	0	0	0	0	89	0	0	0	0	158	0	0	0
Aaas	26.071429	0	0	0	0	0	0	0	242	123	0	0	0	0	0	0
Edrf1	26.000000	0	0	0	0	0	0	158	97	109	0	0	0	0	0	0
Cox5a	26.000000	0	0	0	0	0	0	136	0	0	0	0	128	0	100	0
Sertad2	25.928571	0	0	0	0	0	0	122	96	145	0	0	0	0	0	0
Mcf2l	25.928571	0	0	0	0	0	0	227	136	0	0	0	0	0	0	0
Rccd1	25.857143	0	0	0	0	0	0	108	174	80	0	0	0	0	0	0
Mgat1	25.857143	0	159	0	0	0	0	129	74	0	0	0	0	0	0	0
Fam98a	25.857143	0	0	0	0	0	0	102	0	168	0	0	92	0	0	0
Rcbtb1	25.785714	0	0	0	0	0	0	0	122	102	0	0	0	0	137	0
Pcnp	25.785714	0	0	0	0	0	0	108	112	141	0	0	0	0	0	0
Mthfd1	25.785714	0	124	0	0	0	0	0	146	0	0	0	91	0	0	0
Gmppa	25.785714	0	0	0	0	0	0	170	191	0	0	0	0	0	0	0
Ago3	25.785714	0	0	0	0	0	0	135	137	89	0	0	0	0	0	0
Stn1	25.714286	0	77	0	0	0	0	113	170	0	0	0	0	0	0	0
Sfswap	25.714286	0	0	0	0	0	0	107	142	111	0	0	0	0	0	0
Peak1	25.714286	0	0	0	0	0	0	237	123	0	0	0	0	0	0	0
Lims1	25.714286	0	0	0	0	0	0	163	84	113	0	0	0	0	0	0
Ets2	25.714286	0	0	0	0	0	0	153	85	122	0	0	0	0	0	0
C9orf72	25.714286	128	0	0	0	0	0	96	136	0	0	0	0	0	0	0
Trappc8	25.642857	0	0	0	0	0	0	128	91	140	0	0	0	0	0	0
Coa6	25.642857	0	0	0	0	0	0	133	96	130	0	0	0	0	0	0
Apc	25.642857	0	0	0	0	0	0	213	0	146	0	0	0	0	0	0
Sike1	25.571429	0	215	0	0	143	0	0	0	0	0	0	0	0	0	0
Poc5	25.571429	0	0	0	0	0	0	143	215	0	0	0	0	0	0	0
Pabpn1	25.571429	0	82	0	0	0	0	0	114	162	0	0	0	0	0	0
Nmnat3	25.571429	0	0	0	0	0	0	132	0	115	0	0	0	0	111	0
Mtrf1l	25.571429	0	0	0	0	0	0	140	119	99	0	0	0	0	0	0
Cdk13	25.571429	0	99	0	0	0	0	0	149	110	0	0	0	0	0	0
Rps20	25.500000	0	0	0	0	0	0	162	0	195	0	0	0	0	0	0
Osbpl8	25.500000	0	0	0	0	0	0	115	129	113	0	0	0	0	0	0
Mis12	25.500000	0	0	0	0	0	0	177	85	95	0	0	0	0	0	0
Kdm8	25.500000	0	92	0	0	0	0	124	0	141	0	0	0	0	0	0
Derl2	25.500000	0	0	0	0	0	0	177	85	95	0	0	0	0	0	0
Coa3	25.500000	0	0	0	0	0	0	184	100	73	0	0	0	0	0	0
Cntd1	25.500000	0	0	0	0	0	0	184	100	73	0	0	0	0	0	0
1190007I07Rik	25.500000	0	0	0	0	0	0	206	151	0	0	0	0	0	0	0
Zhx3	25.428571	0	0	0	0	0	0	198	158	0	0	0	0	0	0	0
Rragc	25.428571	0	94	0	0	0	0	123	0	0	0	0	139	0	0	0
Rnps1	25.428571	0	0	0	0	0	0	131	71	154	0	0	0	0	0	0
Rbbp9	25.428571	0	0	0	0	0	0	114	154	88	0	0	0	0	0	0
Parn	25.428571	0	178	0	0	0	0	0	0	0	0	0	178	0	0	0
Mast3	25.428571	0	147	0	0	0	0	91	0	0	0	0	118	0	0	0
Ist1	25.428571	0	82	0	0	0	0	168	0	106	0	0	0	0	0	0
Ift46	25.428571	0	0	111	0	0	0	0	88	157	0	0	0	0	0	0
Hivep2	25.428571	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0
Gm13288	25.428571	0	0	0	0	0	0	125	0	0	0	0	159	0	72	0
Clec14a	25.428571	0	0	0	0	0	0	0	214	142	0	0	0	0	0	0
Ankrd40	25.428571	0	0	0	0	0	0	136	220	0	0	0	0	0	0	0
Ankhd1	25.428571	0	0	0	0	0	0	155	84	117	0	0	0	0	0	0
Yipf6	25.357143	0	0	0	0	0	0	96	168	91	0	0	0	0	0	0
Ilf2	25.357143	0	0	0	0	0	0	116	135	104	0	0	0	0	0	0
Capn10	25.357143	0	0	0	0	0	0	146	209	0	0	0	0	0	0	0
B9d1	25.357143	0	0	0	0	0	0	139	97	119	0	0	0	0	0	0
Atp5e	25.357143	0	0	0	0	0	0	67	109	90	0	0	0	0	89	0
Srxn1	25.285714	0	0	0	0	0	0	96	0	114	0	0	0	0	144	0
Riok2	25.285714	0	0	0	0	0	0	172	104	78	0	0	0	0	0	0
Hdgf	25.285714	0	104	0	0	127	0	0	123	0	0	0	0	0	0	0
Gsk3b	25.285714	0	0	0	0	0	0	107	111	136	0	0	0	0	0	0
Ehbp1	25.285714	0	0	0	0	0	0	103	90	91	0	0	0	0	70	0
Dguok	25.285714	0	0	0	0	0	0	118	154	0	0	0	0	0	82	0
Dennd6b	25.285714	0	0	0	0	0	0	117	0	155	0	0	0	0	82	0
Usp10	25.214286	0	0	0	0	0	0	182	0	0	0	0	171	0	0	0
Top2b	25.214286	0	0	0	0	0	0	91	77	185	0	0	0	0	0	0
Stt3a	25.214286	0	0	0	0	0	0	77	80	105	0	0	0	0	91	0
Ska3	25.214286	0	0	0	0	0	0	123	91	139	0	0	0	0	0	0
Mrpl57	25.214286	0	0	0	0	0	0	123	91	139	0	0	0	0	0	0
Itgb1	25.214286	0	0	0	0	0	0	125	99	129	0	0	0	0	0	0
1110051M20Rik	25.214286	0	242	0	0	0	0	111	0	0	0	0	0	0	0	0
Zfand2b	25.142857	0	0	0	0	0	0	118	117	117	0	0	0	0	0	0
Smarcb1	25.142857	0	244	0	0	0	0	0	0	0	0	0	108	0	0	0
Pop7	25.142857	0	91	0	0	0	0	171	0	90	0	0	0	0	0	0
N4bp1	25.142857	0	271	0	0	0	0	0	0	0	0	0	81	0	0	0
Gnai3	25.142857	0	160	0	0	0	0	68	124	0	0	0	0	0	0	0
Prdm9	25.071429	0	0	0	0	0	0	127	126	98	0	0	0	0	0	0
Pip4k2b	25.071429	0	0	0	0	0	0	185	0	166	0	0	0	0	0	0
Maco1	25.071429	0	0	0	0	0	0	106	82	163	0	0	0	0	0	0
Fam76a	25.071429	0	0	0	0	0	0	0	181	170	0	0	0	0	0	0
Dynll1	25.071429	0	0	0	0	0	0	249	0	0	0	0	0	0	102	0
Cmc1	25.071429	0	119	0	0	0	0	85	147	0	0	0	0	0	0	0
Cep350	25.071429	0	114	0	0	0	0	67	80	90	0	0	0	0	0	0
Slc39a7	25.000000	0	167	0	0	0	0	0	0	0	0	0	183	0	0	0
Rxrb	25.000000	0	167	0	0	0	0	0	0	0	0	0	183	0	0	0
Prdm15	25.000000	0	0	0	0	0	0	184	0	166	0	0	0	0	0	0
Noct	25.000000	0	0	0	0	0	0	126	0	116	0	0	0	0	108	0
Mtpap	25.000000	0	0	0	0	0	0	135	99	116	0	0	0	0	0	0
Lsm1	25.000000	0	0	0	0	0	0	121	87	142	0	0	0	0	0	0
Gemin4	25.000000	0	102	0	0	0	0	116	0	132	0	0	0	0	0	0
Fbrsl1	25.000000	0	117	0	0	0	0	145	88	0	0	0	0	0	0	0
Dclre1b	25.000000	0	0	0	0	0	0	115	139	96	0	0	0	0	0	0
Dbil5	25.000000	0	102	0	0	0	0	116	0	132	0	0	0	0	0	0
Csnk1a1	25.000000	0	109	0	0	0	0	145	0	96	0	0	0	0	0	0
Bag4	25.000000	0	0	0	0	0	0	121	87	142	0	0	0	0	0	0
Ap4b1	25.000000	0	0	0	0	0	0	115	139	96	0	0	0	0	0	0
Ythdf3	24.928571	0	0	0	0	0	0	147	0	113	0	0	0	0	89	0
Smc1a	24.928571	0	0	0	0	0	0	89	99	161	0	0	0	0	0	0
Ribc1	24.928571	0	0	0	0	0	0	89	99	161	0	0	0	0	0	0
Rhbdd1	24.928571	0	0	0	0	0	0	212	137	0	0	0	0	0	0	0
Psmg1	24.928571	0	0	0	0	0	0	134	0	215	0	0	0	0	0	0
Gpr155	24.928571	0	0	0	0	0	0	77	90	182	0	0	0	0	0	0
Csnk1g3	24.928571	0	146	0	0	0	0	115	0	88	0	0	0	0	0	0
Rbl1	24.857143	0	0	0	0	0	0	140	102	106	0	0	0	0	0	0
Gab3	24.857143	0	0	0	0	0	0	178	170	0	0	0	0	0	0	0
Fam227a	24.857143	0	0	0	0	0	0	179	0	169	0	0	0	0	0	0
Dab2	24.857143	0	0	0	0	0	0	108	77	163	0	0	0	0	0	0
Cog3	24.857143	0	0	0	0	0	0	143	205	0	0	0	0	0	0	0
Cct5	24.857143	0	0	0	0	79	0	134	0	135	0	0	0	0	0	0
Cby1	24.857143	0	0	0	0	0	0	179	0	169	0	0	0	0	0	0
Atpsckmt	24.857143	0	0	0	0	79	0	134	0	135	0	0	0	0	0	0
Spred1	24.785714	0	0	0	0	0	0	167	94	86	0	0	0	0	0	0
Med20	24.785714	0	0	0	0	0	0	121	146	80	0	0	0	0	0	0
Fam214a	24.785714	0	180	0	0	0	0	0	167	0	0	0	0	0	0	0
F8a	24.785714	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0
Deptor	24.785714	0	0	0	0	0	0	110	0	135	0	0	0	0	102	0
Bysl	24.785714	0	0	0	0	0	0	121	146	80	0	0	0	0	0	0
Bach1	24.714286	0	179	0	0	0	0	0	0	0	0	0	167	0	0	0
Tmco1	24.642857	0	0	0	0	0	0	99	0	160	0	0	0	0	86	0
Ruvbl2	24.642857	0	0	0	0	0	0	119	116	110	0	0	0	0	0	0
Pdxdc1	24.642857	0	91	0	0	0	0	96	158	0	0	0	0	0	0	0
Opn3	24.642857	0	0	0	0	0	0	136	121	88	0	0	0	0	0	0
Mpv17l	24.642857	0	91	0	0	0	0	96	158	0	0	0	0	0	0	0
Gys1	24.642857	0	0	0	0	0	0	119	116	110	0	0	0	0	0	0
Zmynd12	24.571429	0	0	0	0	0	0	99	100	0	0	0	0	0	145	0
Tmem39a	24.571429	0	0	0	0	0	0	138	125	81	0	0	0	0	0	0
Rplp1	24.571429	0	0	0	0	0	0	0	88	129	0	0	0	0	127	0
Ppcs	24.571429	0	0	0	0	0	0	99	100	0	0	0	0	0	145	0
Phf1	24.571429	0	0	0	0	0	0	89	89	166	0	0	0	0	0	0
Ogg1	24.571429	0	0	0	0	0	0	86	151	107	0	0	0	0	0	0
Dedd	24.571429	0	0	0	0	0	0	216	128	0	0	0	0	0	0	0
Angel2	24.571429	0	93	0	0	85	0	166	0	0	0	0	0	0	0	0
Zfp157	24.500000	0	152	0	0	0	0	0	96	0	0	0	0	0	95	0
Helz	24.500000	0	111	0	0	0	0	0	0	0	0	0	232	0	0	0
Dpf2	24.500000	0	197	0	0	146	0	0	0	0	0	0	0	0	0	0
Anapc4	24.500000	0	0	0	0	0	0	0	196	147	0	0	0	0	0	0
Ptp4a2	24.428571	0	72	0	0	0	0	109	161	0	0	0	0	0	0	0
Hk1	24.428571	0	0	0	0	0	0	145	90	107	0	0	0	0	0	0
H4c18	24.428571	0	0	0	0	0	0	0	0	123	0	0	219	0	0	0
Dazap2	24.428571	0	160	0	0	0	0	0	0	94	0	0	88	0	0	0
Ssbp1	24.357143	0	0	0	0	0	0	169	80	92	0	0	0	0	0	0
Rnf126	24.357143	0	0	0	0	0	0	217	0	124	0	0	0	0	0	0
Nhlrc2	24.357143	0	0	0	0	0	0	128	81	132	0	0	0	0	0	0
Naa16	24.357143	0	0	0	0	0	0	243	0	98	0	0	0	0	0	0
Homer1	24.357143	0	0	0	0	0	0	153	105	0	0	0	0	0	83	0
Diaph1	24.357143	0	0	0	0	0	0	174	167	0	0	0	0	0	0	0
Dclre1a	24.357143	0	0	0	0	0	0	128	81	132	0	0	0	0	0	0
Dars	24.357143	0	0	0	0	0	0	132	84	125	0	0	0	0	0	0
Atp13a2	24.357143	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0
Wbp4	24.285714	0	0	0	0	0	0	117	90	133	0	0	0	0	0	0
Rhbdd3	24.285714	0	0	0	0	0	0	119	99	122	0	0	0	0	0	0
Resf1	24.285714	0	135	0	0	0	0	205	0	0	0	0	0	0	0	0
Pex11b	24.285714	0	0	0	0	0	0	80	118	142	0	0	0	0	0	0
Ngdn	24.285714	0	0	0	0	0	0	114	123	103	0	0	0	0	0	0
Golga3	24.285714	0	240	0	0	0	0	100	0	0	0	0	0	0	0	0
Ewsr1	24.285714	0	0	0	0	0	0	119	99	122	0	0	0	0	0	0
Elf1	24.285714	0	0	0	0	0	0	117	90	133	0	0	0	0	0	0
Ctse	24.285714	158	182	0	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2l13	24.285714	0	0	0	0	0	0	161	94	85	0	0	0	0	0	0
Adam10	24.285714	0	0	0	0	0	0	130	105	105	0	0	0	0	0	0
Wbp11	24.214286	0	109	0	0	0	0	0	0	105	0	0	0	0	125	0
Slc33a1	24.214286	0	0	0	0	0	0	103	117	119	0	0	0	0	0	0
Sacm1l	24.214286	0	0	0	0	0	0	208	131	0	0	0	0	0	0	0
Reps1	24.214286	0	187	0	0	152	0	0	0	0	0	0	0	0	0	0
Map2k1	24.214286	0	0	0	0	0	0	89	135	115	0	0	0	0	0	0
BC049715	24.214286	0	109	0	0	0	0	0	0	105	0	0	0	0	125	0
Adpgk	24.214286	0	129	0	0	0	0	135	0	0	0	0	0	0	75	0
Snapc5	24.142857	0	82	0	0	0	0	124	0	132	0	0	0	0	0	0
Ppp6r3	24.142857	0	0	0	0	0	0	119	97	122	0	0	0	0	0	0
Cd3eap	24.142857	0	0	0	0	0	0	112	111	115	0	0	0	0	0	0
Ywhaq	24.071429	0	0	0	0	0	0	119	101	117	0	0	0	0	0	0
Ccdc107	24.071429	0	0	0	0	0	0	0	155	182	0	0	0	0	0	0
Rwdd2b	24.000000	0	152	0	0	0	0	0	100	84	0	0	0	0	0	0
Gosr2	24.000000	0	0	0	0	0	0	63	0	175	0	0	0	0	98	0
Gatd3a	24.000000	0	165	0	0	0	0	71	0	100	0	0	0	0	0	0
Tm2d2	23.928571	0	0	0	0	0	0	81	130	124	0	0	0	0	0	0
St6gal1	23.928571	194	141	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnft1	23.928571	0	0	0	0	0	0	116	99	120	0	0	0	0	0	0
Rack1	23.928571	0	0	0	0	0	0	111	109	115	0	0	0	0	0	0
Ppp1r10	23.928571	0	0	0	0	0	0	112	122	101	0	0	0	0	0	0
Mrps18b	23.928571	0	0	0	0	0	0	112	122	101	0	0	0	0	0	0
Hdac2	23.928571	0	0	0	0	0	0	90	92	0	0	0	0	0	153	0
Gatad2a	23.928571	0	0	0	0	0	0	135	106	94	0	0	0	0	0	0
Dek	23.928571	0	153	0	0	0	0	0	0	0	0	0	182	0	0	0
BC052040	23.928571	0	0	0	0	0	0	0	237	98	0	0	0	0	0	0
Arl15	23.928571	0	0	0	0	0	0	234	101	0	0	0	0	0	0	0
Adam9	23.928571	0	0	0	0	0	0	81	130	124	0	0	0	0	0	0
Vps13c	23.857143	0	0	0	0	0	0	0	0	0	0	0	334	0	0	0
Sh3glb1	23.857143	0	0	0	0	0	0	0	197	137	0	0	0	0	0	0
Rap2b	23.857143	0	113	0	0	0	0	108	113	0	0	0	0	0	0	0
Ndufs6	23.857143	0	148	0	0	0	0	0	0	0	0	0	186	0	0	0
Trp53rkb	23.785714	0	0	0	0	0	0	108	225	0	0	0	0	0	0	0
Ost4	23.785714	0	113	0	0	0	0	96	124	0	0	0	0	0	0	0
Mesd	23.785714	0	95	0	0	0	0	0	119	119	0	0	0	0	0	0
Klhdc10	23.785714	0	0	0	0	0	0	0	157	176	0	0	0	0	0	0
Fbxo30	23.785714	0	0	0	0	0	0	0	193	140	0	0	0	0	0	0
C2cd2l	23.785714	0	0	0	0	0	0	87	0	0	0	0	246	0	0	0
Txndc11	23.714286	0	212	0	0	0	0	0	0	0	0	0	0	0	120	0
Recql	23.714286	0	0	0	0	0	0	106	98	128	0	0	0	0	0	0
Lrr1	23.714286	0	0	0	0	0	0	83	141	108	0	0	0	0	0	0
Golt1b	23.714286	0	0	0	0	0	0	106	98	128	0	0	0	0	0	0
Fbxo8	23.714286	0	0	0	0	0	0	170	66	96	0	0	0	0	0	0
Cep44	23.714286	0	0	0	0	0	0	170	66	96	0	0	0	0	0	0
Ube3a	23.642857	0	135	0	0	0	0	0	0	98	0	0	0	0	98	0
Nisch	23.642857	0	144	0	0	0	0	0	0	0	0	0	187	0	0	0
Fancc	23.642857	0	0	0	0	0	0	0	158	173	0	0	0	0	0	0
Dcp2	23.642857	0	96	0	0	0	0	81	0	0	0	0	154	0	0	0
Usp12	23.571429	0	128	0	0	0	0	0	0	0	0	0	202	0	0	0
Them4	23.571429	0	87	0	0	0	0	0	132	111	0	0	0	0	0	0
Rps10	23.571429	0	0	0	0	151	0	0	0	0	0	0	179	0	0	0
Med6	23.571429	0	0	0	0	0	0	0	151	179	0	0	0	0	0	0
Gon4l	23.571429	0	145	0	0	0	0	0	0	0	0	0	185	0	0	0
Fnip1	23.571429	0	139	0	0	0	0	0	0	0	0	0	191	0	0	0
Nsrp1	23.500000	0	91	0	0	0	0	0	140	98	0	0	0	0	0	0
Dusp10	23.500000	0	240	0	0	0	0	0	0	89	0	0	0	0	0	0
Cyp4f13	23.500000	0	0	0	0	0	0	97	154	78	0	0	0	0	0	0
1700056E22Rik	23.500000	0	240	0	0	0	0	0	0	89	0	0	0	0	0	0
Wbp1	23.428571	0	0	0	0	0	0	84	118	0	0	0	126	0	0	0
Ubr7	23.428571	0	0	0	0	0	0	0	161	167	0	0	0	0	0	0
Top1	23.428571	0	122	0	0	0	0	0	99	107	0	0	0	0	0	0
Ndufs7	23.428571	0	0	0	0	0	0	124	102	102	0	0	0	0	0	0
Mrps23	23.428571	0	202	0	0	126	0	0	0	0	0	0	0	0	0	0
Ier3ip1	23.428571	0	0	0	0	0	0	91	124	113	0	0	0	0	0	0
Gon7	23.428571	0	0	0	0	0	0	0	161	167	0	0	0	0	0	0
Gm20604	23.428571	0	0	0	0	0	0	0	161	167	0	0	0	0	0	0
Fam76b	23.428571	0	0	0	0	0	0	151	74	0	0	0	0	0	103	0
Cep57	23.428571	0	0	0	0	0	0	151	74	0	0	0	0	0	103	0
Sorbs3	23.357143	0	0	0	0	0	0	182	0	145	0	0	0	0	0	0
Cox7a2l	23.357143	0	0	0	0	0	0	144	74	109	0	0	0	0	0	0
Atp6v0b	23.357143	0	0	0	0	0	0	200	127	0	0	0	0	0	0	0
Snrnp70	23.285714	0	0	0	0	0	0	139	65	122	0	0	0	0	0	0
Rgcc	23.285714	0	0	157	0	0	0	85	84	0	0	0	0	0	0	0
Mob3a	23.285714	0	0	0	0	106	0	132	88	0	0	0	0	0	0	0
Mettl26	23.285714	0	109	0	0	0	0	117	100	0	0	0	0	0	0	0
Izumo4	23.285714	0	0	0	0	106	0	132	88	0	0	0	0	0	0	0
Ercc6	23.285714	0	80	0	0	0	0	108	0	138	0	0	0	0	0	0
Wdr90	23.214286	0	199	0	0	0	0	0	0	0	0	0	0	0	126	0
Tnrc6a	23.214286	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0
Skap2	23.214286	0	0	0	0	0	0	135	0	190	0	0	0	0	0	0
Prdx6	23.214286	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Katnb1	23.214286	0	0	0	0	0	0	0	217	108	0	0	0	0	0	0
Itfg2	23.214286	0	0	0	0	0	0	136	105	84	0	0	0	0	0	0
Il6st	23.214286	0	0	0	0	0	0	100	101	124	0	0	0	0	0	0
Tmem41b	23.142857	0	0	0	0	0	0	158	166	0	0	0	0	0	0	0
Stard7	23.142857	0	0	0	0	0	0	194	0	130	0	0	0	0	0	0
Psmd5	23.142857	0	0	0	0	0	0	110	84	130	0	0	0	0	0	0
Nrf1	23.142857	0	215	0	0	0	0	0	0	0	0	0	109	0	0	0
Kbtbd3	23.142857	0	0	0	0	0	0	95	118	111	0	0	0	0	0	0
Fam104a	23.142857	0	84	0	0	100	0	140	0	0	0	0	0	0	0	0
E2f6	23.142857	0	136	0	0	0	0	0	0	59	0	0	129	0	0	0
D11Wsu47e	23.142857	0	84	0	0	100	0	140	0	0	0	0	0	0	0	0
Asb6	23.142857	0	0	0	0	0	0	178	0	146	0	0	0	0	0	0
Aasdhppt	23.142857	0	0	0	0	0	0	95	118	111	0	0	0	0	0	0
Zscan2	23.071429	0	0	0	0	0	0	226	0	97	0	0	0	0	0	0
Naa40	23.071429	0	127	0	0	118	0	0	0	0	0	0	78	0	0	0
Mettl4	23.071429	0	0	0	0	0	0	0	0	130	0	0	0	0	193	0
Dnajc30	23.071429	0	0	0	0	0	0	134	98	91	0	0	0	0	0	0
Bud23	23.071429	0	0	0	0	0	0	134	98	91	0	0	0	0	0	0
Prkrip1	23.000000	0	0	0	0	0	0	124	86	112	0	0	0	0	0	0
Gpatch2l	23.000000	0	0	0	0	0	0	100	122	100	0	0	0	0	0	0
Dpy19l4	23.000000	0	0	0	0	0	0	96	0	127	0	0	0	99	0	0
Dnajc27	23.000000	0	93	0	0	0	0	116	0	0	0	0	0	0	113	0
Cdk8	23.000000	0	0	0	0	0	0	0	224	98	0	0	0	0	0	0
Zfp689	22.928571	0	0	0	0	0	0	95	111	0	0	0	0	0	115	0
Psma1	22.928571	0	0	0	0	0	0	103	137	81	0	0	0	0	0	0
Npc2	22.928571	0	0	0	0	0	0	170	0	151	0	0	0	0	0	0
Neurl4	22.928571	0	0	0	0	0	0	106	135	80	0	0	0	0	0	0
Ndufs5	22.928571	0	0	0	0	0	0	0	105	123	0	0	0	0	93	0
Lancl2	22.928571	0	0	0	0	0	0	181	140	0	0	0	0	0	0	0
Isca2	22.928571	0	0	0	0	0	0	170	0	151	0	0	0	0	0	0
2810408A11Rik	22.928571	0	0	0	0	0	0	106	135	80	0	0	0	0	0	0
Zbtb37	22.857143	0	0	0	0	0	0	119	73	128	0	0	0	0	0	0
Urm1	22.857143	0	0	0	0	0	0	151	169	0	0	0	0	0	0	0
Stk24	22.857143	0	112	0	0	0	0	0	77	0	0	0	131	0	0	0
Zfp653	22.785714	0	96	0	0	0	0	114	0	109	0	0	0	0	0	0
Tmpo	22.785714	0	0	0	0	0	0	106	102	0	0	0	111	0	0	0
Stxbp4	22.785714	0	0	0	0	0	0	210	109	0	0	0	0	0	0	0
Ensa	22.785714	0	0	0	0	0	0	171	0	148	0	0	0	0	0	0
Cox11	22.785714	0	0	0	0	0	0	210	109	0	0	0	0	0	0	0
Zdhhc5	22.714286	0	0	0	0	0	0	110	114	94	0	0	0	0	0	0
Nsun3	22.714286	0	0	0	0	0	0	130	0	188	0	0	0	0	0	0
Fmo5	22.714286	0	198	0	0	120	0	0	0	0	0	0	0	0	0	0
Stat2	22.642857	0	0	0	0	0	0	86	145	86	0	0	0	0	0	0
Runx2	22.642857	0	0	126	0	0	0	0	0	0	0	0	191	0	0	0
Lgals8	22.642857	0	0	0	0	0	0	97	131	0	0	0	0	0	89	0
Hlcs	22.642857	0	0	0	0	0	0	118	106	0	0	0	0	0	93	0
Xrn1	22.571429	0	0	53	0	0	0	0	0	168	95	0	0	0	0	0
Ttc26	22.571429	0	0	0	0	0	0	175	141	0	0	0	0	0	0	0
Tomm6	22.571429	0	0	0	0	0	0	167	149	0	0	0	0	0	0	0
Rpl26	22.571429	0	0	0	0	0	0	187	129	0	0	0	0	0	0	0
Rpe	22.571429	0	0	0	0	0	0	98	124	94	0	0	0	0	0	0
Krba1	22.571429	0	0	0	0	0	0	127	76	0	0	0	0	0	113	0
Hexa	22.571429	0	0	0	0	0	0	96	129	91	0	0	0	0	0	0
Hdac7	22.571429	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpbp1	22.571429	0	0	0	0	0	0	162	0	154	0	0	0	0	0	0
Gmnn	22.571429	0	213	0	0	0	0	0	0	103	0	0	0	0	0	0
Ggnbp2	22.571429	0	82	0	0	0	0	95	0	139	0	0	0	0	0	0
Fkbp1a	22.571429	0	202	0	0	0	0	0	0	114	0	0	0	0	0	0
Dcaf12	22.571429	0	0	0	0	0	0	129	117	70	0	0	0	0	0	0
Sec24a	22.500000	0	0	0	0	0	0	96	99	120	0	0	0	0	0	0
Arl4a	22.500000	0	111	0	0	0	0	0	114	0	0	0	0	0	90	0
Uros	22.428571	0	0	0	0	0	0	106	98	110	0	0	0	0	0	0
Mrpl23	22.428571	0	0	0	0	0	0	100	94	0	0	0	0	0	120	0
Map7d1	22.428571	0	0	0	0	0	0	0	153	0	0	0	0	0	161	0
Dap	22.428571	0	149	0	0	0	0	0	0	0	0	0	165	0	0	0
Ctsd	22.428571	0	0	0	0	0	0	117	112	85	0	0	0	0	0	0
Bccip	22.428571	0	0	0	0	0	0	106	98	110	0	0	0	0	0	0
Arfip1	22.428571	0	0	0	0	0	0	127	96	91	0	0	0	0	0	0
Tmem131	22.357143	0	0	0	0	0	0	209	104	0	0	0	0	0	0	0
Ogdh	22.357143	0	0	0	0	0	0	83	0	133	0	0	0	0	97	0
Oat	22.357143	0	0	0	0	0	0	0	186	127	0	0	0	0	0	0
Kat5	22.357143	0	0	0	0	0	0	95	92	126	0	0	0	0	0	0
Gins4	22.357143	0	0	0	0	0	0	151	162	0	0	0	0	0	0	0
Ap4s1	22.357143	0	0	0	0	0	0	168	0	145	0	0	0	0	0	0
Tubg1	22.285714	0	72	0	0	0	0	128	0	112	0	0	0	0	0	0
Retreg3	22.285714	0	72	0	0	0	0	128	0	112	0	0	0	0	0	0
Agap3	22.285714	0	163	0	0	0	0	0	0	0	0	0	149	0	0	0
Pdss2	22.214286	0	0	0	0	0	0	158	153	0	0	0	0	0	0	0
Mydgf	22.214286	0	0	0	0	0	0	0	93	123	0	0	95	0	0	0
Atic	22.214286	0	0	0	0	0	0	109	87	115	0	0	0	0	0	0
Add3	22.214286	0	0	0	0	0	0	78	113	120	0	0	0	0	0	0
Rbm14	22.142857	0	128	0	0	0	0	95	0	0	0	0	0	0	87	0
Per3	22.142857	0	0	0	0	187	0	0	0	0	0	0	123	0	0	0
Mccc1	22.142857	0	0	0	0	0	0	157	0	153	0	0	0	0	0	0
Gm21992	22.142857	0	128	0	0	0	0	95	0	0	0	0	0	0	87	0
Cul2	22.142857	0	0	0	0	0	0	198	0	0	0	0	0	0	112	0
Amacr	22.142857	0	138	0	0	0	0	0	172	0	0	0	0	0	0	0
Zfp41	22.071429	0	0	0	0	0	0	100	109	100	0	0	0	0	0	0
Vcpkmt	22.071429	0	96	0	0	0	0	120	0	93	0	0	0	0	0	0
Tmed10	22.071429	0	0	0	0	0	0	125	0	184	0	0	0	0	0	0
Phtf1	22.071429	0	0	0	0	0	0	193	0	116	0	0	0	0	0	0
Lrrc57	22.000000	0	147	0	0	0	0	0	0	161	0	0	0	0	0	0
Haus2	22.000000	0	147	0	0	0	0	0	0	161	0	0	0	0	0	0
