Target_genes	Smad2|Average	SRX1080389|Embryoid_Bodies	SRX1080390|Embryoid_Bodies	SRX1080403|Embryoid_Bodies	SRX1080404|Embryoid_Bodies	SRX1080406|Embryoid_Bodies	SRX1080407|Embryoid_Bodies	SRX5251391|Embryoid_Bodies	SRX5251392|Embryoid_Bodies	SRX026467|Embryonic_Stem_Cells	SRX026468|Embryonic_Stem_Cells	SRX026469|Embryonic_Stem_Cells	SRX1080395|Embryonic_Stem_Cells	SRX390391|Embryonic_Stem_Cells	SRX4578585|Embryonic_Stem_Cells	SRX5251386|Embryonic_Stem_Cells	SRX390396|mESC_derived_endoodermal_cells	SRX1557250|P19	SRX1557251|P19	SRX1557252|P19	SRX1557253|P19	SRX1557259|P19	SRX1557260|P19	SRX1557261|P19	SRX1557262|P19	SRX1163236|Pancreatic_cancer_cell_lines	SRX1163237|Pancreatic_cancer_cell_lines	SRX4578557|Pancreatic_ductal_adenocarcinoma	SRX4578558|Pancreatic_ductal_adenocarcinoma	SRX4578563|Pancreatic_ductal_adenocarcinoma	SRX4578564|Pancreatic_ductal_adenocarcinoma	SRX4578566|Pancreatic_ductal_adenocarcinoma	SRX4578567|Pancreatic_ductal_adenocarcinoma	STRING
Cat	27.437500	0	0	0	0	0	0	75	0	0	0	0	0	214	118	0	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map1b	27.406250	0	0	108	0	101	0	0	221	0	0	0	0	0	313	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd12	27.406250	0	0	0	107	158	0	96	96	0	0	0	0	0	164	135	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fip1l1	27.406250	0	0	126	69	117	0	0	144	0	0	0	0	0	101	83	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dipk1b	27.406250	0	0	193	0	0	0	0	119	0	0	0	0	0	119	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuft1	27.375000	0	0	0	93	0	0	126	149	0	0	0	0	0	135	168	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tom1l1	27.375000	0	0	0	0	0	0	0	155	0	0	0	0	107	175	126	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn5a	27.375000	0	0	139	0	99	0	0	78	0	0	0	0	0	83	0	75	0	0	0	0	0	0	0	0	0	0	0	149	0	253	0	0	0
Kifc3	27.375000	0	0	0	0	0	0	0	230	0	0	0	0	223	114	162	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr5a	27.375000	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ezh1	27.375000	0	0	117	140	0	0	145	144	0	0	0	0	0	184	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561	27.375000	0	0	0	0	0	0	0	104	0	0	0	0	93	249	159	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A830018L16Rik	27.375000	0	0	0	0	0	0	0	154	0	0	0	0	136	141	103	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx19	27.343750	0	0	0	0	0	0	0	0	0	0	0	0	140	124	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0
Pick1	27.343750	0	0	0	0	156	0	95	0	0	0	0	0	126	258	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krba1	27.343750	0	0	0	0	0	0	163	140	0	0	0	0	117	203	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn7l3b	27.343750	0	0	0	0	0	67	0	0	0	0	0	0	0	150	0	194	0	0	0	0	0	0	0	0	98	0	0	0	0	166	96	104	0
Ascc2	27.343750	0	0	0	0	0	88	0	197	0	0	0	0	129	100	96	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scfd1	27.312500	0	0	0	0	0	0	116	0	0	0	64	0	198	104	112	200	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Ramac	27.312500	0	0	0	0	76	0	95	166	0	0	0	0	134	170	100	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rac3	27.312500	0	0	95	0	104	0	0	98	0	0	0	0	80	227	150	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmb6	27.312500	0	0	0	0	0	0	0	155	0	0	0	0	148	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	130	0
Ppp4r1	27.312500	0	0	0	0	129	0	0	125	0	0	0	0	0	175	0	158	0	0	0	0	0	0	0	0	122	0	0	0	0	165	0	0	0
Pld6	27.312500	0	0	0	88	0	0	95	144	0	0	0	0	142	288	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfdn4	27.312500	0	0	0	0	0	0	0	142	0	0	0	0	0	268	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	129	0
Mlec	27.312500	0	0	0	0	0	0	0	128	0	0	0	0	112	113	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	169	109	116	0
H2bc8	27.312500	0	0	0	0	0	0	74	0	0	76	306	0	222	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
H2ac8	27.312500	0	0	0	0	0	0	74	0	0	76	306	0	222	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
Dnajc9	27.281250	0	0	0	0	139	0	89	91	0	0	0	0	175	186	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bfar	27.281250	0	0	112	0	0	0	153	228	0	0	0	0	91	114	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap11a	27.281250	0	0	0	0	0	0	116	120	0	0	0	0	140	152	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Thg1l	27.250000	0	0	0	0	0	0	88	0	0	0	0	0	119	292	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0
Tarbp1	27.250000	0	0	128	0	144	0	137	0	0	0	0	0	0	139	171	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med20	27.250000	0	0	0	0	0	0	107	177	0	0	0	0	0	150	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	72	116	0	0
D830031N03Rik	27.250000	0	0	0	0	95	0	114	132	0	0	0	0	0	197	167	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bysl	27.250000	0	0	0	0	0	0	107	177	0	0	0	0	0	150	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	72	116	0	0
3110040N11Rik	27.250000	0	0	0	0	99	0	92	128	0	0	0	0	141	153	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0
Zfp64	27.218750	0	0	0	0	0	0	0	142	0	0	0	0	241	90	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Stk11ip	27.218750	0	0	0	0	0	0	0	127	0	0	0	0	138	197	85	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	27.218750	0	0	83	114	0	0	0	110	0	0	0	0	0	187	123	191	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
Oaf	27.218750	0	0	128	0	102	0	0	184	0	0	0	0	0	188	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0
Dis3l	27.218750	0	0	0	0	0	0	0	220	0	0	0	0	170	92	0	129	0	0	0	0	0	0	0	0	90	0	0	0	0	0	83	87	0
Dctn6	27.218750	0	0	0	0	0	0	0	0	0	0	0	0	188	141	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	164	126	0	0
Cmc2	27.218750	0	0	0	0	0	0	0	0	0	0	0	0	178	150	148	136	0	0	0	0	0	0	0	0	0	0	0	0	0	126	133	0	0
Cenpn	27.218750	0	0	0	0	0	0	0	0	0	0	0	0	178	150	148	136	0	0	0	0	0	0	0	0	0	0	0	0	0	126	133	0	0
Zfp81	27.187500	0	0	0	0	0	0	68	129	0	0	0	0	204	151	83	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Speer4f2	27.187500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	155	0	0	277	209	0	0	0	0	0	101	0	0	0	0	0
Slc39a6	27.187500	0	0	67	0	135	0	0	0	0	0	0	0	168	144	113	133	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Sco1	27.187500	0	0	0	0	121	0	0	71	0	0	0	0	151	110	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Prkar1b	27.187500	0	0	0	98	0	0	0	116	0	0	0	0	128	193	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Lrpprc	27.187500	0	0	0	0	0	0	0	77	0	0	0	0	0	176	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	143	141	0	0
Elp2	27.187500	0	0	67	0	135	0	0	0	0	0	0	0	168	144	113	133	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Dnaaf5	27.187500	0	0	0	98	0	0	0	116	0	0	0	0	128	193	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
Cog3	27.187500	0	0	0	0	0	0	115	140	0	0	0	0	0	168	120	247	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Ccndbp1	27.187500	0	0	0	0	0	0	0	97	0	0	0	0	96	228	112	265	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0
Adprm	27.187500	0	0	0	0	121	0	0	71	0	0	0	0	151	110	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Usp19	27.156250	0	0	0	92	0	0	102	100	0	0	0	0	0	134	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	102	170	0	0
Trim44	27.156250	0	0	0	0	160	0	0	62	0	0	0	0	144	134	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0
Slc7a5	27.156250	0	0	151	109	96	0	0	0	0	0	0	0	138	115	115	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a3	27.156250	0	0	77	0	0	0	0	136	0	0	0	0	154	172	69	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfib	27.156250	0	0	122	94	175	0	0	163	0	0	0	0	106	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps6	27.156250	0	0	77	0	0	0	0	136	0	0	0	0	154	172	69	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6e	27.156250	0	0	0	0	0	0	99	455	0	0	0	0	68	120	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifi211	27.156250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	126	0	0	0	379	0	204	0
Gtf2ird2	27.156250	0	0	0	0	93	0	69	161	0	0	0	0	153	174	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elp3	27.156250	0	0	0	81	0	0	0	0	0	0	0	0	222	201	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip1	27.156250	0	0	0	0	0	0	0	71	0	0	0	0	94	153	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	179	0
Chmp2a	27.156250	0	0	0	0	0	0	156	209	0	0	0	0	204	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC048644	27.156250	0	0	151	109	96	0	0	0	0	0	0	0	138	115	115	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Procr	27.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	115	122	126	0	0	0	0	0	0	0	0	173	0	0	0	0	230	0	102	0
Pdf	27.125000	0	0	0	0	90	0	91	154	0	0	112	0	95	188	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpeb4	27.125000	0	0	0	0	0	106	112	97	0	0	0	0	222	154	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp202	27.093750	0	0	0	98	0	0	0	107	0	0	0	0	100	161	168	153	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0
Unc45a	27.093750	0	0	0	0	81	0	140	105	0	0	0	0	234	177	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tspan14	27.093750	0	0	140	112	105	0	0	144	0	0	0	0	0	220	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tc2n	27.062500	0	0	106	0	86	0	102	104	0	0	0	0	0	183	109	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Relb	27.062500	0	0	0	0	164	103	0	103	0	0	0	0	0	139	0	202	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Ptbp1	27.062500	0	0	0	129	0	115	0	85	0	0	0	0	122	96	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Nfil3	27.062500	0	0	102	135	149	0	0	153	0	0	0	0	0	107	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmut	27.062500	0	0	0	0	0	0	0	196	0	0	0	0	119	200	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Hpca	27.062500	0	0	89	0	0	0	78	142	0	0	0	0	0	178	89	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elmo1	27.062500	170	0	0	0	91	0	93	125	0	0	0	0	108	151	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	27.062500	0	0	0	0	0	0	0	104	0	0	0	0	214	164	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	114	0
Dok4	27.062500	0	0	0	0	0	0	146	101	0	0	0	0	169	205	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cenpq	27.062500	0	0	0	0	0	0	0	196	0	0	0	0	119	200	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0
Bnc2	27.062500	0	0	87	0	104	0	0	318	0	0	0	0	0	149	85	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Timm13	27.031250	68	0	93	99	91	0	0	0	0	0	0	0	150	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0
Tctn1	27.031250	0	0	0	0	187	112	0	102	0	0	0	0	0	157	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reep5	27.031250	0	0	0	0	142	0	103	196	0	0	0	0	0	148	116	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11a	27.031250	0	0	0	0	0	0	0	0	0	0	0	0	115	131	0	229	0	0	113	0	0	0	0	0	0	0	0	0	0	0	141	136	0
H2aw	27.031250	0	0	0	0	0	0	0	0	0	0	205	0	111	0	0	119	0	0	97	93	0	0	0	0	0	0	0	0	0	153	87	0	0
Fbxw11	27.031250	0	0	0	0	0	0	0	196	0	0	0	0	306	109	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef2	27.031250	0	0	0	0	0	0	0	118	0	0	0	0	0	159	135	194	0	0	0	0	0	0	0	0	134	0	0	0	0	125	0	0	0
S1pr1	27.000000	0	0	129	0	0	0	0	180	0	0	0	0	0	260	78	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif20b	27.000000	0	0	0	77	158	0	0	167	0	0	0	0	0	173	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Etfa	27.000000	0	0	0	0	96	0	0	104	0	0	0	0	175	156	110	134	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0
Crot	27.000000	0	0	0	0	0	0	122	127	0	0	0	0	143	211	171	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	27.000000	0	0	0	0	170	0	109	137	0	0	0	0	0	184	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitpna	26.968750	0	0	0	0	0	95	0	149	0	0	0	0	66	148	81	238	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0
Ttc22	26.937500	0	0	0	0	0	0	0	573	0	0	0	0	153	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thoc2l	26.937500	0	0	0	141	71	0	82	117	0	0	0	0	0	167	107	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralb	26.937500	0	0	0	87	107	0	0	119	0	0	0	0	0	159	90	213	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0
R3hdml	26.937500	0	0	0	0	0	0	0	383	0	0	0	0	310	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nae1	26.937500	0	0	143	0	0	96	0	0	0	0	0	0	0	154	98	171	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	120	0
Ctc1	26.937500	0	0	0	0	0	0	0	0	0	0	0	0	294	89	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0
Car7	26.937500	0	0	143	0	0	96	0	0	0	0	0	0	0	154	98	171	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	120	0
Adar	26.937500	0	0	0	0	0	0	0	97	0	0	0	0	188	207	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0
Slc9a9	26.906250	166	0	152	0	0	0	0	246	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skor1	26.906250	108	0	0	0	0	0	0	197	0	0	0	0	163	184	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1l3	26.906250	0	0	0	0	124	0	0	103	0	0	0	0	0	174	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
Mgll	26.906250	0	0	118	0	166	0	0	97	0	0	0	0	0	213	128	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bbs4	26.906250	0	0	0	0	0	105	0	132	0	0	0	0	108	263	93	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnpat	26.875000	0	0	0	93	0	0	102	113	0	0	0	0	68	97	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	77	90	0	0
Fam207a	26.875000	0	0	0	0	97	139	81	77	0	0	0	0	109	124	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blvra	26.875000	0	0	0	0	0	97	0	148	0	0	0	0	209	136	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810004N23Rik	26.875000	0	0	0	93	0	0	102	113	0	0	0	0	68	97	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	77	90	0	0
Rpl37a	26.843750	0	0	0	0	97	0	113	92	0	0	0	0	171	119	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0
Lrrc20	26.843750	0	0	0	0	141	0	0	0	0	0	0	0	128	136	93	155	0	0	0	0	0	0	0	0	0	0	0	0	0	122	84	0	0
Inip	26.843750	0	0	0	101	0	0	0	137	0	0	0	0	0	255	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
Helb	26.843750	0	0	0	0	0	0	0	153	0	0	0	0	111	151	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	0
Gcfc2	26.843750	0	0	0	0	136	0	0	0	0	0	0	0	128	149	78	178	0	0	0	0	0	0	0	0	0	0	0	0	0	95	95	0	0
Entpd7	26.843750	0	0	0	0	0	0	0	0	0	0	0	0	210	193	123	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpy19l3	26.843750	109	0	0	0	89	0	0	170	0	0	0	0	0	170	125	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car13	26.843750	0	0	0	0	0	0	0	147	0	0	0	0	0	207	154	200	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
2310009B15Rik	26.843750	0	0	109	0	0	0	0	140	0	0	0	0	0	267	81	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0
Zfp946	26.812500	0	0	0	0	0	69	0	264	0	0	0	0	171	142	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	26.812500	0	0	0	0	0	0	163	163	0	0	0	0	168	190	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tet1	26.812500	0	0	0	0	0	0	0	115	0	0	0	0	149	79	0	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senp1	26.812500	0	0	0	0	0	0	0	110	0	0	0	0	0	119	0	189	0	0	0	0	0	0	0	0	177	0	0	0	0	170	93	0	0
Mybbp1a	26.812500	0	0	0	0	0	0	97	0	0	0	0	0	109	168	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Hcfc2	26.812500	0	0	0	0	0	110	127	158	0	0	0	0	0	162	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0
Zfp82	26.781250	0	0	0	0	0	0	0	0	0	0	0	0	133	148	144	225	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	68	0
Syn2	26.781250	0	0	160	87	157	0	0	90	0	0	0	0	0	211	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata5	26.781250	0	0	0	80	0	126	0	117	0	0	0	0	83	145	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Nudt6	26.781250	0	0	0	80	0	126	0	117	0	0	0	0	83	145	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Rin2	26.750000	0	0	0	0	0	0	0	262	0	0	0	0	0	160	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Astn2	26.750000	0	0	0	0	173	0	0	131	0	0	0	0	186	90	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip1	26.750000	0	0	0	0	0	0	0	111	0	0	0	0	311	135	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ano10	26.750000	0	0	0	0	158	0	102	118	0	0	0	0	0	186	123	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm7sf3	26.718750	0	0	0	193	118	0	0	207	0	0	0	0	0	129	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0
Rhbdl3	26.718750	0	0	0	0	167	0	0	101	0	0	0	0	107	265	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpped2	26.718750	0	0	0	0	0	0	0	222	0	0	0	0	131	170	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	26.718750	0	0	0	0	0	0	96	138	0	0	0	0	0	219	120	172	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0
Trps1	26.687500	0	0	105	116	141	134	0	101	0	0	0	0	105	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tango2	26.687500	0	0	0	0	0	98	0	128	0	0	0	0	148	177	112	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarb1	26.687500	0	0	0	0	0	0	0	94	0	0	0	0	181	204	91	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gli2	26.687500	0	0	0	0	105	0	0	76	0	0	0	0	183	142	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gde1	26.687500	0	0	0	0	99	0	0	0	0	0	0	0	106	159	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	0
Asrgl1	26.687500	0	0	0	0	105	0	0	104	0	0	0	0	220	128	85	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asphd2	26.687500	0	0	176	96	179	115	0	115	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI467606	26.687500	289	0	0	0	0	0	0	0	0	0	0	0	145	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp316	26.656250	0	0	0	0	86	0	0	122	0	0	0	0	0	171	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	169	82	0	0
Slc2a1	26.656250	0	0	0	0	0	0	96	109	0	0	0	0	219	151	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptxr	26.656250	0	0	0	0	0	0	0	156	0	0	0	0	0	138	0	176	0	0	0	0	0	0	0	0	128	0	0	0	0	137	0	118	0
Kctd9	26.656250	0	0	0	0	0	0	0	0	0	0	0	0	104	172	0	169	0	0	0	0	0	0	0	0	98	0	0	0	0	189	121	0	0
Ifrd2	26.656250	0	0	0	0	0	87	0	0	0	0	0	0	114	157	145	268	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
Cox20	26.656250	0	0	120	0	81	0	104	95	0	0	0	0	143	137	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdh2	26.656250	0	0	81	0	105	0	0	92	0	0	0	0	0	107	0	146	0	0	0	0	0	0	0	0	101	0	0	0	0	111	0	110	0
Cdca2	26.656250	0	0	0	0	0	0	0	0	0	0	0	0	104	172	0	169	0	0	0	0	0	0	0	0	98	0	0	0	0	189	121	0	0
Cacna2d2	26.656250	0	0	0	0	139	125	0	96	0	0	0	0	0	306	89	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bod1	26.656250	0	0	0	0	0	86	0	0	0	0	0	0	121	230	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0
Slc39a9	26.625000	0	0	0	0	0	0	0	123	0	0	0	0	145	168	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	112	0
Rnf10	26.625000	0	0	0	0	80	0	0	211	0	0	0	0	196	76	132	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss50	26.625000	0	0	0	0	134	0	0	162	0	0	0	0	82	177	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdpk1	26.625000	0	0	0	0	0	0	96	166	0	0	0	0	0	261	179	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd4	26.625000	0	0	0	67	90	0	97	168	0	0	0	0	0	257	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp3	26.625000	0	0	97	0	88	0	0	114	0	0	0	0	110	126	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0
Erh	26.625000	0	0	0	0	0	0	0	123	0	0	0	0	145	168	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	112	0
Ado	26.625000	0	0	0	0	100	0	0	74	0	0	0	0	162	0	125	141	0	0	0	0	0	0	0	0	0	0	0	0	0	144	106	0	0
Wdr18	26.593750	0	0	0	161	0	92	0	180	0	0	0	0	107	120	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem208	26.593750	0	0	182	0	0	99	0	0	0	0	0	0	107	159	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	79	0
Sh3tc1	26.593750	0	0	0	0	0	0	0	151	0	0	0	0	0	120	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	108	0
Lrrc29	26.593750	0	0	182	0	0	99	0	0	0	0	0	0	107	159	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	79	0
