Target_genes	Smad4|Average	SRX3014617|CD4-Positive_T-Lymphocytes	SRX3014618|CD4-Positive_T-Lymphocytes	SRX3014619|CD4-Positive_T-Lymphocytes	SRX3014620|CD4-Positive_T-Lymphocytes	SRX5023289|Duodenum	SRX5023290|Duodenum	SRX3101083|Embryoid_Bodies	SRX3101084|Embryoid_Bodies	SRX5251395|Embryoid_Bodies	SRX5251396|Embryoid_Bodies	SRX4046280|Embryonic_limb	SRX5251388|Embryonic_Stem_Cells	SRX529265|Lung	SRX1094554|Neural_Stem_Cells	SRX5551007|Unclassified	SRX5551008|Unclassified	SRX5551011|Unclassified	SRX5551012|Unclassified	STRING
Snrpa	37.500000	94	0	0	0	130	172	0	0	0	0	0	0	156	0	123	0	0	0	0
S1pr1	37.500000	192	142	0	0	0	0	100	0	0	100	0	0	141	0	0	0	0	0	0
Pitpnb	37.500000	0	115	0	0	71	187	0	0	0	0	0	0	183	0	119	0	0	0	0
Pigl	37.500000	0	121	0	0	149	132	0	0	0	0	0	0	273	0	0	0	0	0	0
BC024978	37.500000	94	0	0	0	130	172	0	0	0	0	0	0	156	0	123	0	0	0	0
Tyro3	37.444444	0	0	0	0	0	0	240	0	0	238	0	0	196	0	0	0	0	0	0
Spata6	37.444444	122	97	0	0	0	0	0	0	0	0	0	0	0	93	183	179	0	0	0
Nfkb1	37.444444	297	0	0	0	0	0	0	0	0	0	0	0	0	0	273	104	0	0	0
Nek1	37.444444	0	0	0	0	130	89	0	0	0	94	0	0	113	88	160	0	0	0	0
Ipo9	37.444444	159	145	0	0	0	0	0	0	0	0	0	0	136	115	0	119	0	0	0
Ddit3	37.444444	0	0	0	0	0	0	0	0	0	0	0	0	207	123	209	0	135	0	0
Cmtm3	37.444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	174	0	0	0
Aplp2	37.444444	143	0	0	0	91	64	0	0	0	0	0	0	257	0	119	0	0	0	0
Adnp2	37.444444	181	284	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0
Wdr6	37.388889	0	0	0	0	0	0	146	0	0	145	0	0	176	206	0	0	0	0	0
Rgp1	37.388889	0	92	0	0	121	91	0	0	0	0	0	0	70	0	176	123	0	0	0
Rc3h2	37.388889	141	112	0	0	0	80	0	0	0	0	0	0	198	0	142	0	0	0	0
Rbis	37.388889	100	0	0	0	0	0	0	0	0	0	0	0	196	0	286	91	0	0	0
Hnrnpul1	37.388889	75	138	0	0	0	0	0	0	0	0	0	0	193	106	161	0	0	0	0
Hlf	37.388889	0	0	0	0	0	0	169	0	0	168	0	0	159	177	0	0	0	0	0
Gba2	37.388889	0	92	0	0	121	91	0	0	0	0	0	0	70	0	176	123	0	0	0
Brd4	37.388889	0	0	0	0	229	203	0	0	0	0	0	0	0	89	152	0	0	0	0
Acss2	37.388889	136	221	0	0	0	0	0	0	0	0	0	0	86	148	82	0	0	0	0
Stxbp4	37.333333	166	112	0	0	115	106	0	0	0	0	0	0	173	0	0	0	0	0	0
Sptlc1	37.333333	112	158	0	0	0	0	0	0	0	0	0	0	141	261	0	0	0	0	0
Pbld2	37.333333	141	107	0	0	0	0	0	0	0	0	0	0	241	115	68	0	0	0	0
Mrs2	37.333333	75	99	0	0	102	102	0	0	0	0	0	0	134	0	160	0	0	0	0
Igdcc3	37.333333	0	0	0	0	0	0	251	0	0	250	0	0	0	171	0	0	0	0	0
Hnrnph3	37.333333	141	107	0	0	0	0	0	0	0	0	0	0	241	115	68	0	0	0	0
Cox11	37.333333	166	112	0	0	115	106	0	0	0	0	0	0	173	0	0	0	0	0	0
Clock	37.333333	0	0	0	0	74	145	0	0	0	107	0	0	0	210	136	0	0	0	0
Ccl24	37.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	92	142	232	0
Zfp655	37.277778	0	0	0	0	92	82	113	0	0	113	0	0	203	0	0	68	0	0	0
Umad1	37.277778	0	132	0	0	0	0	0	0	0	0	0	0	207	158	174	0	0	0	0
Tes	37.277778	275	227	0	0	88	81	0	0	0	0	0	0	0	0	0	0	0	0	0
Skap2	37.277778	0	0	0	0	0	89	0	0	0	0	0	0	299	132	151	0	0	0	0
Rpa3	37.277778	0	132	0	0	0	0	0	0	0	0	0	0	207	158	174	0	0	0	0
Pin1	37.277778	72	97	0	0	0	0	0	0	0	0	0	0	224	132	146	0	0	0	0
Jade3	37.277778	80	87	0	0	0	0	0	0	0	0	0	0	116	131	257	0	0	0	0
Fbrsl1	37.277778	70	127	0	0	0	0	0	0	0	0	0	0	189	108	177	0	0	0	0
Ckap4	37.277778	0	0	0	0	0	0	149	0	0	148	0	0	116	0	258	0	0	0	0
Borcs5	37.277778	97	0	0	0	0	123	0	0	0	0	0	0	165	0	286	0	0	0	0
Blvrb	37.277778	87	138	0	0	0	0	0	0	0	0	0	0	167	0	169	0	110	0	0
Slc35a3	37.222222	0	0	0	0	138	183	0	0	0	0	0	0	232	117	0	0	0	0	0
Ppig	37.222222	94	105	0	0	119	0	0	0	0	0	0	0	157	195	0	0	0	0	0
Neo1	37.222222	0	0	0	0	163	106	103	0	0	102	0	0	0	196	0	0	0	0	0
G3bp1	37.222222	100	175	0	0	0	0	0	0	0	0	0	0	200	0	195	0	0	0	0
App	37.222222	0	0	0	0	0	84	124	0	0	124	0	0	151	0	187	0	0	0	0
Zfp207	37.166667	101	0	0	0	0	0	0	0	0	0	0	0	267	164	137	0	0	0	0
Mynn	37.166667	147	102	0	0	92	0	0	0	0	0	0	0	328	0	0	0	0	0	0
Ccdc171	37.166667	124	110	0	0	0	0	0	0	0	0	0	0	68	180	187	0	0	0	0
Aggf1	37.166667	0	93	0	0	0	0	0	0	0	0	0	0	338	96	0	142	0	0	0
Ubfd1	37.111111	87	150	0	0	0	0	0	0	0	0	0	0	106	196	129	0	0	0	0
Triobp	37.111111	0	0	0	0	122	0	0	0	0	0	0	0	128	0	253	165	0	0	0
Lekr1	37.111111	0	0	0	0	214	123	101	0	0	102	0	0	0	0	128	0	0	0	0
Hoxa4	37.111111	0	0	0	0	0	0	168	0	0	186	0	0	0	168	146	0	0	0	0
Ears2	37.111111	87	150	0	0	0	0	0	0	0	0	0	0	106	196	129	0	0	0	0
Cyb561d1	37.111111	96	227	0	0	0	0	0	0	0	0	0	0	162	0	183	0	0	0	0
Asf1b	37.111111	115	111	0	0	0	0	0	0	0	0	0	0	289	0	153	0	0	0	0
Vcpkmt	37.055556	219	213	0	0	0	117	0	0	0	0	0	0	0	0	0	0	118	0	0
Naip7	37.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	170	0	0	0
Naip6	37.055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	170	0	0	0
Dab2ip	37.055556	0	0	0	0	0	0	169	0	0	166	0	0	178	154	0	0	0	0	0
Camsap1	37.055556	0	105	0	0	0	0	0	0	0	0	0	0	210	85	145	0	122	0	0
Zcchc17	37.000000	0	113	0	0	0	188	0	0	0	0	0	0	264	0	101	0	0	0	0
Wipi1	37.000000	78	0	0	0	225	0	0	0	0	0	0	0	164	77	122	0	0	0	0
Snrnp40	37.000000	0	113	0	0	0	188	0	0	0	0	0	0	264	0	101	0	0	0	0
Serhl	37.000000	0	0	0	0	0	0	0	0	0	0	0	0	113	0	382	171	0	0	0
Polr2l	37.000000	203	195	0	0	159	109	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13276	37.000000	0	0	0	0	0	0	128	0	0	0	0	0	195	0	138	205	0	0	0
Zbtb38	36.944444	80	103	0	0	112	65	0	0	0	0	0	0	164	0	141	0	0	0	0
Tma16	36.944444	95	0	0	0	0	0	0	0	0	0	0	0	300	122	0	148	0	0	0
Rmdn3	36.944444	90	125	0	0	77	110	0	0	0	0	0	0	263	0	0	0	0	0	0
Arap3	36.944444	0	0	0	0	0	0	0	0	0	0	0	0	481	0	184	0	0	0	0
Wnk1	36.888889	0	0	0	0	135	118	0	0	0	0	0	0	159	126	126	0	0	0	0
Urod	36.888889	157	150	0	0	0	0	0	0	0	0	0	0	208	0	0	0	149	0	0
Tmem237	36.888889	0	0	0	0	83	0	0	0	0	0	0	0	131	91	248	111	0	0	0
Slc27a1	36.888889	166	174	0	0	0	0	0	0	0	0	0	0	73	0	116	0	135	0	0
Fancd2	36.888889	167	95	0	0	0	0	0	0	0	0	0	0	251	151	0	0	0	0	0
Emc3	36.888889	167	95	0	0	0	0	0	0	0	0	0	0	251	151	0	0	0	0	0
Cwc25	36.888889	130	0	0	0	0	0	0	0	0	0	0	0	301	111	0	0	122	0	0
Otc	36.833333	0	0	0	0	0	0	0	0	0	0	0	0	663	0	0	0	0	0	0
Kctd13	36.833333	0	0	0	0	117	145	0	0	0	0	0	0	127	0	119	0	155	0	0
Ehbp1	36.833333	0	0	0	0	0	0	0	0	0	0	0	0	339	98	100	126	0	0	0
Xiap	36.777778	0	0	0	0	0	0	0	0	0	0	0	0	366	120	176	0	0	0	0
Fdx2	36.777778	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	196	0	108	0
Slc2a9	36.722222	0	0	0	0	150	197	0	0	0	0	0	0	109	0	205	0	0	0	0
Pde7a	36.722222	0	0	0	0	0	98	120	0	0	119	0	0	143	0	181	0	0	0	0
Ipp	36.722222	89	0	0	0	81	0	0	0	0	0	0	0	100	0	235	0	156	0	0
Dync1li1	36.722222	145	119	0	0	111	98	0	0	0	0	0	0	0	0	188	0	0	0	0
Ctsc	36.722222	145	0	0	0	0	0	0	0	0	0	0	0	100	0	339	77	0	0	0
Ubald1	36.666667	113	124	0	0	0	0	0	0	0	0	0	0	191	95	137	0	0	0	0
Top1	36.666667	87	120	0	0	0	104	0	0	0	0	0	0	163	0	186	0	0	0	0
Slc39a9	36.666667	150	183	0	0	0	0	0	0	0	0	0	0	189	138	0	0	0	0	0
Sema7a	36.666667	123	137	0	0	205	195	0	0	0	0	0	0	0	0	0	0	0	0	0
Itgb8	36.666667	0	0	0	0	0	0	331	0	0	329	0	0	0	0	0	0	0	0	0
Erh	36.666667	150	183	0	0	0	0	0	0	0	0	0	0	189	138	0	0	0	0	0
Szrd1	36.611111	0	0	0	0	0	0	0	0	0	0	0	0	302	105	0	0	125	127	0
Pnpla8	36.611111	125	199	0	0	0	0	0	0	0	0	0	0	215	0	120	0	0	0	0
Plekha2	36.611111	0	0	0	0	0	69	0	0	0	0	0	0	0	0	365	225	0	0	0
Kcna3	36.611111	214	138	0	0	0	0	154	0	0	153	0	0	0	0	0	0	0	0	0
Hsd17b7	36.611111	107	0	0	0	143	0	0	0	0	0	0	0	190	0	219	0	0	0	0
Tgfbr2	36.555556	241	206	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0
Ppa1	36.555556	115	137	0	0	91	0	92	0	0	92	0	0	0	0	131	0	0	0	0
Plxnb1	36.555556	120	0	0	0	0	0	162	0	0	161	0	0	0	215	0	0	0	0	0
Pgs1	36.555556	131	215	0	0	0	0	0	0	0	0	0	0	172	140	0	0	0	0	0
Nhsl1	36.555556	0	0	0	0	110	0	203	0	0	201	0	0	144	0	0	0	0	0	0
Dhdh	36.555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	76	190	0	0
Clasp2	36.555556	150	120	0	0	0	0	0	0	0	0	0	0	158	127	103	0	0	0	0
Strip1	36.500000	274	0	0	0	137	0	0	0	0	0	0	0	246	0	0	0	0	0	0
Gpank1	36.500000	83	117	0	0	0	0	0	0	0	0	0	0	186	106	165	0	0	0	0
Dut	36.500000	150	140	0	0	0	0	0	0	0	0	0	0	129	238	0	0	0	0	0
Csnk2b	36.500000	83	117	0	0	0	0	0	0	0	0	0	0	186	106	165	0	0	0	0
Brd1	36.500000	0	0	0	0	0	0	0	0	0	0	0	0	130	216	311	0	0	0	0
Bcap31	36.500000	96	0	0	0	0	0	0	0	0	0	0	0	126	138	297	0	0	0	0
Acbd6	36.500000	134	0	0	0	0	139	0	0	0	0	0	0	230	154	0	0	0	0	0
Abcd1	36.500000	96	0	0	0	0	0	0	0	0	0	0	0	126	138	297	0	0	0	0
Zfp574	36.444444	0	0	0	0	100	0	0	0	0	0	0	0	212	0	344	0	0	0	0
Syap1	36.444444	0	154	0	0	0	0	0	0	0	0	0	0	0	143	359	0	0	0	0
Scrn3	36.444444	100	117	0	0	0	0	0	0	0	0	0	0	286	0	0	0	153	0	0
Sall2	36.444444	0	105	0	0	0	0	112	0	0	110	0	0	108	221	0	0	0	0	0
Rhbdf1	36.444444	0	0	0	0	0	75	291	0	0	290	0	0	0	0	0	0	0	0	0
Pusl1	36.444444	189	208	0	0	88	0	0	0	0	0	0	0	171	0	0	0	0	0	0
H2-Q9	36.444444	0	0	0	0	0	0	0	0	0	0	0	0	304	0	352	0	0	0	0
H2-Q7	36.444444	0	0	0	0	0	0	0	0	0	0	0	0	304	0	352	0	0	0	0
Fh1	36.444444	105	133	0	0	0	137	0	0	0	0	0	0	167	0	114	0	0	0	0
Fam219b	36.444444	117	0	0	0	0	90	129	0	0	138	0	0	182	0	0	0	0	0	0
Cir1	36.444444	100	117	0	0	0	0	0	0	0	0	0	0	286	0	0	0	153	0	0
Acap3	36.444444	189	208	0	0	88	0	0	0	0	0	0	0	171	0	0	0	0	0	0
Slc7a3	36.388889	0	0	0	0	0	0	272	0	0	271	0	112	0	0	0	0	0	0	0
Nfkb2	36.388889	183	99	0	0	0	0	0	0	0	0	0	0	179	0	194	0	0	0	0
Fdft1	36.388889	80	0	0	0	0	0	76	0	0	76	0	0	207	110	106	0	0	0	0
Ube3b	36.333333	120	168	0	0	0	0	0	0	0	0	0	0	168	198	0	0	0	0	0
Tmem41a	36.333333	95	0	0	0	122	104	0	0	0	0	0	0	101	117	0	0	115	0	0
Osbp	36.333333	0	131	0	0	127	164	0	0	0	0	0	0	232	0	0	0	0	0	0
Man2b2	36.333333	0	199	0	0	0	0	0	0	0	0	0	0	455	0	0	0	0	0	0
Kctd10	36.333333	120	168	0	0	0	0	0	0	0	0	0	0	168	198	0	0	0	0	0
Gm45915	36.333333	0	0	0	0	0	0	323	0	0	331	0	0	0	0	0	0	0	0	0
Gm3667	36.333333	0	0	0	0	0	0	99	118	0	146	0	201	0	90	0	0	0	0	0
Eef1akmt1	36.333333	117	133	0	0	0	0	0	0	0	0	0	0	285	0	119	0	0	0	0
Ciao3	36.333333	0	181	0	0	0	0	0	0	0	0	0	0	341	132	0	0	0	0	0
Zmpste24	36.277778	95	0	0	0	0	0	0	0	0	0	0	0	234	324	0	0	0	0	0
Vps33b	36.277778	177	172	0	0	0	0	0	0	0	0	0	0	304	0	0	0	0	0	0
Tmbim1	36.277778	0	0	0	0	165	120	0	0	0	0	0	0	94	0	274	0	0	0	0
Mnat1	36.277778	97	0	0	0	0	0	0	0	0	0	0	0	273	143	0	140	0	0	0
Mboat2	36.277778	0	0	0	0	0	0	162	0	0	161	0	0	94	236	0	0	0	0	0
Erfe	36.277778	88	121	0	0	258	186	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctps	36.277778	128	95	0	0	182	135	0	0	0	0	0	0	0	113	0	0	0	0	0
Arhgef37	36.277778	0	0	0	0	132	118	60	0	0	60	0	0	139	0	144	0	0	0	0
Vps50	36.222222	0	0	0	0	101	0	0	0	0	0	0	0	367	184	0	0	0	0	0
Slc5a3	36.222222	127	92	0	0	162	104	0	0	0	0	0	0	0	0	167	0	0	0	0
Sec61a2	36.222222	0	0	0	0	0	167	82	0	0	84	0	0	173	0	146	0	0	0	0
Rbm47	36.222222	0	0	0	0	0	0	321	0	0	331	0	0	0	0	0	0	0	0	0
Nab2	36.222222	0	0	0	0	0	0	0	0	0	0	0	0	144	254	254	0	0	0	0
Mrps6	36.222222	127	92	0	0	162	104	0	0	0	0	0	0	0	0	167	0	0	0	0
Hmgcr	36.222222	0	98	0	0	106	138	0	0	0	0	0	0	130	0	180	0	0	0	0
Ggct	36.222222	0	99	0	0	0	0	0	0	0	0	0	0	262	122	169	0	0	0	0
Cmip	36.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	110	0	0	0
Smarca2	36.166667	0	133	0	0	0	0	0	0	0	0	0	0	154	129	235	0	0	0	0
Plk3	36.166667	128	0	0	0	0	0	0	0	0	0	0	0	122	0	250	151	0	0	0
Pdp2	36.166667	0	0	0	0	0	0	0	0	0	0	0	0	108	0	414	129	0	0	0
Micos13	36.166667	0	183	0	0	0	0	0	0	0	0	0	0	306	0	0	0	162	0	0
Ltv1	36.166667	128	162	0	0	0	177	0	0	0	0	0	0	78	0	106	0	0	0	0
Wipf3	36.111111	0	0	0	0	229	202	111	0	0	108	0	0	0	0	0	0	0	0	0
Rnf123	36.111111	89	216	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	85	0
Prpsap1	36.111111	201	176	0	0	0	0	0	0	0	0	0	0	121	152	0	0	0	0	0
Nrarp	36.111111	0	0	0	0	148	117	116	0	0	115	0	0	154	0	0	0	0	0	0
Zw10	36.055556	0	0	0	0	0	0	0	0	0	0	0	0	219	78	239	113	0	0	0
Tmem259	36.055556	141	138	0	0	0	0	0	0	0	0	0	0	133	0	133	0	104	0	0
Rps17	36.055556	143	178	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0
Phldb2	36.055556	0	0	0	0	0	0	166	0	0	165	0	0	160	158	0	0	0	0	0
Fads2	36.055556	0	0	0	0	0	0	151	0	0	149	0	0	114	235	0	0	0	0	0
Cdc5l	36.055556	0	136	0	0	0	0	82	0	0	84	0	0	156	0	191	0	0	0	0
Bloc1s5	36.055556	0	115	0	0	0	0	103	0	0	103	0	0	328	0	0	0	0	0	0
Akap1	36.055556	0	0	0	0	0	110	116	0	0	116	0	0	119	87	101	0	0	0	0
Fermt1	36.000000	0	0	0	0	0	84	282	0	0	282	0	0	0	0	0	0	0	0	0
Adprh	36.000000	0	0	0	0	0	0	0	0	0	0	0	0	393	88	167	0	0	0	0
Utp25	35.944444	107	0	0	0	0	0	0	0	0	0	0	0	421	0	119	0	0	0	0
Taf4	35.944444	172	178	0	0	0	0	0	0	0	0	0	0	178	0	119	0	0	0	0
Srpk2	35.944444	211	165	0	0	0	0	0	0	0	0	0	0	150	121	0	0	0	0	0
Smu1	35.944444	137	127	0	0	0	0	0	0	0	0	0	0	190	193	0	0	0	0	0
Mpc2	35.944444	0	115	0	0	0	0	0	0	0	0	0	0	164	158	210	0	0	0	0
Gpn2	35.944444	176	137	0	0	0	97	0	0	0	0	0	0	237	0	0	0	0	0	0
Dcaf6	35.944444	0	115	0	0	0	0	0	0	0	0	0	0	164	158	210	0	0	0	0
Zbp1	35.888889	228	199	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
Ttc41	35.888889	75	121	0	0	0	0	0	0	0	0	0	0	165	116	169	0	0	0	0
Lrrc58	35.888889	0	0	0	0	191	131	0	0	0	0	0	0	74	0	171	79	0	0	0
Hsp90b1	35.888889	75	121	0	0	0	0	0	0	0	0	0	0	165	116	169	0	0	0	0
Hp1bp3	35.888889	134	127	0	0	0	0	0	0	0	0	0	0	195	105	85	0	0	0	0
Rnf141	35.833333	0	132	0	0	117	0	0	0	0	0	0	0	216	0	180	0	0	0	0
Aqr	35.833333	0	82	0	0	0	0	0	0	0	0	0	0	345	0	218	0	0	0	0
Zrsr2	35.777778	71	0	0	0	142	130	0	0	0	0	0	0	170	0	131	0	0	0	0
Zfp46	35.777778	243	177	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0
Wasl	35.777778	0	121	0	0	0	0	0	0	0	0	0	0	187	92	244	0	0	0	0
Tomm70a	35.777778	130	98	0	0	0	118	0	0	0	0	0	0	203	95	0	0	0	0	0
St6gal1	35.777778	224	128	0	0	0	0	146	0	0	146	0	0	0	0	0	0	0	0	0
Rom1	35.777778	0	0	0	0	0	0	92	0	0	90	0	0	226	0	236	0	0	0	0
Magoh	35.777778	0	97	0	0	0	0	0	0	0	0	0	0	233	126	188	0	0	0	0
Gins3	35.777778	216	302	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0
Eml3	35.777778	0	0	0	0	0	0	92	0	0	90	0	0	226	0	236	0	0	0	0
Atl3	35.777778	0	0	0	0	115	119	0	0	0	0	0	0	229	0	181	0	0	0	0
Zc3hc1	35.722222	102	0	0	0	0	0	0	0	0	0	0	0	299	242	0	0	0	0	0
Trim25	35.722222	108	0	0	0	0	0	115	0	0	117	0	0	151	0	152	0	0	0	0
Rrp9	35.722222	154	144	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0
Parp3	35.722222	154	144	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0
Mtss1	35.722222	162	158	0	0	0	75	0	0	0	0	0	0	86	162	0	0	0	0	0
Mettl6	35.722222	230	183	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0
Emd	35.722222	0	0	0	0	0	0	0	0	0	0	0	0	280	0	137	127	99	0	0
Eaf1	35.722222	230	183	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0
Kin	35.666667	0	0	0	0	0	0	0	0	0	0	0	0	301	0	146	0	0	195	0
Atp5c1	35.666667	0	0	0	0	0	0	0	0	0	0	0	0	301	0	146	0	0	195	0
Abt1	35.666667	117	142	0	0	0	0	0	0	0	0	0	0	259	0	124	0	0	0	0
Zfp830	35.611111	168	170	0	0	0	0	0	0	0	0	0	0	157	0	146	0	0	0	0
Olfr530	35.611111	417	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neu2	35.611111	0	0	0	0	265	273	0	0	0	0	0	0	103	0	0	0	0	0	0
Nckipsd	35.611111	112	137	0	0	119	118	0	0	0	0	0	0	155	0	0	0	0	0	0
Cdkn2c	35.611111	109	0	0	0	107	189	0	0	0	0	0	0	0	0	236	0	0	0	0
Cct6b	35.611111	168	170	0	0	0	0	0	0	0	0	0	0	157	0	146	0	0	0	0
Acsf3	35.611111	0	0	0	0	0	0	0	0	0	0	0	0	444	197	0	0	0	0	0
Rbm24	35.555556	0	0	0	0	0	0	229	0	0	231	0	0	0	180	0	0	0	0	0
Ptk2b	35.555556	0	0	0	0	0	0	230	0	0	228	0	0	0	0	182	0	0	0	0
Prkar1a	35.555556	164	207	0	0	0	143	0	0	0	0	0	0	126	0	0	0	0	0	0
Naga	35.555556	104	0	0	0	0	0	0	0	0	0	0	0	98	190	248	0	0	0	0
Exosc8	35.555556	0	0	0	0	128	147	0	0	0	0	0	0	124	0	241	0	0	0	0
Cdt1	35.555556	118	115	0	0	0	0	0	0	0	0	0	0	126	0	121	0	92	68	0
Alg5	35.555556	0	0	0	0	128	147	0	0	0	0	0	0	124	0	241	0	0	0	0
Uba52	35.500000	93	88	0	0	0	0	0	0	0	0	0	0	329	0	0	0	129	0	0
Slc29a2	35.500000	0	183	0	0	0	0	95	0	0	94	0	0	155	0	112	0	0	0	0
Senp5	35.500000	115	124	0	0	0	0	0	0	0	0	0	0	106	196	0	98	0	0	0
Lyn	35.500000	0	0	0	0	0	94	0	0	0	0	0	0	155	0	229	0	161	0	0
Iqgap1	35.500000	87	0	0	0	0	120	0	0	0	0	0	0	131	0	117	0	184	0	0
Cystm1	35.500000	0	0	0	0	241	186	106	0	0	106	0	0	0	0	0	0	0	0	0
Cryl1	35.500000	0	0	0	0	0	107	129	0	0	128	0	0	110	0	165	0	0	0	0
Cables2	35.500000	200	181	0	0	0	96	0	0	0	0	0	0	162	0	0	0	0	0	0
Atp1a3	35.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	296	155	0
Upf1	35.444444	0	116	0	0	0	102	0	0	0	0	0	0	136	161	0	0	123	0	0
Uba7	35.444444	102	0	0	0	0	0	0	0	0	0	0	0	157	0	305	0	74	0	0
Clint1	35.444444	0	0	0	0	121	125	0	0	0	0	0	0	111	108	173	0	0	0	0
Chst11	35.444444	167	0	0	0	0	0	76	0	0	75	0	0	129	191	0	0	0	0	0
Slc7a1	35.388889	187	229	0	0	0	97	0	0	0	0	0	0	0	124	0	0	0	0	0
Ptcd3	35.388889	155	168	0	0	0	0	0	0	0	0	0	0	221	93	0	0	0	0	0
Polr1a	35.388889	155	168	0	0	0	0	0	0	0	0	0	0	221	93	0	0	0	0	0
Nptn	35.388889	98	0	0	0	0	0	0	0	0	0	0	0	294	0	142	0	103	0	0
Msrb3	35.388889	0	0	0	0	0	0	129	0	0	128	0	0	252	128	0	0	0	0	0
Flvcr1	35.388889	84	118	0	0	0	0	0	0	0	0	0	0	91	114	230	0	0	0	0
Wfikkn1	35.333333	0	0	0	0	0	0	318	0	0	318	0	0	0	0	0	0	0	0	0
Usp43	35.333333	0	0	0	0	120	189	103	0	0	102	0	0	122	0	0	0	0	0	0
Ubp1	35.333333	0	104	0	0	0	134	0	0	0	0	0	0	197	0	201	0	0	0	0
Rapgef3	35.333333	160	0	0	0	0	0	0	0	0	0	0	0	298	178	0	0	0	0	0
Rabggtb	35.333333	124	88	0	0	0	0	0	0	0	0	0	0	332	92	0	0	0	0	0
Lgals9	35.333333	0	0	0	0	0	0	0	0	0	0	0	0	170	0	343	123	0	0	0
Cep128	35.333333	0	0	0	0	0	0	0	0	0	0	0	0	208	232	196	0	0	0	0
Bcl2l13	35.333333	181	230	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0
Abhd3	35.333333	0	0	0	0	112	224	0	0	0	0	0	0	0	0	300	0	0	0	0
1810030O07Rik	35.333333	212	207	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Trerf1	35.277778	94	0	0	0	0	0	115	0	0	114	0	0	138	174	0	0	0	0	0
Tcf7l2	35.277778	0	0	0	0	0	0	0	0	0	0	0	0	0	98	537	0	0	0	0
Stxbp5	35.277778	0	0	0	0	96	178	0	0	0	0	0	0	269	92	0	0	0	0	0
Ncapg2	35.277778	119	0	0	0	0	0	82	0	0	81	0	0	124	0	93	0	136	0	0
Coq9	35.277778	110	127	0	0	0	163	0	0	0	0	0	0	166	0	69	0	0	0	0
Ciapin1	35.277778	110	127	0	0	0	163	0	0	0	0	0	0	166	0	69	0	0	0	0
Rap2b	35.222222	110	82	0	0	0	105	0	0	0	0	0	0	160	0	177	0	0	0	0
Lbp	35.222222	0	0	0	0	0	0	0	0	0	0	0	0	152	0	374	108	0	0	0
Hal	35.222222	0	0	0	0	108	152	0	0	0	0	0	0	0	0	234	0	140	0	0
Dhx34	35.222222	111	143	0	0	0	0	0	0	0	0	0	0	119	0	119	0	0	142	0
Casp8	35.222222	0	0	0	0	0	0	0	0	0	0	0	0	146	0	262	115	111	0	0
Wapl	35.166667	0	0	0	0	0	146	0	0	0	0	0	0	149	128	210	0	0	0	0
Tsen15	35.166667	136	139	0	0	0	0	0	0	0	0	0	0	195	163	0	0	0	0	0
Scoc	35.166667	0	0	0	0	242	172	0	0	0	0	0	0	113	0	106	0	0	0	0
Prkar2a	35.166667	0	0	0	0	323	310	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r13l	35.166667	0	0	0	0	216	213	0	0	0	0	0	0	204	0	0	0	0	0	0
Pdcd11	35.166667	98	92	0	0	0	90	0	0	0	0	0	0	251	102	0	0	0	0	0
Mfsd5	35.166667	0	78	0	0	90	0	0	0	0	0	0	0	141	164	160	0	0	0	0
Hook2	35.166667	0	111	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	93	0
Fam222a	35.166667	147	0	0	0	103	0	0	0	0	0	0	0	145	113	0	0	125	0	0
Ccdc71	35.166667	112	75	0	0	0	0	135	0	0	134	0	0	177	0	0	0	0	0	0
Atp5md	35.166667	98	92	0	0	0	90	0	0	0	0	0	0	251	102	0	0	0	0	0
Atp13a1	35.166667	113	0	0	0	0	107	0	0	0	0	0	0	334	79	0	0	0	0	0
