Target_genes	Smad1|Average	SRX1082039|Embryonic_Stem_Cells	SRX1082040|Embryonic_Stem_Cells	SRX2401993|Embryonic_Stem_Cells	SRX2401994|Embryonic_Stem_Cells	SRX2401996|Embryonic_Stem_Cells	SRX2401997|Embryonic_Stem_Cells	SRX100314|G1E	SRX100317|G1E	SRX700955|Hair_Follicle	SRX700957|Hair_Follicle	SRX1082042|mESC_derived_epiblast-like_cells	SRX1082043|mESC_derived_epiblast-like_cells	STRING
Snrnp35	40.583333	0	0	0	0	0	0	0	487	0	0	0	0	0
Ghitm	40.500000	0	0	0	0	0	0	0	486	0	0	0	0	0
Nup133	40.416667	0	0	0	0	0	0	154	331	0	0	0	0	0
Wdsub1	40.333333	0	0	0	0	0	0	484	0	0	0	0	0	0
H4c8	40.333333	0	0	0	0	0	0	155	256	0	73	0	0	0
Klhdc9	39.916667	0	0	0	0	0	0	0	479	0	0	0	0	0
H3c7	39.916667	0	0	0	0	0	0	237	242	0	0	0	0	0
H2bc9	39.916667	0	0	0	0	0	0	237	242	0	0	0	0	0
Upf3b	39.833333	0	0	0	0	0	0	0	478	0	0	0	0	0
Mapre2	39.833333	0	0	0	0	0	0	478	0	0	0	0	0	0
Usp2	39.750000	0	0	0	0	0	0	477	0	0	0	0	0	0
Spi1	39.750000	0	0	0	0	0	0	477	0	0	0	0	0	0
Tssc4	39.583333	0	0	0	0	0	0	0	475	0	0	0	0	0
Stat5b	39.416667	0	0	0	0	0	0	473	0	0	0	0	0	0
Glo1	39.250000	0	0	0	0	0	0	471	0	0	0	0	0	0
Spty2d1	39.083333	0	0	0	0	0	0	469	0	0	0	0	0	0
Usp5	39.000000	0	0	0	0	0	0	0	468	0	0	0	0	0
Larp4b	39.000000	0	0	0	0	0	0	0	468	0	0	0	0	0
Cdca3	39.000000	0	0	0	0	0	0	0	468	0	0	0	0	0
Specc1	38.833333	0	0	0	0	0	0	466	0	0	0	0	0	0
Slc22a8	38.833333	0	0	0	0	0	0	466	0	0	0	0	0	0
Vps35	38.750000	0	0	0	0	0	0	0	465	0	0	0	0	0
Tial1	38.750000	0	0	0	0	0	0	0	465	0	0	0	0	0
Orc6	38.750000	0	0	0	0	0	0	0	465	0	0	0	0	0
Eml5	38.750000	0	0	0	0	0	0	0	465	0	0	0	0	0
Zfp398	38.500000	0	0	0	0	0	0	149	313	0	0	0	0	0
Xndc1	38.416667	0	0	0	0	0	0	0	461	0	0	0	0	0
Rnf121	38.416667	0	0	0	0	0	0	0	461	0	0	0	0	0
Haus4	38.416667	0	0	0	0	0	0	0	461	0	0	0	0	0
Bcl2l13	38.416667	0	0	0	0	0	0	461	0	0	0	0	0	0
Snta1	38.333333	218	146	96	0	0	0	0	0	0	0	0	0	0
Crtc1	38.333333	0	0	0	0	0	0	0	460	0	0	0	0	0
Crot	38.333333	236	224	0	0	0	0	0	0	0	0	0	0	0
Dyrk1b	38.250000	0	0	0	0	0	0	147	312	0	0	0	0	0
Tmod3	38.166667	0	0	0	0	0	0	458	0	0	0	0	0	0
Ggact	38.166667	0	0	0	0	0	0	0	458	0	0	0	0	0
Eapp	38.166667	0	0	0	0	0	0	275	183	0	0	0	0	0
Abl1	37.916667	0	0	0	0	0	0	0	455	0	0	0	0	0
Spata31d1a	37.833333	267	187	0	0	0	0	0	0	0	0	0	0	0
Supt16	37.750000	0	0	0	0	0	0	0	453	0	0	0	0	0
Fyco1	37.750000	0	0	0	0	0	0	67	386	0	0	0	0	0
Zdhhc17	37.583333	0	0	0	0	0	0	0	451	0	0	0	0	0
Hectd1	37.583333	0	0	0	0	0	0	451	0	0	0	0	0	0
Treml2	37.500000	0	0	0	0	0	0	450	0	0	0	0	0	0
Mphosph6	37.500000	0	0	0	0	0	0	0	450	0	0	0	0	0
Isca1	37.333333	0	0	0	0	0	0	448	0	0	0	0	0	0
Sephs2	37.250000	0	0	0	0	0	0	0	447	0	0	0	0	0
Arhgef25	37.250000	0	0	0	0	0	0	447	0	0	0	0	0	0
Rbm25	37.000000	0	0	0	0	0	0	174	270	0	0	0	0	0
Gas8	36.750000	0	0	0	0	0	0	0	441	0	0	0	0	0
Cd200r4	36.666667	0	0	0	0	0	0	440	0	0	0	0	0	0
Polr2d	36.416667	0	0	0	0	0	0	0	437	0	0	0	0	0
Hdac7	36.416667	0	0	0	0	0	0	437	0	0	0	0	0	0
Lyrm4	36.250000	0	0	0	0	0	0	0	435	0	0	0	0	0
Fars2	36.250000	0	0	0	0	0	0	0	435	0	0	0	0	0
Taco1	36.166667	0	0	0	0	0	0	292	142	0	0	0	0	0
Pih1d1	36.083333	0	0	0	0	0	0	0	433	0	0	0	0	0
Aldh16a1	36.083333	0	0	0	0	0	0	0	433	0	0	0	0	0
Cep55	36.000000	0	0	0	0	0	0	432	0	0	0	0	0	0
Smc4	35.916667	0	0	0	0	0	0	0	431	0	0	0	0	0
Pradc1	35.916667	0	0	0	0	0	0	134	297	0	0	0	0	0
Ift80	35.916667	0	0	0	0	0	0	0	431	0	0	0	0	0
Cct7	35.916667	0	0	0	0	0	0	134	297	0	0	0	0	0
Slc4a1	35.666667	0	0	0	0	0	0	428	0	0	0	0	0	0
Eaf2	35.666667	0	0	0	0	0	0	0	428	0	0	0	0	0
H2bc13	35.583333	0	0	0	0	0	0	117	223	0	87	0	0	0
H2ac13	35.583333	0	0	0	0	0	0	117	223	0	87	0	0	0
Clta	35.583333	0	0	0	0	0	0	427	0	0	0	0	0	0
H2bc22	35.500000	0	0	0	0	0	0	158	162	0	106	0	0	0
H2ac22	35.500000	0	0	0	0	0	0	158	162	0	106	0	0	0
Spryd4	35.416667	0	0	0	0	0	0	0	425	0	0	0	0	0
H4c14	35.416667	0	0	0	0	0	0	208	217	0	0	0	0	0
Wbp11	35.333333	0	0	0	0	0	0	0	424	0	0	0	0	0
Gtf2b	35.333333	0	0	0	0	0	0	208	216	0	0	0	0	0
Gpn3	35.333333	0	0	0	0	0	0	174	250	0	0	0	0	0
Fam216a	35.333333	0	0	0	0	0	0	174	250	0	0	0	0	0
BC049715	35.333333	0	0	0	0	0	0	0	424	0	0	0	0	0
Prps1l3	35.166667	0	0	0	0	0	0	0	422	0	0	0	0	0
Mipol1	35.166667	0	0	0	0	0	0	0	422	0	0	0	0	0
Tcte3	35.000000	0	0	0	0	0	0	163	257	0	0	0	0	0
Rapgef6	35.000000	0	0	0	0	0	0	0	420	0	0	0	0	0
Gm3448	35.000000	0	0	0	0	0	0	163	257	0	0	0	0	0
Gm3417	35.000000	0	0	0	0	0	0	163	257	0	0	0	0	0
Pla2g12a	34.916667	0	0	0	0	0	0	419	0	0	0	0	0	0
Hhex	34.750000	0	0	0	0	0	0	417	0	0	0	0	0	0
Tnfaip8	34.416667	0	0	0	0	0	0	413	0	0	0	0	0	0
Ikzf4	34.333333	0	0	0	0	0	0	412	0	0	0	0	0	0
Dvl2	34.250000	0	0	0	0	0	0	267	144	0	0	0	0	0
Tbc1d1	34.083333	0	0	0	0	0	0	0	409	0	0	0	0	0
Oxa1l	34.083333	0	0	0	0	0	0	0	409	0	0	0	0	0
Psd3	33.916667	0	0	0	0	0	0	407	0	0	0	0	0	0
Lbr	33.666667	0	0	0	0	0	0	327	77	0	0	0	0	0
1300017J02Rik	33.666667	0	0	0	0	0	0	404	0	0	0	0	0	0
Mex3c	33.416667	0	0	0	0	0	0	0	401	0	0	0	0	0
Nipsnap2	33.333333	0	0	0	0	0	0	280	120	0	0	0	0	0
A930018P22Rik	33.250000	0	0	0	0	0	0	399	0	0	0	0	0	0
Nfkb1	33.083333	221	176	0	0	0	0	0	0	0	0	0	0	0
Utp15	33.000000	0	0	0	0	0	0	0	396	0	0	0	0	0
Tbcd	33.000000	0	0	0	0	0	0	155	241	0	0	0	0	0
Ankra2	33.000000	0	0	0	0	0	0	0	396	0	0	0	0	0
Ppm1d	32.833333	0	0	0	0	0	0	0	394	0	0	0	0	0
Reps1	32.750000	0	0	0	0	0	0	0	393	0	0	0	0	0
Pklr	32.750000	0	0	0	0	0	0	393	0	0	0	0	0	0
Ncbp3	32.750000	0	0	0	0	0	0	257	136	0	0	0	0	0
H2bc18	32.750000	0	0	0	0	0	0	156	237	0	0	0	0	0
Lrrc39	32.583333	0	0	0	0	0	0	391	0	0	0	0	0	0
H2bc12	32.583333	0	0	0	0	0	0	140	176	0	75	0	0	0
H2ac12	32.583333	0	0	0	0	0	0	140	176	0	75	0	0	0
Arsg	32.583333	0	0	0	0	0	0	391	0	0	0	0	0	0
Ccnl2	32.500000	0	0	0	0	0	0	0	390	0	0	0	0	0
Cc2d1b	32.500000	0	0	0	0	0	0	0	390	0	0	0	0	0
B3galt4	32.500000	0	0	0	0	0	0	390	0	0	0	0	0	0
Zfyve27	32.416667	0	0	0	0	0	0	389	0	0	0	0	0	0
Lck	32.416667	0	0	0	0	0	0	389	0	0	0	0	0	0
Slc16a10	32.333333	0	0	0	0	0	0	388	0	0	0	0	0	0
Mrpl22	32.333333	0	0	0	0	0	0	0	388	0	0	0	0	0
Itgb7	32.333333	0	0	0	0	0	0	388	0	0	0	0	0	0
Sgo2b	32.250000	236	151	0	0	0	0	0	0	0	0	0	0	0
Tgoln2	32.166667	0	0	0	0	0	0	0	386	0	0	0	0	0
Tgoln1	32.166667	0	0	0	0	0	0	0	386	0	0	0	0	0
Psme3	32.166667	0	0	0	0	0	0	386	0	0	0	0	0	0
Metap2	32.166667	0	0	0	0	0	0	386	0	0	0	0	0	0
Peg3	31.916667	160	223	0	0	0	0	0	0	0	0	0	0	0
H4c2	31.916667	0	0	0	0	0	0	177	206	0	0	0	0	0
H2bc8	31.916667	0	0	0	0	0	0	90	209	0	84	0	0	0
H2ac8	31.916667	0	0	0	0	0	0	90	209	0	84	0	0	0
Tlnrd1	31.833333	0	0	0	0	0	0	382	0	0	0	0	0	0
Gsdma3	31.833333	0	0	0	0	0	0	382	0	0	0	0	0	0
Tedc2	31.750000	0	0	0	0	0	0	381	0	0	0	0	0	0
Rpain	31.750000	0	0	0	0	0	0	381	0	0	0	0	0	0
Nup88	31.750000	0	0	0	0	0	0	381	0	0	0	0	0	0
Mff	31.750000	0	0	0	0	0	0	233	148	0	0	0	0	0
Ctcfl	31.750000	0	0	0	0	0	0	0	0	0	381	0	0	0
Ube2e3	31.666667	0	0	0	0	0	0	0	380	0	0	0	0	0
Ano3	31.666667	0	0	0	0	0	0	380	0	0	0	0	0	0
Urgcp	31.583333	0	153	0	0	0	0	130	0	0	96	0	0	0
Mcl1	31.583333	0	0	0	0	0	0	0	379	0	0	0	0	0
Abcb8	31.583333	0	0	0	0	0	0	0	379	0	0	0	0	0
Mrpl12	31.500000	0	0	0	0	0	0	265	113	0	0	0	0	0
Ccdc88a	31.416667	0	0	0	0	0	0	148	0	0	229	0	0	0
Pam16	31.333333	0	0	0	0	0	0	0	376	0	0	0	0	0
Tmx1	31.250000	0	0	0	0	0	0	375	0	0	0	0	0	0
Mtmr10	31.250000	0	0	0	0	0	0	375	0	0	0	0	0	0
Gm3435	31.250000	0	0	0	0	0	0	118	257	0	0	0	0	0
Cox7a1	31.250000	0	0	0	0	0	0	375	0	0	0	0	0	0
Abcc6	31.250000	0	0	0	0	0	0	375	0	0	0	0	0	0
Rnf19b	31.166667	0	0	0	0	0	0	0	374	0	0	0	0	0
Mcm7	31.166667	0	0	0	0	0	0	0	374	0	0	0	0	0
Cd200r3	31.166667	0	0	0	0	0	0	374	0	0	0	0	0	0
Ap4m1	31.166667	0	0	0	0	0	0	0	374	0	0	0	0	0
Polr3h	31.083333	0	0	0	0	0	0	0	373	0	0	0	0	0
Poglut3	30.833333	206	164	0	0	0	0	0	0	0	0	0	0	0
Nsun4	30.833333	0	0	0	0	0	0	0	370	0	0	0	0	0
Chmp6	30.833333	0	0	0	0	0	0	370	0	0	0	0	0	0
Med6	30.750000	0	0	0	0	0	0	279	90	0	0	0	0	0
Furin	30.750000	0	0	0	0	0	0	369	0	0	0	0	0	0
Fam49b	30.750000	0	0	0	0	0	0	160	209	0	0	0	0	0
Ptpn23	30.666667	0	0	0	0	0	0	0	368	0	0	0	0	0
Zbtb22	30.500000	0	0	0	0	0	0	0	366	0	0	0	0	0
Eloc	30.500000	0	0	0	0	0	0	0	366	0	0	0	0	0
Pole3	30.416667	0	0	0	0	0	0	131	234	0	0	0	0	0
Lmo2	30.416667	0	0	0	0	0	0	365	0	0	0	0	0	0
4933430I17Rik	30.416667	0	0	0	0	0	0	131	234	0	0	0	0	0
Mpp5	30.333333	0	0	0	0	0	0	0	364	0	0	0	0	0
Elmsan1	30.250000	0	0	0	0	0	0	0	363	0	0	0	0	0
Creg1	30.166667	0	0	0	0	0	0	362	0	0	0	0	0	0
Tollip	30.000000	0	0	0	0	0	0	0	360	0	0	0	0	0
Stom	30.000000	0	0	0	0	0	0	360	0	0	0	0	0	0
H3c13	30.000000	0	0	0	0	0	0	123	237	0	0	0	0	0
Unk	29.916667	0	0	0	0	0	0	0	359	0	0	0	0	0
Cdipt	29.916667	0	0	0	0	0	0	187	172	0	0	0	0	0
Ermard	29.833333	0	0	0	0	0	0	163	195	0	0	0	0	0
Sec24a	29.750000	0	0	0	0	0	0	357	0	0	0	0	0	0
Ripor1	29.750000	0	0	0	0	0	0	357	0	0	0	0	0	0
Gpbar1	29.750000	0	0	0	0	0	0	357	0	0	0	0	0	0
Ube2l6	29.666667	0	0	0	0	0	0	356	0	0	0	0	0	0
Clcn7	29.666667	0	0	0	0	0	0	260	96	0	0	0	0	0
Kctd5	29.583333	0	0	0	0	0	0	0	355	0	0	0	0	0
Them4	29.500000	125	229	0	0	0	0	0	0	0	0	0	0	0
Spata31d1b	29.500000	216	138	0	0	0	0	0	0	0	0	0	0	0
B9d2	29.500000	0	0	0	0	0	0	354	0	0	0	0	0	0
Tcfl5	29.416667	242	111	0	0	0	0	0	0	0	0	0	0	0
Scarb1	29.416667	0	0	0	0	0	0	353	0	0	0	0	0	0
Arl6ip1	29.416667	0	0	0	0	0	0	186	167	0	0	0	0	0
Amdhd2	29.416667	0	0	0	0	0	0	353	0	0	0	0	0	0
Ddx3x	29.333333	0	0	0	0	0	0	0	352	0	0	0	0	0
Tspan14	29.250000	0	0	0	0	0	0	351	0	0	0	0	0	0
Snrnp70	29.250000	0	0	0	0	0	0	127	224	0	0	0	0	0
Selenoh	29.250000	0	0	0	0	0	0	0	351	0	0	0	0	0
Csnk1g3	29.250000	0	0	0	0	0	0	0	351	0	0	0	0	0
Snupn	29.166667	0	0	0	0	0	0	0	350	0	0	0	0	0
Atp6v0a1	29.083333	0	0	0	0	0	0	349	0	0	0	0	0	0
Atic	29.083333	0	0	0	0	0	0	103	246	0	0	0	0	0
Sgce	29.000000	115	233	0	0	0	0	0	0	0	0	0	0	0
Peg10	29.000000	115	233	0	0	0	0	0	0	0	0	0	0	0
Dnajc12	28.916667	0	0	0	0	0	0	0	347	0	0	0	0	0
H3c4	28.750000	0	0	0	0	0	0	133	212	0	0	0	0	0
Ninl	28.666667	0	0	0	0	0	0	0	344	0	0	0	0	0
8030462N17Rik	28.583333	0	0	0	0	0	0	343	0	0	0	0	0	0
Trim37	28.500000	0	0	0	0	0	0	0	342	0	0	0	0	0
Stk32c	28.500000	0	0	0	0	0	0	0	0	0	342	0	0	0
Pcyt1b	28.416667	0	0	0	0	0	0	341	0	0	0	0	0	0
Ahcyl2	28.416667	0	0	0	0	0	0	341	0	0	0	0	0	0
Kbtbd7	28.333333	0	0	0	0	0	0	167	173	0	0	0	0	0
Zpbp	28.250000	0	0	0	0	0	0	0	339	0	0	0	0	0
Pdk1	28.250000	0	0	0	0	0	0	339	0	0	0	0	0	0
Armc5	28.250000	0	0	0	0	0	0	90	249	0	0	0	0	0
9130023H24Rik	28.250000	0	0	0	0	0	0	90	249	0	0	0	0	0
Timp4	28.166667	137	201	0	0	0	0	0	0	0	0	0	0	0
Znrd1as	28.083333	0	0	0	0	0	0	337	0	0	0	0	0	0
Znrd1	28.083333	0	0	0	0	0	0	337	0	0	0	0	0	0
H3c8	28.083333	0	0	0	0	0	0	82	255	0	0	0	0	0
Vps11	28.000000	0	0	0	0	0	0	196	140	0	0	0	0	0
Rnf149	28.000000	0	0	0	0	0	0	0	336	0	0	0	0	0
Zfp827	27.916667	0	0	0	0	0	0	177	158	0	0	0	0	0
Ttk	27.916667	107	228	0	0	0	0	0	0	0	0	0	0	0
Lmbr1	27.666667	0	0	0	0	0	0	332	0	0	0	0	0	0
Bcl2l15	27.666667	0	0	0	0	0	0	332	0	0	0	0	0	0
B4galt1	27.666667	0	0	0	0	0	0	0	332	0	0	0	0	0
Zfp867	27.500000	0	0	0	0	0	0	0	330	0	0	0	0	0
Zbtb7a	27.500000	0	0	0	0	0	0	201	129	0	0	0	0	0
Paqr7	27.500000	0	0	0	0	0	0	330	0	0	0	0	0	0
Idh1	27.500000	0	0	0	0	0	0	179	151	0	0	0	0	0
H2-T24	27.500000	136	194	0	0	0	0	0	0	0	0	0	0	0
Ptpre	27.416667	0	0	0	0	0	0	329	0	0	0	0	0	0
Pdia2	27.416667	0	0	0	0	0	0	329	0	0	0	0	0	0
Tstd1	27.333333	119	209	0	0	0	0	0	0	0	0	0	0	0
Pcm1	27.333333	0	0	0	0	0	0	0	328	0	0	0	0	0
Arid3a	27.333333	0	0	0	0	0	0	154	174	0	0	0	0	0
Rogdi	27.083333	0	0	0	0	0	0	325	0	0	0	0	0	0
Zmym6	27.000000	0	0	0	0	0	0	214	110	0	0	0	0	0
Duxbl3	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
Duxbl2	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
Duxbl1	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
Commd8	27.000000	0	0	0	0	0	0	0	0	0	324	0	0	0
Ggnbp1	26.833333	0	0	0	0	0	0	0	322	0	0	0	0	0
Bak1	26.833333	0	0	0	0	0	0	0	322	0	0	0	0	0
Rlf	26.750000	0	0	0	0	0	0	321	0	0	0	0	0	0
Pigyl	26.750000	0	0	0	0	0	0	0	321	0	0	0	0	0
Uchl5	26.666667	0	0	0	0	0	0	179	141	0	0	0	0	0
Ro60	26.666667	0	0	0	0	0	0	179	141	0	0	0	0	0
Stab1	26.583333	0	0	0	0	0	0	319	0	0	0	0	0	0
Max	26.583333	0	0	0	0	0	0	0	319	0	0	0	0	0
Gpank1	26.583333	0	0	0	0	0	0	0	319	0	0	0	0	0
Csnk2b	26.583333	0	0	0	0	0	0	0	319	0	0	0	0	0
Usp36	26.500000	0	0	0	0	0	0	0	318	0	0	0	0	0
Ninj1	26.500000	0	0	0	0	0	0	318	0	0	0	0	0	0
Klhl21	26.500000	0	0	0	0	0	0	0	318	0	0	0	0	0
H3c2	26.500000	0	0	0	0	0	0	0	233	0	85	0	0	0
9030025P20Rik	26.500000	0	0	0	0	0	0	101	217	0	0	0	0	0
Wdr70	26.333333	0	0	0	0	0	0	164	152	0	0	0	0	0
Rgs18	26.333333	0	0	0	0	0	0	316	0	0	0	0	0	0
Rad23a	26.333333	0	0	0	0	0	0	186	130	0	0	0	0	0
Pnpla1	26.333333	122	194	0	0	0	0	0	0	0	0	0	0	0
Eif2s2	26.333333	0	0	0	0	0	0	0	316	0	0	0	0	0
Tef	26.250000	0	0	0	0	0	0	315	0	0	0	0	0	0
Fitm2	26.250000	0	0	0	0	0	0	315	0	0	0	0	0	0
Dpp7	26.250000	0	0	0	0	0	0	315	0	0	0	0	0	0
Ap2b1	26.250000	0	0	0	0	0	0	0	315	0	0	0	0	0
Ctdp1	26.000000	0	0	0	0	0	0	0	312	0	0	0	0	0
Ube2t	25.916667	0	0	0	0	0	0	0	311	0	0	0	0	0
H1f1	25.916667	0	0	0	0	0	0	99	212	0	0	0	0	0
Emc9	25.916667	0	0	0	0	0	0	311	0	0	0	0	0	0
Dhx30	25.916667	0	0	0	0	0	0	166	145	0	0	0	0	0
Abcb7	25.916667	0	0	0	0	0	0	0	311	0	0	0	0	0
Tnfaip1	25.833333	0	0	0	0	0	0	0	310	0	0	0	0	0
Scrib	25.833333	0	0	0	0	0	0	123	187	0	0	0	0	0
Ift20	25.833333	0	0	0	0	0	0	0	310	0	0	0	0	0
Prr13	25.750000	0	0	0	0	0	0	309	0	0	0	0	0	0
H2bc21	25.750000	0	0	0	0	0	0	100	209	0	0	0	0	0
H2ac21	25.750000	0	0	0	0	0	0	100	209	0	0	0	0	0
H2ac20	25.750000	0	0	0	0	0	0	100	209	0	0	0	0	0
Wdtc1	25.666667	0	0	0	0	0	0	0	308	0	0	0	0	0
Pkd1l2	25.666667	0	0	0	0	0	0	308	0	0	0	0	0	0
Fxn	25.583333	0	0	0	0	0	0	307	0	0	0	0	0	0
Zfp991	25.500000	156	150	0	0	0	0	0	0	0	0	0	0	0
Xrra1	25.500000	0	0	0	0	0	0	0	306	0	0	0	0	0
Spcs2	25.500000	0	0	0	0	0	0	0	306	0	0	0	0	0
Sumf1	25.416667	0	0	0	0	0	0	172	133	0	0	0	0	0
Gtf3c6	25.416667	0	0	0	0	0	0	155	150	0	0	0	0	0
Dhrs13	25.416667	0	0	0	0	0	0	0	305	0	0	0	0	0
Senp1	25.333333	0	0	0	0	0	0	0	304	0	0	0	0	0
Pfkm	25.333333	0	0	0	0	0	0	0	304	0	0	0	0	0
Rptor	25.166667	0	0	0	0	0	0	302	0	0	0	0	0	0
Aga	25.166667	0	0	0	0	0	0	0	302	0	0	0	0	0
H2bc14	25.083333	0	0	0	0	0	0	80	149	0	72	0	0	0
Eif3a	25.083333	0	0	0	0	0	0	67	234	0	0	0	0	0
Ecpas	25.000000	0	0	0	0	0	0	0	300	0	0	0	0	0
Bmt2	24.916667	96	203	0	0	0	0	0	0	0	0	0	0	0
Trap1	24.833333	0	0	0	0	0	0	123	175	0	0	0	0	0
S1pr1	24.833333	0	0	0	0	0	0	298	0	0	0	0	0	0
Rtf2	24.833333	0	0	0	0	0	0	0	298	0	0	0	0	0
Nfat5	24.833333	0	0	0	0	0	0	153	145	0	0	0	0	0
H4c6	24.750000	0	0	0	0	0	0	0	297	0	0	0	0	0
Gnas	24.750000	0	0	0	0	0	0	175	122	0	0	0	0	0
Calm2	24.750000	0	0	0	0	0	0	211	86	0	0	0	0	0
Tob2	24.666667	0	0	0	0	0	0	296	0	0	0	0	0	0
Wdfy1	24.583333	0	0	0	0	0	0	0	295	0	0	0	0	0
Ppp1r12b	24.583333	0	0	0	0	0	0	107	188	0	0	0	0	0
Dynlt1b	24.583333	0	0	0	0	0	0	136	159	0	0	0	0	0
Tspan32	24.416667	0	0	0	0	0	0	293	0	0	0	0	0	0
Tatdn3	24.416667	0	0	0	0	0	0	107	186	0	0	0	0	0
Sumf2	24.416667	0	0	0	0	0	0	293	0	0	0	0	0	0
Nsl1	24.416667	0	0	0	0	0	0	107	186	0	0	0	0	0
Gp5	24.333333	0	0	0	0	0	0	292	0	0	0	0	0	0
Daxx	24.333333	0	0	0	0	0	0	0	292	0	0	0	0	0
Atp6v1c1	24.333333	0	0	0	0	0	0	175	117	0	0	0	0	0
Ttc17	24.250000	112	179	0	0	0	0	0	0	0	0	0	0	0
Nxpe3	24.166667	0	0	0	0	0	0	290	0	0	0	0	0	0
Nabp1	24.083333	0	0	0	0	0	0	114	175	0	0	0	0	0
Iqgap3	24.083333	0	0	0	0	0	0	0	289	0	0	0	0	0
Mpv17l2	24.000000	0	0	0	0	0	0	0	288	0	0	0	0	0
H2ac10	24.000000	0	0	0	0	0	0	0	170	0	118	0	0	0
Endov	24.000000	0	0	0	0	0	0	132	156	0	0	0	0	0
Cyb5r4	23.916667	0	0	0	0	0	0	0	287	0	0	0	0	0
Wdpcp	23.833333	166	120	0	0	0	0	0	0	0	0	0	0	0
Vta1	23.833333	0	0	0	0	0	0	131	155	0	0	0	0	0
Mdh1	23.833333	166	120	0	0	0	0	0	0	0	0	0	0	0
Dffb	23.833333	0	0	0	0	0	0	132	0	0	154	0	0	0
Ptdss2	23.750000	0	0	0	0	0	0	192	93	0	0	0	0	0
Ss18l1	23.666667	0	0	0	0	0	0	0	284	0	0	0	0	0
Psma7	23.666667	0	0	0	0	0	0	0	284	0	0	0	0	0
Nprl2	23.666667	0	0	0	0	0	0	0	284	0	0	0	0	0
Cyb561d2	23.666667	0	0	0	0	0	0	0	284	0	0	0	0	0
Usp18	23.583333	0	0	0	0	0	0	283	0	0	0	0	0	0
Plekhg1	23.583333	0	0	0	0	0	0	0	0	0	283	0	0	0
Arl14ep	23.583333	0	0	0	0	0	0	283	0	0	0	0	0	0
Ube2z	23.500000	0	0	0	0	0	0	192	90	0	0	0	0	0
Ddx41	23.500000	0	0	0	0	0	0	282	0	0	0	0	0	0
Zfp638	23.333333	0	0	0	0	0	0	140	140	0	0	0	0	0
Tram1	23.333333	0	0	0	0	0	0	109	171	0	0	0	0	0
Tnpo1	23.333333	0	0	0	0	0	0	0	280	0	0	0	0	0
Sf3b2	23.333333	0	0	0	0	0	0	0	280	0	0	0	0	0
Sepsecs	23.333333	0	0	0	0	0	0	188	92	0	0	0	0	0
Zfp655	23.250000	0	0	0	0	0	0	180	99	0	0	0	0	0
Ptger4	23.250000	0	0	0	0	0	0	279	0	0	0	0	0	0
Mis18bp1	23.250000	0	0	0	0	0	0	279	0	0	0	0	0	0
Hspa9	23.250000	0	0	0	0	0	0	62	217	0	0	0	0	0
Cpa3	23.250000	0	0	0	0	0	0	279	0	0	0	0	0	0
Cmas	23.250000	0	0	0	0	0	0	279	0	0	0	0	0	0
Blmh	23.250000	0	0	0	0	0	0	158	121	0	0	0	0	0
Atp5g2	23.250000	0	0	0	0	0	0	174	105	0	0	0	0	0
Zbtb25	23.083333	0	0	0	0	0	0	0	277	0	0	0	0	0
Zbtb1	23.083333	0	0	0	0	0	0	0	277	0	0	0	0	0
Il4	23.083333	0	0	0	0	0	0	277	0	0	0	0	0	0
Cipc	23.083333	0	0	0	0	0	0	277	0	0	0	0	0	0
Zfp951	23.000000	0	0	0	0	0	0	0	276	0	0	0	0	0
Snrnp200	23.000000	0	0	0	0	0	0	276	0	0	0	0	0	0
Brca2	23.000000	0	0	0	0	0	0	151	125	0	0	0	0	0
1810024B03Rik	23.000000	0	0	0	0	0	0	276	0	0	0	0	0	0
Zfat	22.916667	0	78	0	0	0	0	197	0	0	0	0	0	0
Neurl3	22.916667	0	0	0	0	0	0	275	0	0	0	0	0	0
Rpl28	22.833333	0	0	0	0	0	0	0	274	0	0	0	0	0
Kri1	22.833333	0	0	0	0	0	0	144	130	0	0	0	0	0
D1Ertd622e	22.833333	0	0	0	0	0	0	274	0	0	0	0	0	0
Unc13d	22.750000	0	0	0	0	0	0	273	0	0	0	0	0	0
Mapkbp1	22.750000	0	0	0	0	0	0	138	135	0	0	0	0	0
Rbm18	22.666667	0	0	0	0	0	0	0	272	0	0	0	0	0
Mrrf	22.666667	0	0	0	0	0	0	0	272	0	0	0	0	0
Eps15	22.666667	0	0	0	0	0	0	272	0	0	0	0	0	0
Epg5	22.666667	0	0	0	0	0	0	272	0	0	0	0	0	0
Prkdc	22.583333	0	0	0	0	0	0	0	271	0	0	0	0	0
Mcm4	22.583333	0	0	0	0	0	0	0	271	0	0	0	0	0
Mob4	22.500000	0	0	0	0	0	0	270	0	0	0	0	0	0
Gtf2h3	22.500000	0	0	0	0	0	0	175	95	0	0	0	0	0
Eif2b1	22.500000	0	0	0	0	0	0	175	95	0	0	0	0	0
Dnajb14	22.500000	0	0	0	0	0	0	270	0	0	0	0	0	0
Ppil4	22.416667	0	0	0	0	0	0	99	170	0	0	0	0	0
Kif2c	22.416667	0	0	0	0	0	0	0	269	0	0	0	0	0
Irak2	22.416667	0	0	0	0	0	0	269	0	0	0	0	0	0
