Target_genes	Smad3|Average	SRX2245993|Corpus_Striatum	SRX2245994|Corpus_Striatum	SRX2245995|Corpus_Striatum	SRX2245996|Corpus_Striatum	SRX5251393|Embryoid_Bodies	SRX5251394|Embryoid_Bodies	SRX130598|Embryonic_brains	SRX026254|Embryonic_Stem_Cells	SRX026255|Embryonic_Stem_Cells	SRX026256|Embryonic_Stem_Cells	SRX026257|Embryonic_Stem_Cells	SRX477547|Embryonic_Stem_Cells	SRX5251387|Embryonic_Stem_Cells	SRX1998723|MEF	SRX1998724|MEF	SRX1998725|MEF	SRX1998728|MEF	SRX1998729|MEF	SRX1998730|MEF	ERX028786|Neural_Stem_Cells	SRX3855869|Vascular_smooth_muscle_cells	SRX3855871|Vascular_smooth_muscle_cells	SRX3855877|Vascular_smooth_muscle_cells	SRX3855879|Vascular_smooth_muscle_cells	STRING
Hpca	37.291667	0	0	0	0	162	294	139	0	0	0	0	0	163	0	0	0	0	0	0	137	0	0	0	0	0
Cpped1	37.291667	0	0	0	0	241	250	0	0	0	0	0	0	240	0	79	0	0	0	0	0	0	85	0	0	0
Zfp787	37.250000	0	0	0	0	259	299	95	0	0	0	0	0	146	0	0	0	0	0	0	95	0	0	0	0	0
Zfp607b	37.250000	0	0	0	0	187	149	188	0	0	0	0	0	0	0	97	0	0	0	0	189	0	0	0	84	0
Tyw1	37.250000	0	0	0	0	216	100	235	0	0	0	0	0	0	0	0	0	0	0	0	235	0	108	0	0	0
Sbds	37.250000	0	0	0	0	216	100	235	0	0	0	0	0	0	0	0	0	0	0	0	235	0	108	0	0	0
Phb2	37.250000	0	0	0	0	168	199	221	0	0	0	0	0	85	0	0	0	0	0	0	221	0	0	0	0	0
Nme7	37.250000	0	0	0	0	134	102	222	0	0	0	0	0	113	0	101	0	0	0	0	222	0	0	0	0	0
Ncapg	37.250000	0	0	0	0	129	202	202	0	88	0	0	0	0	0	69	0	0	0	0	204	0	0	0	0	0
Hoxc8	37.250000	0	0	0	0	287	336	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Emg1	37.250000	0	0	0	0	168	199	221	0	0	0	0	0	85	0	0	0	0	0	0	221	0	0	0	0	0
Dtx2	37.250000	0	0	0	0	136	160	129	0	0	0	0	0	0	0	220	0	0	166	0	0	0	0	0	83	0
Blzf1	37.250000	0	0	0	0	134	102	222	0	0	0	0	0	113	0	101	0	0	0	0	222	0	0	0	0	0
Vcpkmt	37.208333	0	0	0	0	157	182	175	0	0	0	0	0	71	0	135	0	0	0	0	173	0	0	0	0	0
Tmem161b	37.208333	0	0	0	0	222	261	128	0	0	0	0	0	72	0	79	0	0	0	0	131	0	0	0	0	0
Pax6	37.208333	0	0	0	0	114	258	175	0	0	0	0	0	172	0	0	0	0	0	0	174	0	0	0	0	0
Nup62	37.208333	0	0	0	0	203	184	253	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
Mgll	37.208333	0	0	0	0	157	317	0	0	0	0	0	0	266	0	153	0	0	0	0	0	0	0	0	0	0
Il4i1b	37.208333	0	0	0	0	203	184	253	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
Ddx56	37.208333	0	0	0	0	157	160	228	0	0	0	0	0	120	0	0	0	0	0	0	228	0	0	0	0	0
Atf5	37.208333	0	0	0	0	203	184	253	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0
Ttc16	37.166667	0	0	0	0	151	182	212	0	0	0	0	0	135	0	0	0	0	0	0	212	0	0	0	0	0
Tmub2	37.166667	0	0	0	0	225	280	195	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Tex10	37.166667	0	0	0	0	281	251	128	0	0	0	0	0	104	0	0	0	0	0	0	128	0	0	0	0	0
Rprd1a	37.166667	0	0	0	0	124	199	170	0	0	0	0	0	125	0	0	0	0	0	0	167	0	107	0	0	0
Ptrh1	37.166667	0	0	0	0	151	182	212	0	0	0	0	0	135	0	0	0	0	0	0	212	0	0	0	0	0
Ppie	37.166667	0	0	0	0	127	184	238	0	0	0	0	0	0	0	109	0	0	0	0	234	0	0	0	0	0
Pdap1	37.166667	0	0	0	0	180	194	200	0	0	0	0	0	118	0	0	0	0	0	0	200	0	0	0	0	0
Mrps36	37.166667	0	0	0	0	168	193	167	0	0	0	0	0	114	0	0	0	0	0	0	167	0	83	0	0	0
Fam102b	37.166667	0	0	0	0	158	267	138	0	0	0	0	0	191	0	0	0	0	0	0	138	0	0	0	0	0
Dph7	37.166667	0	0	0	0	207	109	0	0	0	0	0	0	95	0	102	92	0	0	0	0	0	178	0	109	0
Cct2	37.166667	0	0	0	0	274	197	211	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0
Bud31	37.166667	0	0	0	0	180	194	200	0	0	0	0	0	118	0	0	0	0	0	0	200	0	0	0	0	0
Prex1	37.125000	0	0	0	0	289	212	195	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0
Kifc2	37.125000	0	0	0	0	150	144	109	0	0	0	115	0	0	0	0	0	0	0	0	110	109	154	0	0	0
Hacd3	37.125000	0	0	0	0	200	185	140	0	0	0	0	0	96	0	130	0	0	0	0	140	0	0	0	0	0
Gm3558	37.125000	0	0	0	0	325	317	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Fbxw2	37.125000	0	0	0	0	117	272	255	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0
Atg4c	37.125000	0	0	0	0	167	336	132	0	0	0	0	0	124	0	0	0	0	0	0	132	0	0	0	0	0
Zcchc14	37.083333	0	0	0	0	182	320	136	0	0	0	0	0	116	0	0	0	0	0	0	136	0	0	0	0	0
Usp18	37.083333	0	0	0	0	0	152	149	0	0	0	0	0	0	0	0	134	0	126	0	149	0	82	0	98	0
Trpc1	37.083333	0	0	0	0	232	356	0	0	0	0	0	0	211	0	91	0	0	0	0	0	0	0	0	0	0
Sephs1	37.083333	0	0	0	0	256	230	121	0	0	0	0	0	163	0	0	0	0	0	0	120	0	0	0	0	0
Atat1	37.083333	0	0	0	0	172	89	120	0	0	0	96	0	0	0	68	95	0	0	0	116	0	134	0	0	0
Sgo2a	37.041667	0	0	0	0	122	141	315	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0
Micall2	37.041667	0	0	0	0	149	191	221	0	107	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0
Lhx4	37.041667	0	0	0	0	267	243	0	0	0	0	82	0	297	0	0	0	0	0	0	0	0	0	0	0	0
Lemd1	37.041667	0	0	0	0	321	261	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0
Il18	37.041667	0	0	0	0	175	364	175	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
Hp1bp3	37.041667	0	0	0	0	191	285	128	0	0	0	0	0	158	0	0	0	0	0	0	127	0	0	0	0	0
Clec2d	37.041667	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	190	0
Bco2	37.041667	0	0	0	0	175	364	175	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0
Atp5g3	37.041667	0	0	0	0	192	165	192	0	0	0	0	0	149	0	0	0	0	0	0	191	0	0	0	0	0
Zbtb12	37.000000	0	0	0	0	214	201	185	0	0	0	0	0	103	0	0	0	0	0	0	185	0	0	0	0	0
Tmem245	37.000000	0	0	0	0	169	217	128	0	0	0	106	0	140	0	0	0	0	0	0	128	0	0	0	0	0
Sipa1	37.000000	0	0	0	0	173	207	206	0	0	0	0	0	92	0	0	0	0	0	0	210	0	0	0	0	0
Ropn1l	37.000000	0	0	0	0	250	252	135	0	0	0	116	0	0	0	0	0	0	0	0	135	0	0	0	0	0
Pds5a	37.000000	0	0	0	0	202	306	138	0	0	0	0	0	101	0	0	0	0	0	0	141	0	0	0	0	0
Mrtfb	37.000000	0	0	0	0	135	150	169	0	0	0	0	0	86	0	89	0	0	0	0	169	0	0	0	90	0
Eif4e	37.000000	0	0	0	0	154	130	150	0	0	0	0	0	216	0	0	0	0	0	0	149	0	89	0	0	0
Ctsh	37.000000	0	0	0	0	264	296	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	125	0	0	0
Ctnna3	37.000000	0	0	0	0	156	133	140	0	127	0	192	0	0	0	0	0	0	0	0	140	0	0	0	0	0
Anxa2	37.000000	0	0	0	0	227	408	0	0	0	0	106	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Aamp	37.000000	0	0	0	0	237	177	238	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0
Zscan2	36.958333	0	0	0	0	0	176	204	0	0	0	0	0	84	0	0	0	0	137	0	202	0	84	0	0	0
Zfp60	36.958333	0	0	0	0	120	169	143	0	0	0	0	0	90	0	0	0	0	0	0	145	0	79	0	141	0
Zdhhc7	36.958333	0	0	0	0	173	226	185	0	0	0	0	0	115	0	0	0	0	0	0	188	0	0	0	0	0
T2	36.958333	0	0	0	0	176	239	186	0	0	0	100	0	0	0	0	0	0	0	0	186	0	0	0	0	0
Slc25a12	36.958333	0	0	0	0	122	258	202	0	0	0	0	0	105	0	0	0	0	0	0	200	0	0	0	0	0
Ppp1r10	36.958333	0	0	0	0	132	120	116	0	0	0	0	0	119	0	0	0	0	0	0	116	76	99	0	109	0
Plekhd1	36.958333	0	0	0	0	332	286	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0
Mocs2	36.958333	0	0	0	0	157	123	263	0	0	0	0	0	81	0	0	0	0	0	0	263	0	0	0	0	0
Jph1	36.958333	0	0	0	0	309	355	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Gria3	36.958333	0	0	0	0	398	326	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0
Gnai3	36.958333	0	0	0	0	220	227	0	0	0	0	0	0	174	0	0	0	0	0	0	0	107	159	0	0	0
Fank1	36.958333	0	0	0	0	290	336	0	0	0	0	91	0	170	0	0	0	0	0	0	0	0	0	0	0	0
Entpd2	36.958333	0	0	0	0	225	266	199	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0
Wnt5b	36.916667	0	0	0	0	142	625	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0
Stxbp4	36.916667	0	0	0	0	114	152	146	0	0	0	0	0	95	0	113	0	0	0	0	145	0	121	0	0	0
Pex3	36.916667	0	0	0	0	164	324	154	0	0	0	0	0	0	0	91	0	0	0	0	153	0	0	0	0	0
Nup205	36.916667	0	0	0	0	188	209	184	0	0	0	0	0	124	0	0	0	0	0	0	181	0	0	0	0	0
Katnal1	36.916667	0	0	0	0	134	309	125	0	0	0	0	0	191	0	0	0	0	0	0	127	0	0	0	0	0
Hesx1	36.916667	0	0	0	0	239	352	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	36.916667	0	0	0	0	114	152	146	0	0	0	0	0	95	0	113	0	0	0	0	145	0	121	0	0	0
Cmss1	36.916667	0	0	0	0	266	236	128	0	0	0	0	0	127	0	0	0	0	0	0	129	0	0	0	0	0
Arl13b	36.916667	0	0	0	0	119	145	195	0	0	0	0	0	105	0	127	0	0	0	0	195	0	0	0	0	0
Alg8	36.916667	0	0	0	0	194	262	215	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0
Adat2	36.916667	0	0	0	0	164	324	154	0	0	0	0	0	0	0	91	0	0	0	0	153	0	0	0	0	0
Zfc3h1	36.875000	0	0	0	0	118	178	175	0	0	0	0	0	153	0	0	0	0	0	0	174	0	87	0	0	0
Thap2	36.875000	0	0	0	0	118	178	175	0	0	0	0	0	153	0	0	0	0	0	0	174	0	87	0	0	0
Ppp2r5c	36.875000	0	0	0	0	211	206	134	0	0	0	0	0	199	0	0	0	0	0	0	135	0	0	0	0	0
Klhl8	36.875000	0	0	0	0	200	329	0	0	0	0	0	0	207	0	149	0	0	0	0	0	0	0	0	0	0
Kdm4d	36.875000	0	0	0	0	222	234	213	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Cwc15	36.875000	0	0	0	0	222	234	213	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0
Ccnb1	36.875000	0	0	0	0	141	175	90	0	0	0	0	0	107	0	282	0	0	0	0	90	0	0	0	0	0
Vps51	36.833333	0	0	0	0	230	192	134	0	0	0	0	0	195	0	0	0	0	0	0	133	0	0	0	0	0
Smad2	36.833333	0	0	0	0	184	239	152	0	0	0	0	0	157	0	0	0	0	0	0	152	0	0	0	0	0
Nrp2	36.833333	0	0	0	0	342	283	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	36.833333	0	0	0	0	230	287	111	0	0	0	0	0	141	0	0	0	0	0	0	115	0	0	0	0	0
Hnrnpa1	36.833333	87	0	0	0	83	179	148	0	0	0	0	0	0	0	0	0	0	0	0	147	0	100	0	140	0
Gbp7	36.833333	0	0	0	0	316	379	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Fzd10	36.833333	0	0	0	0	184	242	0	0	123	0	170	0	165	0	0	0	0	0	0	0	0	0	0	0	0
Calcoco1	36.833333	0	0	0	0	264	152	131	0	207	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0
Acoxl	36.833333	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0
Zfp947	36.791667	0	0	0	0	139	183	79	0	0	0	0	0	391	0	0	0	0	0	0	91	0	0	0	0	0
Tmem50a	36.791667	0	0	0	0	112	253	146	0	0	0	0	0	89	0	133	0	0	0	0	150	0	0	0	0	0
Reep5	36.791667	0	0	0	0	190	351	129	0	0	0	0	0	84	0	0	0	0	0	0	129	0	0	0	0	0
Hdhd2	36.791667	0	0	0	0	172	296	107	0	0	0	0	0	0	0	94	0	0	0	0	107	0	0	0	107	0
Atg12	36.791667	0	0	0	0	123	203	132	0	0	0	0	0	78	0	97	0	0	0	0	131	0	0	0	119	0
Ap3s1	36.791667	0	0	0	0	123	203	132	0	0	0	0	0	78	0	97	0	0	0	0	131	0	0	0	119	0
Tmem109	36.750000	0	0	0	0	199	203	146	0	0	0	0	0	187	0	0	0	0	0	0	147	0	0	0	0	0
Taf8	36.750000	0	0	0	0	195	189	197	0	0	0	0	0	106	0	0	0	0	0	0	195	0	0	0	0	0
Stat5b	36.750000	0	0	0	0	211	226	0	0	0	0	0	0	315	0	130	0	0	0	0	0	0	0	0	0	0
Rps28	36.750000	0	0	0	0	109	160	144	0	0	0	0	0	126	0	0	0	0	0	0	154	0	87	0	102	0
Rnf219	36.750000	0	0	0	0	157	281	162	0	0	0	0	0	120	0	0	0	0	0	0	162	0	0	0	0	0
Pwwp2b	36.750000	0	0	0	0	177	258	81	0	0	0	0	0	112	0	0	0	0	0	0	81	66	107	0	0	0
Pbxip1	36.750000	0	0	0	0	162	179	142	0	0	0	0	0	158	0	98	0	0	0	0	143	0	0	0	0	0
Micos10	36.750000	0	0	0	0	230	217	216	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0
Mfhas1	36.750000	0	0	0	0	260	439	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0
Bcas2	36.750000	0	0	0	0	124	156	208	0	0	0	0	0	0	0	76	0	0	0	0	205	0	113	0	0	0
Abhd1	36.750000	0	0	0	0	174	208	205	0	0	0	0	0	91	0	0	0	0	0	0	204	0	0	0	0	0
Timm13	36.708333	0	0	0	0	128	142	305	0	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	0	0
Klf13	36.708333	0	0	0	0	117	184	146	0	0	0	131	0	77	0	0	0	0	0	0	146	0	80	0	0	0
Tead2	36.666667	0	0	0	0	191	316	107	0	0	0	0	0	159	0	0	0	0	0	0	107	0	0	0	0	0
Tcea3	36.666667	0	0	0	0	268	325	0	0	0	0	156	0	131	0	0	0	0	0	0	0	0	0	0	0	0
Snu13	36.666667	0	0	0	0	144	137	162	0	0	0	0	0	101	0	173	0	0	0	0	163	0	0	0	0	0
Mea1	36.666667	0	0	0	0	196	185	155	0	0	0	0	0	189	0	0	0	0	0	0	155	0	0	0	0	0
Klhdc3	36.666667	0	0	0	0	196	185	155	0	0	0	0	0	189	0	0	0	0	0	0	155	0	0	0	0	0
Kcnq3	36.666667	0	0	0	0	233	322	0	0	0	0	110	0	215	0	0	0	0	0	0	0	0	0	0	0	0
Ier2	36.666667	0	0	0	0	0	0	159	0	0	0	0	0	0	0	143	0	0	0	0	159	133	135	0	151	0
Grn	36.666667	0	0	0	0	173	188	156	0	0	0	0	0	116	0	0	0	0	0	0	156	0	91	0	0	0
Fam120b	36.666667	0	0	0	0	188	168	227	0	0	0	0	0	0	0	0	0	0	0	0	228	0	69	0	0	0
Cadm2	36.666667	0	0	0	0	260	225	0	0	0	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0
Bmp2k	36.666667	0	0	0	0	271	238	89	0	0	0	0	0	0	0	0	0	0	193	0	89	0	0	0	0	0
Uqcc2	36.625000	0	0	0	0	181	225	235	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0
Tmem230	36.625000	0	0	0	0	151	130	239	0	0	0	0	0	111	0	0	0	0	0	0	248	0	0	0	0	0
Stmn3	36.625000	0	0	0	0	330	360	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0
Prph	36.625000	0	0	0	0	324	348	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0
Plekhm1	36.625000	0	0	0	0	175	256	112	0	0	0	109	0	0	0	117	0	0	0	0	110	0	0	0	0	0
Ngdn	36.625000	0	0	0	0	143	129	242	0	0	0	0	0	127	0	0	0	0	0	0	238	0	0	0	0	0
Kif13a	36.625000	0	0	0	0	0	111	139	0	0	0	0	0	0	0	129	0	0	0	0	139	187	174	0	0	0
Kcnb1	36.625000	0	0	0	0	166	571	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
Gcn1	36.625000	0	0	0	0	108	125	0	0	0	0	0	0	0	0	0	106	0	0	0	0	107	119	146	168	0
Dsel	36.625000	0	0	0	0	164	225	152	0	0	0	0	0	75	0	114	0	0	0	0	149	0	0	0	0	0
Dhrs3	36.625000	0	0	0	0	323	221	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0
Cyfip2	36.625000	0	0	0	0	247	247	95	0	0	0	0	0	194	0	0	0	0	0	0	96	0	0	0	0	0
Cct5	36.625000	0	0	0	0	148	121	127	0	0	0	0	0	88	0	145	0	0	0	0	125	0	0	0	125	0
Atpsckmt	36.625000	0	0	0	0	148	121	127	0	0	0	0	0	88	0	145	0	0	0	0	125	0	0	0	125	0
Abcb1b	36.625000	0	0	0	0	138	152	94	0	0	0	0	0	89	0	198	112	0	0	0	96	0	0	0	0	0
Zw10	36.583333	0	0	0	0	209	161	254	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0
Zfp39	36.583333	0	0	0	0	172	200	152	0	0	0	0	0	127	0	0	0	0	0	0	149	0	78	0	0	0
Prkd3	36.583333	0	0	0	0	180	468	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Prdx3	36.583333	0	0	0	0	168	192	215	0	0	0	0	0	94	0	0	0	0	0	0	209	0	0	0	0	0
Polr2f	36.583333	0	0	0	0	181	260	220	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0
Nudt5	36.583333	0	0	0	0	285	301	0	0	0	0	0	0	209	0	83	0	0	0	0	0	0	0	0	0	0
Mrps14	36.583333	0	0	0	0	149	242	197	0	0	0	0	0	93	0	0	0	0	0	0	197	0	0	0	0	0
Mrpl58	36.583333	0	0	0	0	161	314	120	0	0	0	0	0	163	0	0	0	0	0	0	120	0	0	0	0	0
Micu3	36.583333	0	0	0	0	188	206	0	0	0	0	0	0	0	0	84	0	0	0	0	0	182	110	0	108	0
Kif5b	36.583333	0	0	0	0	119	204	122	0	0	0	0	0	107	0	103	0	0	0	0	123	100	0	0	0	0
Fbn2	36.583333	0	0	0	0	307	284	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0	0	0
Crct1	36.583333	0	0	0	0	112	326	220	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0
Cdc123	36.583333	0	0	0	0	285	301	0	0	0	0	0	0	209	0	83	0	0	0	0	0	0	0	0	0	0
Ascl1	36.583333	0	0	0	0	276	354	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd13a	36.583333	0	0	0	0	171	147	281	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0
Agfg2	36.583333	0	0	0	0	197	185	156	0	0	0	0	0	184	0	0	0	0	0	0	156	0	0	0	0	0
Adar	36.583333	0	0	0	0	215	203	176	0	0	0	0	0	108	0	0	0	0	0	0	176	0	0	0	0	0
1700088E04Rik	36.583333	0	0	0	0	181	260	220	0	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0
Tpp2	36.541667	0	0	0	0	108	255	180	0	0	0	0	0	154	0	0	0	0	0	0	180	0	0	0	0	0
Tada1	36.541667	0	0	0	0	126	273	174	0	0	0	0	0	130	0	0	0	0	0	0	174	0	0	0	0	0
Plcxd2	36.541667	0	0	0	0	112	116	123	0	0	0	0	0	0	0	127	168	0	0	0	120	0	111	0	0	0
Pak2	36.541667	0	0	0	0	308	313	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0
Orc3	36.541667	0	0	0	0	188	217	104	0	0	0	0	0	0	0	113	0	0	0	0	104	70	81	0	0	0
Inpp4b	36.541667	0	0	0	0	235	215	112	0	0	0	0	0	203	0	0	0	0	0	0	112	0	0	0	0	0
Eva1c	36.541667	0	0	0	0	222	350	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	90	0	0	0
0610009B22Rik	36.541667	0	0	0	0	220	270	194	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Zscan26	36.500000	0	0	0	0	253	269	110	0	0	0	0	0	134	0	0	0	0	0	0	110	0	0	0	0	0
Yes1	36.500000	0	0	0	0	228	381	0	0	0	0	0	0	147	0	120	0	0	0	0	0	0	0	0	0	0
Wdr47	36.500000	0	0	0	0	154	220	189	0	0	0	0	0	0	0	122	0	0	0	0	191	0	0	0	0	0
Tspan13	36.500000	0	0	0	0	303	376	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0
Tbck	36.500000	0	0	0	0	100	255	196	0	0	0	0	0	129	0	0	0	0	0	0	196	0	0	0	0	0
Mafg	36.500000	0	0	0	0	194	283	152	0	0	0	0	0	95	0	0	0	0	0	0	152	0	0	0	0	0
Inpp4a	36.500000	0	0	0	0	302	160	100	0	0	0	93	0	120	0	0	0	0	0	0	101	0	0	0	0	0
Efna5	36.500000	0	0	0	0	212	237	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0
Aimp1	36.500000	0	0	0	0	100	255	196	0	0	0	0	0	129	0	0	0	0	0	0	196	0	0	0	0	0
Tnrc6a	36.458333	0	0	0	0	232	207	109	0	0	0	0	0	90	0	0	0	0	0	0	109	0	128	0	0	0
Taco1	36.458333	0	0	0	0	236	145	125	0	0	0	120	0	0	0	127	0	0	0	0	122	0	0	0	0	0
Rnps1	36.458333	0	0	0	0	215	217	175	0	0	0	0	0	90	0	0	0	0	0	0	178	0	0	0	0	0
Rab4a	36.458333	0	0	0	0	327	321	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Pomt2	36.458333	0	0	0	0	136	340	119	0	0	0	0	0	161	0	0	0	0	0	0	119	0	0	0	0	0
Hnrnpc	36.458333	0	0	0	0	157	151	235	0	0	0	0	0	0	0	0	0	0	0	0	235	0	97	0	0	0
Haus6	36.458333	0	0	0	0	275	216	192	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0
Gstz1	36.458333	0	0	0	0	136	340	119	0	0	0	0	0	161	0	0	0	0	0	0	119	0	0	0	0	0
Fam89b	36.458333	0	0	0	0	0	0	93	0	105	0	103	0	0	0	143	0	0	0	0	91	119	152	0	69	0
Cdc20	36.458333	0	0	0	0	111	218	182	0	0	0	0	0	181	0	0	0	0	0	0	183	0	0	0	0	0
Arhgap10	36.458333	0	0	0	0	286	261	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	74	0	0	0
Trp53	36.416667	0	0	0	0	121	301	226	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0
Tmem41a	36.416667	0	0	0	0	271	305	0	0	0	0	0	0	178	0	120	0	0	0	0	0	0	0	0	0	0
Tmem17	36.416667	0	0	0	0	178	432	82	0	0	0	0	0	0	0	0	0	0	0	0	81	0	101	0	0	0
St8sia2	36.416667	0	0	0	0	265	199	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0
Sec61g	36.416667	0	0	0	0	0	82	182	0	0	0	0	0	105	0	160	0	0	0	0	182	0	0	0	163	0
Rpl24	36.416667	0	0	0	0	115	97	283	0	0	0	0	0	0	0	0	0	0	0	0	281	0	98	0	0	0
Fa2h	36.416667	0	0	0	0	320	372	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0
Edc3	36.416667	0	0	0	0	145	168	206	0	0	0	0	0	153	0	0	0	0	0	0	202	0	0	0	0	0
Zfp976	36.375000	0	0	0	0	281	252	0	0	0	0	0	0	174	0	166	0	0	0	0	0	0	0	0	0	0
Trmt10c	36.375000	0	0	0	0	132	233	123	0	0	0	0	0	0	0	96	0	0	89	0	127	0	73	0	0	0
Ptges2	36.375000	0	0	0	0	167	264	116	0	0	0	0	0	119	0	0	0	0	0	0	115	0	92	0	0	0
Heatr5b	36.375000	0	0	0	0	230	217	0	0	0	0	70	0	134	0	102	0	0	0	0	0	0	120	0	0	0
Gpatch11	36.375000	0	0	0	0	230	217	0	0	0	0	70	0	134	0	102	0	0	0	0	0	0	120	0	0	0
Anxa6	36.375000	0	0	0	0	272	254	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	100	0
Tmem98	36.333333	0	0	0	0	167	431	0	0	0	0	0	0	165	0	0	0	0	0	0	0	0	109	0	0	0
Tarbp2	36.333333	0	0	0	0	98	129	226	0	0	0	0	0	0	0	0	0	0	0	0	217	0	105	0	97	0
Kif3b	36.333333	0	0	0	0	239	208	175	0	0	0	0	0	75	0	0	0	0	0	0	175	0	0	0	0	0
Dctn1	36.333333	0	0	0	0	239	259	126	0	0	0	0	0	0	0	121	0	0	0	0	127	0	0	0	0	0
Ccnd3	36.333333	0	0	0	0	129	306	113	0	100	0	0	0	112	0	0	0	0	0	0	112	0	0	0	0	0
Ccdc43	36.333333	0	0	0	0	153	111	172	0	0	0	0	0	0	0	191	0	0	0	0	172	0	73	0	0	0
Anapc15	36.333333	0	0	0	0	271	181	150	0	0	0	0	0	120	0	0	0	0	0	0	150	0	0	0	0	0
Zfp944	36.291667	0	0	0	0	218	224	0	0	0	0	0	0	151	0	112	85	0	0	0	0	0	0	0	81	0
Zfp758	36.291667	0	0	0	0	218	224	0	0	0	0	0	0	151	0	112	85	0	0	0	0	0	0	0	81	0
Zeb2	36.291667	0	0	0	0	180	354	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0
Tube1	36.291667	0	0	0	0	172	152	188	0	79	0	0	0	94	0	0	0	0	0	0	186	0	0	0	0	0
Slc7a3	36.291667	0	0	0	0	119	554	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a1	36.291667	0	0	0	0	180	260	159	0	0	0	0	0	113	0	0	0	0	0	0	159	0	0	0	0	0
