Target_genes	Ctnnb1|Average	SRX172938|Embryonic_kidney	SRX172939|Embryonic_kidney	SRX1293143|Hematopoietic_Stem_Cells	SRX1293144|Hematopoietic_Stem_Cells	SRX1293145|Hematopoietic_Stem_Cells	SRX116906|Hepatocytes	SRX6818033|Mesenchymal_stem_cells	SRX6818034|Mesenchymal_stem_cells	SRX6818035|Mesenchymal_stem_cells	SRX6818036|Mesenchymal_stem_cells	SRX5723671|mIMCD-3	SRX5723672|mIMCD-3	SRX5723673|mIMCD-3	SRX5723674|mIMCD-3	SRX5723677|mIMCD-3	SRX5723678|mIMCD-3	SRX5723679|mIMCD-3	SRX5723680|mIMCD-3	SRX7856417|Trophoblast_stem_cells	SRX7856418|Trophoblast_stem_cells	STRING
Gjb3	25.700000	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0
Dolk	25.700000	0	0	0	0	0	0	214	0	300	0	0	0	0	0	0	0	0	0	0	0	0
Bach1	25.700000	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0
Tm9sf4	25.600000	0	0	0	0	0	0	292	0	220	0	0	0	0	0	0	0	0	0	0	0	0
Polq	25.600000	0	0	0	0	0	0	270	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	25.600000	0	0	0	0	0	0	0	0	399	113	0	0	0	0	0	0	0	0	0	0	0
Smc3	25.550000	0	0	0	0	0	0	229	0	282	0	0	0	0	0	0	0	0	0	0	0	0
Lmbrd1	25.550000	0	0	0	0	0	0	0	0	386	125	0	0	0	0	0	0	0	0	0	0	0
Cyb5r4	25.500000	0	0	0	0	0	0	0	0	361	149	0	0	0	0	0	0	0	0	0	0	0
Zc3h11a	25.450000	0	0	0	0	0	0	263	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Zbed6	25.450000	0	0	0	0	0	0	263	0	246	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4	25.450000	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0
Krt80	25.450000	0	0	0	0	0	0	0	0	509	0	0	0	0	0	0	0	0	0	0	0	0
Sec31a	25.400000	0	0	0	0	0	297	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0
Cstf2t	25.300000	0	0	0	0	0	0	272	0	234	0	0	0	0	0	0	0	0	0	0	0	0
Gm3646	25.250000	0	0	0	0	0	0	0	0	267	238	0	0	0	0	0	0	0	0	0	0	0
Hmgcll1	25.200000	0	0	0	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a25	25.150000	0	0	0	0	0	0	252	0	251	0	0	0	0	0	0	0	0	0	0	0	0
Rnf5	25.150000	0	0	0	0	0	0	307	0	196	0	0	0	0	0	0	0	0	0	0	0	0
St6gal1	25.100000	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0
Ppme1	25.050000	0	0	0	0	0	341	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
C2cd3	25.050000	0	0	0	0	0	341	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0
Clec2d	24.850000	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0
Plekhd1	24.750000	0	0	0	0	0	0	0	0	495	0	0	0	0	0	0	0	0	0	0	0	0
Cct5	24.750000	0	0	0	0	0	0	238	0	257	0	0	0	0	0	0	0	0	0	0	0	0
Ccni	24.750000	0	0	0	0	0	0	0	0	368	127	0	0	0	0	0	0	0	0	0	0	0
Atpsckmt	24.750000	0	0	0	0	0	0	238	0	257	0	0	0	0	0	0	0	0	0	0	0	0
2010109A12Rik	24.750000	0	0	0	0	0	0	0	0	368	127	0	0	0	0	0	0	0	0	0	0	0
Gm5165	24.700000	0	152	0	0	0	0	139	0	203	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0b	24.700000	0	0	0	0	0	0	200	0	294	0	0	0	0	0	0	0	0	0	0	0	0
Thrap3	24.650000	0	0	0	0	0	0	161	0	332	0	0	0	0	0	0	0	0	0	0	0	0
Dpagt1	24.600000	0	0	0	0	0	0	358	0	134	0	0	0	0	0	0	0	0	0	0	0	0
Bzw1	24.550000	0	0	0	0	0	0	184	0	307	0	0	0	0	0	0	0	0	0	0	0	0
Arhgap19	24.550000	0	0	0	0	0	0	0	0	491	0	0	0	0	0	0	0	0	0	0	0	0
Itgb7	24.350000	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn3	24.300000	0	298	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Rad9a	24.300000	0	0	0	0	0	0	126	0	360	0	0	0	0	0	0	0	0	0	0	0	0
Nsl1	24.300000	0	298	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpul1	24.300000	0	0	0	0	0	0	359	0	127	0	0	0	0	0	0	0	0	0	0	0	0
Zfp386	24.250000	0	0	0	0	0	0	233	0	252	0	0	0	0	0	0	0	0	0	0	0	0
Rpf2	24.200000	0	0	0	0	0	0	160	0	324	0	0	0	0	0	0	0	0	0	0	0	0
Apon	24.150000	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0
Rab11b	24.100000	0	0	0	0	0	0	182	0	300	0	0	0	0	0	0	0	0	0	0	0	0
Sipa1l1	24.050000	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0	0	0	0	0	0	0
Rpl10a	24.000000	0	0	0	0	0	0	143	0	223	114	0	0	0	0	0	0	0	0	0	0	0
Calm3	24.000000	0	0	0	0	0	0	230	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Htra2	23.900000	0	207	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Aup1	23.900000	0	207	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpc	23.850000	0	0	0	0	0	0	182	0	295	0	0	0	0	0	0	0	0	0	0	0	0
5330417C22Rik	23.850000	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	23.850000	0	0	0	0	0	0	0	0	477	0	0	0	0	0	0	0	0	0	0	0	0
Rasal2	23.800000	0	0	0	0	0	0	173	0	303	0	0	0	0	0	0	0	0	0	0	0	0
Zc2hc1c	23.750000	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0
Sfswap	23.750000	0	0	0	0	0	0	266	0	209	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc61	23.750000	0	0	0	0	0	0	275	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Acyp1	23.750000	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	0	0	0
Ifit2	23.700000	0	0	0	0	0	0	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0
Pdk4	23.600000	0	0	0	0	0	154	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0
Tom1l2	23.550000	0	0	0	0	0	0	107	0	251	113	0	0	0	0	0	0	0	0	0	0	0
Ppp1r15b	23.550000	0	0	0	0	0	0	0	0	354	117	0	0	0	0	0	0	0	0	0	0	0
Hip1	23.550000	0	0	0	0	0	0	193	0	278	0	0	0	0	0	0	0	0	0	0	0	0
Drc3	23.550000	0	0	0	0	0	0	107	0	251	113	0	0	0	0	0	0	0	0	0	0	0
Adgre5	23.500000	0	0	0	0	0	0	0	0	318	152	0	0	0	0	0	0	0	0	0	0	0
Ifi211	23.450000	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0
Esr1	23.450000	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0
Ap4e1	23.350000	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0
Zmym6	23.300000	0	0	0	0	0	0	216	0	250	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a7	23.250000	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6b	23.150000	0	0	0	0	0	0	0	0	463	0	0	0	0	0	0	0	0	0	0	0	0
Osgep	23.100000	0	0	0	0	0	0	184	0	278	0	0	0	0	0	0	0	0	0	0	0	0
Ndrg1	23.100000	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0
Dennd11	23.100000	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0
Apex1	23.100000	0	0	0	0	0	0	184	0	278	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdl2	22.950000	0	0	0	0	0	0	0	0	459	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd1	22.850000	0	0	0	0	0	0	80	0	286	91	0	0	0	0	0	0	0	0	0	0	0
Nr2c1	22.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	457	0
Armt1	22.850000	0	0	0	0	0	0	80	0	286	91	0	0	0	0	0	0	0	0	0	0	0
Cbx5	22.800000	0	0	0	0	0	0	0	0	456	0	0	0	0	0	0	0	0	0	0	0	0
Zfp300	22.600000	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc2	22.450000	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0
Dnm2	22.400000	0	0	0	0	0	0	0	0	304	144	0	0	0	0	0	0	0	0	0	0	0
Scrt1	22.350000	0	0	0	0	0	0	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pex14	22.300000	0	0	0	0	0	0	244	0	202	0	0	0	0	0	0	0	0	0	0	0	0
Hcar2	22.300000	0	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0
Gm3448	22.300000	0	0	0	0	0	115	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Gm3417	22.300000	0	0	0	0	0	115	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0
Gulo	22.250000	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rffl	22.200000	0	0	0	0	0	0	92	0	352	0	0	0	0	0	0	0	0	0	0	0	0
Ap2a2	22.200000	0	0	0	0	0	0	0	0	444	0	0	0	0	0	0	0	0	0	0	0	0
Csnk1g2	22.050000	0	0	0	0	0	0	139	0	220	82	0	0	0	0	0	0	0	0	0	0	0
Sde2	21.900000	0	94	0	0	0	0	121	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Cstad	21.900000	0	0	0	0	0	0	133	0	305	0	0	0	0	0	0	0	0	0	0	0	0
Rpl3	21.800000	0	0	0	0	0	0	219	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Akt2	21.800000	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef1	21.750000	0	207	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Fuz	21.750000	0	0	0	0	0	0	324	0	111	0	0	0	0	0	0	0	0	0	0	0	0
Zfp142	21.700000	0	0	0	0	0	159	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Tssk6	21.700000	0	0	0	0	0	0	255	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a7	21.700000	0	0	0	0	0	0	270	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Rxrb	21.700000	0	0	0	0	0	0	270	0	164	0	0	0	0	0	0	0	0	0	0	0	0
Ndufa13	21.700000	0	0	0	0	0	0	255	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Mtdh	21.700000	0	0	0	0	0	0	167	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Bcs1l	21.700000	0	0	0	0	0	159	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0
Kmt2d	21.650000	0	0	0	0	0	0	154	0	279	0	0	0	0	0	0	0	0	0	0	0	0
Son	21.600000	0	0	0	0	0	0	274	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a1	21.600000	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0
Gart	21.600000	0	0	0	0	0	0	274	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Lyrm7	21.550000	0	0	0	0	0	0	170	0	261	0	0	0	0	0	0	0	0	0	0	0	0
Tmem200a	21.500000	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0
Qser1	21.500000	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla6	21.500000	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dynlt1b	21.450000	0	165	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0
Tpd52l1	21.400000	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0
Galm	21.400000	0	0	0	0	0	0	0	0	315	113	0	0	0	0	0	0	0	0	0	0	0
Serpina3i	21.350000	0	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0
Elac1	21.200000	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0
Prcc	21.150000	0	0	0	0	0	0	184	0	239	0	0	0	0	0	0	0	0	0	0	0	0
Inf2	21.150000	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0
Flcn	21.150000	0	0	0	0	0	0	248	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Cacybp	21.150000	0	0	0	0	0	0	87	0	336	0	0	0	0	0	0	0	0	0	0	0	0
Axin2	21.150000	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
Rpl9	21.100000	0	0	0	0	0	0	132	0	290	0	0	0	0	0	0	0	0	0	0	0	0
Lias	21.100000	0	0	0	0	0	0	132	0	290	0	0	0	0	0	0	0	0	0	0	0	0
Rab8b	21.050000	0	0	0	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa4	21.050000	285	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsrc2	21.000000	0	150	0	0	0	0	155	0	115	0	0	0	0	0	0	0	0	0	0	0	0
N4bp1	21.000000	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kntc1	21.000000	0	150	0	0	0	0	155	0	115	0	0	0	0	0	0	0	0	0	0	0	0
Ddr1	20.850000	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0
Atg10	20.850000	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0
Nudt1	20.750000	0	0	0	0	0	0	167	0	248	0	0	0	0	0	0	0	0	0	0	0	0
Harbi1	20.750000	0	0	0	0	0	0	119	0	296	0	0	0	0	0	0	0	0	0	0	0	0
Atg13	20.750000	0	0	0	0	0	0	119	0	296	0	0	0	0	0	0	0	0	0	0	0	0
Zfp367	20.700000	0	0	0	0	0	0	0	0	289	125	0	0	0	0	0	0	0	0	0	0	0
Nfe2l2	20.700000	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0
Il20ra	20.700000	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0
Heatr5a	20.700000	0	0	0	0	0	0	214	0	200	0	0	0	0	0	0	0	0	0	0	0	0
Tom1	20.650000	0	0	0	0	0	0	166	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Tgif1	20.650000	0	0	0	0	0	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0
Actr3	20.650000	0	164	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0
Yod1	20.550000	0	0	0	0	0	0	125	0	286	0	0	0	0	0	0	0	0	0	0	0	0
Timm21	20.550000	0	0	0	0	0	0	225	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d14	20.550000	0	0	0	0	0	0	169	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Rps28	20.550000	0	0	0	0	0	0	151	0	260	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo15	20.550000	0	0	0	0	0	0	225	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Spty2d1	20.500000	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0
Timp1	20.400000	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0
Thoc1	20.400000	0	0	0	0	0	124	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0
Cast	20.400000	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0
Scube3	20.350000	0	0	0	0	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0
Mbd6	20.300000	94	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0
Slc26a4	20.250000	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0
Naa38	20.250000	0	0	0	0	0	0	91	0	194	120	0	0	0	0	0	0	0	0	0	0	0
Cyb5d1	20.250000	0	0	0	0	0	0	91	0	194	120	0	0	0	0	0	0	0	0	0	0	0
Csrp2	20.250000	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf12a	20.200000	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0
Igf1	20.200000	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0
Synj1	20.150000	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0
Tomt	20.000000	0	0	0	0	0	0	0	0	248	152	0	0	0	0	0	0	0	0	0	0	0
Lamtor1	20.000000	0	0	0	0	0	0	0	0	248	152	0	0	0	0	0	0	0	0	0	0	0
Zswim3	19.950000	0	0	0	0	0	0	152	0	247	0	0	0	0	0	0	0	0	0	0	0	0
Amy1	19.950000	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0
Acot8	19.950000	0	0	0	0	0	0	152	0	247	0	0	0	0	0	0	0	0	0	0	0	0
9030025P20Rik	19.950000	0	0	0	0	0	115	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl3	19.900000	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0
Eif2ak3	19.900000	0	0	0	0	0	0	167	0	231	0	0	0	0	0	0	0	0	0	0	0	0
Hax1	19.850000	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0
Actr8	19.750000	0	0	0	0	0	0	127	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Med4	19.700000	0	201	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0
Ifi44l	19.600000	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0
Abhd11	19.600000	0	0	0	0	0	0	150	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	19.550000	0	0	0	0	0	0	124	0	267	0	0	0	0	0	0	0	0	0	0	0	0
Dhx35	19.550000	0	0	0	0	0	0	164	0	227	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2i	19.500000	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0
Sgo1	19.450000	0	0	0	0	0	0	116	0	273	0	0	0	0	0	0	0	0	0	0	0	0
Ngfr	19.450000	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	202	0	0	0
Hoxa11	19.400000	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl11	19.300000	0	0	0	0	0	0	169	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Gm34653	19.250000	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0
St3gal2	19.200000	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0
Mindy2	19.150000	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0
Exosc9	19.150000	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	19.150000	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0
Taf15	19.100000	0	0	0	0	0	0	165	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Rrn3	19.100000	0	0	0	0	0	203	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10	19.100000	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0
Lrch4	19.050000	0	0	0	0	0	0	123	0	258	0	0	0	0	0	0	0	0	0	0	0	0
Abhd16a	19.050000	0	0	0	0	0	0	140	0	241	0	0	0	0	0	0	0	0	0	0	0	0
Sart3	19.000000	0	0	0	0	0	0	143	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Iscu	19.000000	0	0	0	0	0	0	143	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Zfp637	18.950000	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0
Fyb	18.950000	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	18.950000	0	0	0	0	0	0	189	0	190	0	0	0	0	0	0	0	0	0	0	0	0
Tgm5	18.900000	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0
Scamp3	18.900000	0	0	0	0	0	0	145	0	233	0	0	0	0	0	0	0	0	0	0	0	0
Rita1	18.900000	0	0	0	0	0	0	202	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Prdm10	18.900000	0	0	0	0	0	0	225	0	153	0	0	0	0	0	0	0	0	0	0	0	0
Ddx54	18.900000	0	0	0	0	0	0	202	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Tank	18.850000	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf18	18.800000	0	0	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0
Hmgxb4	18.800000	0	75	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Retreg2	18.750000	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0
Rab5a	18.750000	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0
Cnppd1	18.750000	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0
Wdr36	18.650000	0	188	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0
Kat6b	18.650000	0	0	0	0	0	0	177	0	196	0	0	0	0	0	0	0	0	0	0	0	0
Fam174c	18.600000	0	0	0	0	0	0	0	0	244	128	0	0	0	0	0	0	0	0	0	0	0
Prkdc	18.550000	0	0	0	0	0	0	154	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Mcm4	18.550000	0	0	0	0	0	0	154	0	217	0	0	0	0	0	0	0	0	0	0	0	0
Csf1	18.500000	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0
Prdm4	18.450000	0	0	0	0	0	0	252	0	117	0	0	0	0	0	0	0	0	0	0	0	0
Coq9	18.450000	0	0	0	0	0	0	139	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Ciapin1	18.450000	0	0	0	0	0	0	139	0	230	0	0	0	0	0	0	0	0	0	0	0	0
Sertad2	18.400000	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0
Psd3	18.400000	0	0	0	0	0	0	0	0	368	0	0	0	0	0	0	0	0	0	0	0	0
Naca	18.300000	0	0	0	0	0	0	186	0	180	0	0	0	0	0	0	0	0	0	0	0	0
Hyal2	18.300000	0	0	0	0	0	0	158	0	208	0	0	0	0	0	0	0	0	0	0	0	0
Cald1	18.250000	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a9	18.200000	0	0	0	0	0	0	0	0	196	168	0	0	0	0	0	0	0	0	0	0	0
Rab6a	18.200000	0	0	0	0	0	0	206	0	158	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b2	18.150000	0	0	0	0	0	0	140	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Nol8	18.050000	0	0	0	0	0	0	74	0	287	0	0	0	0	0	0	0	0	0	0	0	0
Cwc27	18.050000	0	0	0	0	0	0	175	0	186	0	0	0	0	0	0	0	0	0	0	0	0
Cenpp	18.050000	0	0	0	0	0	0	74	0	287	0	0	0	0	0	0	0	0	0	0	0	0
Pemt	18.000000	0	0	0	0	0	176	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Knl1	18.000000	0	85	0	0	0	0	84	0	191	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl30	17.950000	0	131	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Mitd1	17.950000	0	131	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0
Dhx8	17.950000	0	130	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	17.900000	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0
Plcb1	17.900000	0	183	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc5	17.800000	0	0	0	0	0	0	0	0	226	130	0	0	0	0	0	0	0	0	0	0	0
Wdr70	17.800000	0	210	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0
Pcnx4	17.800000	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0
Chst2	17.800000	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0
Ap1g1	17.750000	0	0	0	0	0	0	199	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Mff	17.650000	0	0	0	0	0	0	130	0	223	0	0	0	0	0	0	0	0	0	0	0	0
Kxd1	17.650000	0	0	0	0	0	0	239	0	114	0	0	0	0	0	0	0	0	0	0	0	0
Prkag2	17.600000	0	0	0	0	0	0	0	0	200	152	0	0	0	0	0	0	0	0	0	0	0
Cdipt	17.600000	0	0	0	0	0	0	176	0	176	0	0	0	0	0	0	0	0	0	0	0	0
Rmc1	17.550000	0	0	0	0	0	0	114	0	237	0	0	0	0	0	0	0	0	0	0	0	0
Ephb3	17.550000	0	173	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
Zfp579	17.500000	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0
Rpn2	17.500000	0	0	0	0	0	0	108	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Rgsl1	17.500000	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0
Pabpn1	17.500000	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0
Mroh8	17.500000	0	0	0	0	0	0	108	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Afg1l	17.500000	0	0	0	0	0	0	156	0	194	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd8	17.450000	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0
Surf6	17.450000	0	0	0	0	0	0	178	0	171	0	0	0	0	0	0	0	0	0	0	0	0
Styxl1	17.450000	0	0	0	0	0	0	202	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a1	17.450000	0	107	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0
Serbp1	17.450000	0	0	0	0	0	0	193	0	156	0	0	0	0	0	0	0	0	0	0	0	0
Rps26	17.450000	0	0	0	0	0	0	135	0	214	0	0	0	0	0	0	0	0	0	0	0	0
Mdh2	17.450000	0	0	0	0	0	0	202	0	147	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	17.400000	0	0	0	0	0	0	148	0	200	0	0	0	0	0	0	0	0	0	0	0	0
