Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX4988100|Embryonic_Stem_Cells	SRX4988101|Embryonic_Stem_Cells	SRX4988102|Embryonic_Stem_Cells	SRX4988103|Embryonic_Stem_Cells	SRX4988104|Embryonic_Stem_Cells	SRX4988105|Embryonic_Stem_Cells	STRING
Usp48	37.000000	259	0	0	0	0	0	0	0
Tbl2	37.000000	259	0	0	0	0	0	0	0
Sumo3	37.000000	259	0	0	0	0	0	0	0
Sh3glb1	37.000000	259	0	0	0	0	0	0	0
Ola1	37.000000	259	0	0	0	0	0	0	0
Macrod2	37.000000	259	0	0	0	0	0	0	0
Itga3	37.000000	259	0	0	0	0	0	0	0
Hcfc2	37.000000	259	0	0	0	0	0	0	0
Galnt18	37.000000	259	0	0	0	0	0	0	0
AU041133	37.000000	259	0	0	0	0	0	0	0
Atp9a	37.000000	259	0	0	0	0	0	0	0
Arhgap12	37.000000	259	0	0	0	0	0	0	0
Abcc4	37.000000	259	0	0	0	0	0	0	0
Wdyhv1	36.857143	258	0	0	0	0	0	0	0
Wdpcp	36.857143	258	0	0	0	0	0	0	0
Ubap1	36.857143	258	0	0	0	0	0	0	0
Tpr	36.857143	258	0	0	0	0	0	0	0
Tmem219	36.857143	258	0	0	0	0	0	0	0
Sh3bp2	36.857143	258	0	0	0	0	0	0	0
Pura	36.857143	258	0	0	0	0	0	0	0
Psma1	36.857143	258	0	0	0	0	0	0	0
Psat1	36.857143	258	0	0	0	0	0	0	0
Phf20	36.857143	258	0	0	0	0	0	0	0
Odr4	36.857143	258	0	0	0	0	0	0	0
Nup153	36.857143	258	0	0	0	0	0	0	0
Nrep	36.857143	258	0	0	0	0	0	0	0
Mfsd1	36.857143	258	0	0	0	0	0	0	0
Mdh1	36.857143	258	0	0	0	0	0	0	0
Kif18a	36.857143	258	0	0	0	0	0	0	0
Irf2	36.857143	258	0	0	0	0	0	0	0
Fignl1	36.857143	258	0	0	0	0	0	0	0
Fam214a	36.857143	258	0	0	0	0	0	0	0
Ercc5	36.857143	258	0	0	0	0	0	0	0
Cep55	36.857143	258	0	0	0	0	0	0	0
Bsdc1	36.857143	258	0	0	0	0	0	0	0
Axin2	36.857143	258	0	0	0	0	0	0	0
Acy1	36.857143	258	0	0	0	0	0	0	0
Zfp523	36.714286	257	0	0	0	0	0	0	0
Tmco4	36.714286	257	0	0	0	0	0	0	0
Stk32c	36.714286	257	0	0	0	0	0	0	0
Pnkd	36.714286	257	0	0	0	0	0	0	0
Nuak1	36.714286	257	0	0	0	0	0	0	0
Mid1ip1	36.714286	257	0	0	0	0	0	0	0
Maml1	36.714286	257	0	0	0	0	0	0	0
Lrrc27	36.714286	257	0	0	0	0	0	0	0
Jade2	36.714286	257	0	0	0	0	0	0	0
Fnbp4	36.714286	257	0	0	0	0	0	0	0
Egf	36.714286	257	0	0	0	0	0	0	0
Efcab2	36.714286	257	0	0	0	0	0	0	0
Dis3l2	36.714286	257	0	0	0	0	0	0	0
Arrdc2	36.714286	257	0	0	0	0	0	0	0
Aamp	36.714286	257	0	0	0	0	0	0	0
0610009B22Rik	36.714286	257	0	0	0	0	0	0	0
Znrd2	36.571429	256	0	0	0	0	0	0	0
Zc3h4	36.571429	256	0	0	0	0	0	0	0
Ube2k	36.571429	256	0	0	0	0	0	0	0
Tgif1	36.571429	256	0	0	0	0	0	0	0
Stip1	36.571429	256	0	0	0	0	0	0	0
Srrm2	36.571429	256	0	0	0	0	0	0	0
Sp5	36.571429	256	0	0	0	0	0	0	0
Slc25a20	36.571429	256	0	0	0	0	0	0	0
Rnf181	36.571429	256	0	0	0	0	0	0	0
Rhot1	36.571429	256	0	0	0	0	0	0	0
Pmm1	36.571429	256	0	0	0	0	0	0	0
Pdrg1	36.571429	256	0	0	0	0	0	0	0
Ndufaf3	36.571429	256	0	0	0	0	0	0	0
Kctd6	36.571429	256	0	0	0	0	0	0	0
H1f2	36.571429	256	0	0	0	0	0	0	0
Eif4g3	36.571429	256	0	0	0	0	0	0	0
Dgkh	36.571429	256	0	0	0	0	0	0	0
Cep70	36.571429	256	0	0	0	0	0	0	0
Acot6	36.571429	256	0	0	0	0	0	0	0
Abcb10	36.571429	256	0	0	0	0	0	0	0
2810021J22Rik	36.571429	256	0	0	0	0	0	0	0
Zfyve21	36.428571	255	0	0	0	0	0	0	0
Xrcc3	36.428571	255	0	0	0	0	0	0	0
Tusc1	36.428571	255	0	0	0	0	0	0	0
Susd6	36.428571	255	0	0	0	0	0	0	0
Sigirr	36.428571	255	0	0	0	0	0	0	0
Rpl31	36.428571	255	0	0	0	0	0	0	0
Retreg2	36.428571	255	0	0	0	0	0	0	0
Osbpl2	36.428571	255	0	0	0	0	0	0	0
Mier3	36.428571	255	0	0	0	0	0	0	0
Fitm1	36.428571	255	0	0	0	0	0	0	0
Cnppd1	36.428571	255	0	0	0	0	0	0	0
Atp6v0a2	36.428571	255	0	0	0	0	0	0	0
Agpat1	36.428571	255	0	0	0	0	0	0	0
Agfg1	36.428571	255	0	0	0	0	0	0	0
4932438A13Rik	36.428571	255	0	0	0	0	0	0	0
Zfp609	36.285714	254	0	0	0	0	0	0	0
Usp24	36.285714	254	0	0	0	0	0	0	0
Use1	36.285714	254	0	0	0	0	0	0	0
Tmem38a	36.285714	254	0	0	0	0	0	0	0
Smim7	36.285714	254	0	0	0	0	0	0	0
Slc16a1	36.285714	254	0	0	0	0	0	0	0
Rufy3	36.285714	254	0	0	0	0	0	0	0
Pcnt	36.285714	254	0	0	0	0	0	0	0
Marf1	36.285714	254	0	0	0	0	0	0	0
Kdm3b	36.285714	254	0	0	0	0	0	0	0
Ints8	36.285714	254	0	0	0	0	0	0	0
Hexim1	36.285714	254	0	0	0	0	0	0	0
Gpx7	36.285714	254	0	0	0	0	0	0	0
Epb41l4a	36.285714	254	0	0	0	0	0	0	0
Csrp1	36.285714	254	0	0	0	0	0	0	0
Bptf	36.285714	254	0	0	0	0	0	0	0
U2af1l4	36.142857	253	0	0	0	0	0	0	0
Trabd	36.142857	253	0	0	0	0	0	0	0
Tex30	36.142857	253	0	0	0	0	0	0	0
Set	36.142857	253	0	0	0	0	0	0	0
Rab18	36.142857	253	0	0	0	0	0	0	0
Pum1	36.142857	253	0	0	0	0	0	0	0
Psenen	36.142857	253	0	0	0	0	0	0	0
Ngef	36.142857	253	0	0	0	0	0	0	0
Neu2	36.142857	253	0	0	0	0	0	0	0
Mtdh	36.142857	253	0	0	0	0	0	0	0
Inafm1	36.142857	253	0	0	0	0	0	0	0
Hacd1	36.142857	253	0	0	0	0	0	0	0
H3c6	36.142857	253	0	0	0	0	0	0	0
Grasp	36.142857	253	0	0	0	0	0	0	0
Gpn2	36.142857	253	0	0	0	0	0	0	0
Fbxw8	36.142857	253	0	0	0	0	0	0	0
Fbxo11	36.142857	253	0	0	0	0	0	0	0
Eif4g2	36.142857	253	0	0	0	0	0	0	0
Coq9	36.142857	253	0	0	0	0	0	0	0
Ciapin1	36.142857	253	0	0	0	0	0	0	0
Bhlhe40	36.142857	253	0	0	0	0	0	0	0
Zkscan5	36.000000	252	0	0	0	0	0	0	0
Zhx1	36.000000	252	0	0	0	0	0	0	0
Zfp35	36.000000	252	0	0	0	0	0	0	0
Wdr47	36.000000	252	0	0	0	0	0	0	0
Srrm1	36.000000	252	0	0	0	0	0	0	0
Spr	36.000000	252	0	0	0	0	0	0	0
Smarcal1	36.000000	252	0	0	0	0	0	0	0
Setd7	36.000000	252	0	0	0	0	0	0	0
Ptpn4	36.000000	252	0	0	0	0	0	0	0
Pdpk1	36.000000	252	0	0	0	0	0	0	0
N4bp2	36.000000	252	0	0	0	0	0	0	0
Mib1	36.000000	252	0	0	0	0	0	0	0
Mfsd4b1	36.000000	252	0	0	0	0	0	0	0
Mecp2	36.000000	252	0	0	0	0	0	0	0
Mbnl1	36.000000	252	0	0	0	0	0	0	0
Maff	36.000000	252	0	0	0	0	0	0	0
Kdelr2	36.000000	252	0	0	0	0	0	0	0
Il3ra	36.000000	252	0	0	0	0	0	0	0
Gphn	36.000000	252	0	0	0	0	0	0	0
Gmnn	36.000000	252	0	0	0	0	0	0	0
Cnih4	36.000000	252	0	0	0	0	0	0	0
Cep164	36.000000	252	0	0	0	0	0	0	0
Btbd9	36.000000	252	0	0	0	0	0	0	0
Abcc5	36.000000	252	0	0	0	0	0	0	0
1810030O07Rik	36.000000	252	0	0	0	0	0	0	0
Zfp438	35.857143	251	0	0	0	0	0	0	0
Xpo1	35.857143	251	0	0	0	0	0	0	0
Tmem181a	35.857143	251	0	0	0	0	0	0	0
Thap1	35.857143	251	0	0	0	0	0	0	0
Tgfbr1	35.857143	251	0	0	0	0	0	0	0
Snx25	35.857143	251	0	0	0	0	0	0	0
Rbpms	35.857143	251	0	0	0	0	0	0	0
Pstpip2	35.857143	251	0	0	0	0	0	0	0
Lmo7	35.857143	251	0	0	0	0	0	0	0
Kpna4	35.857143	251	0	0	0	0	0	0	0
Itpripl2	35.857143	251	0	0	0	0	0	0	0
Fads3	35.857143	251	0	0	0	0	0	0	0
Dop1b	35.857143	251	0	0	0	0	0	0	0
Creb1	35.857143	251	0	0	0	0	0	0	0
Ccz1	35.857143	251	0	0	0	0	0	0	0
Acp2	35.857143	251	0	0	0	0	0	0	0
Zc3h12a	35.714286	250	0	0	0	0	0	0	0
Xpc	35.714286	250	0	0	0	0	0	0	0
Uxs1	35.714286	250	0	0	0	0	0	0	0
Sec22a	35.714286	250	0	0	0	0	0	0	0
Rpl35a	35.714286	250	0	0	0	0	0	0	0
Nfatc3	35.714286	250	0	0	0	0	0	0	0
Med13	35.714286	250	0	0	0	0	0	0	0
Lsm3	35.714286	250	0	0	0	0	0	0	0
Klf16	35.714286	250	0	0	0	0	0	0	0
Kin	35.714286	250	0	0	0	0	0	0	0
Iqcg	35.714286	250	0	0	0	0	0	0	0
Ilrun	35.714286	250	0	0	0	0	0	0	0
Hgh1	35.714286	250	0	0	0	0	0	0	0
Gyg	35.714286	250	0	0	0	0	0	0	0
Golim4	35.714286	250	0	0	0	0	0	0	0
Dazap1	35.714286	250	0	0	0	0	0	0	0
Birc5	35.714286	250	0	0	0	0	0	0	0
Atp5c1	35.714286	250	0	0	0	0	0	0	0
Ap3m1	35.714286	250	0	0	0	0	0	0	0
Ap1ar	35.714286	250	0	0	0	0	0	0	0
Ankrd63	35.714286	250	0	0	0	0	0	0	0
Adk	35.714286	250	0	0	0	0	0	0	0
Zbtb18	35.571429	249	0	0	0	0	0	0	0
Rnf111	35.571429	249	0	0	0	0	0	0	0
Ralbp1	35.571429	249	0	0	0	0	0	0	0
Plin3	35.571429	249	0	0	0	0	0	0	0
Nr4a2	35.571429	249	0	0	0	0	0	0	0
Ncln	35.571429	249	0	0	0	0	0	0	0
Mettl9	35.571429	249	0	0	0	0	0	0	0
Man1a	35.571429	249	0	0	0	0	0	0	0
Jak2	35.571429	249	0	0	0	0	0	0	0
Eri3	35.571429	249	0	0	0	0	0	0	0
Ap5b1	35.571429	249	0	0	0	0	0	0	0
Zswim6	35.428571	248	0	0	0	0	0	0	0
Zfp407	35.428571	248	0	0	0	0	0	0	0
Ubr3	35.428571	248	0	0	0	0	0	0	0
Ubap2l	35.428571	248	0	0	0	0	0	0	0
Slu7	35.428571	248	0	0	0	0	0	0	0
Rabggtb	35.428571	248	0	0	0	0	0	0	0
Rabep1	35.428571	248	0	0	0	0	0	0	0
Ppp1r12b	35.428571	248	0	0	0	0	0	0	0
Pex16	35.428571	248	0	0	0	0	0	0	0
Pelp1	35.428571	248	0	0	0	0	0	0	0
Ostf1	35.428571	248	0	0	0	0	0	0	0
Nmrk1	35.428571	248	0	0	0	0	0	0	0
Mdn1	35.428571	248	0	0	0	0	0	0	0
Kcnk1	35.428571	248	0	0	0	0	0	0	0
Ipo5	35.428571	248	0	0	0	0	0	0	0
Fam98a	35.428571	248	0	0	0	0	0	0	0
Chrnb1	35.428571	248	0	0	0	0	0	0	0
4933434E20Rik	35.428571	248	0	0	0	0	0	0	0
Tsen34	35.285714	247	0	0	0	0	0	0	0
Tmbim6	35.285714	247	0	0	0	0	0	0	0
Taf2	35.285714	247	0	0	0	0	0	0	0
Spata1	35.285714	247	0	0	0	0	0	0	0
Snw1	35.285714	247	0	0	0	0	0	0	0
Rps15	35.285714	247	0	0	0	0	0	0	0
Rilp	35.285714	247	0	0	0	0	0	0	0
Mboat7	35.285714	247	0	0	0	0	0	0	0
M6pr	35.285714	247	0	0	0	0	0	0	0
Las1l	35.285714	247	0	0	0	0	0	0	0
Gng5	35.285714	247	0	0	0	0	0	0	0
Gga2	35.285714	247	0	0	0	0	0	0	0
Dpy19l1	35.285714	247	0	0	0	0	0	0	0
Cpne2	35.285714	247	0	0	0	0	0	0	0
Cep85l	35.285714	247	0	0	0	0	0	0	0
Bax	35.285714	247	0	0	0	0	0	0	0
Arrdc1	35.285714	247	0	0	0	0	0	0	0
Afap1l1	35.285714	247	0	0	0	0	0	0	0
Xpo7	35.142857	246	0	0	0	0	0	0	0
Washc5	35.142857	246	0	0	0	0	0	0	0
Wasf2	35.142857	246	0	0	0	0	0	0	0
Tssc4	35.142857	246	0	0	0	0	0	0	0
Tjp3	35.142857	246	0	0	0	0	0	0	0
Sft2d2	35.142857	246	0	0	0	0	0	0	0
Rundc3a	35.142857	246	0	0	0	0	0	0	0
Rsrp1	35.142857	246	0	0	0	0	0	0	0
Ppm1b	35.142857	246	0	0	0	0	0	0	0
Pgp	35.142857	246	0	0	0	0	0	0	0
Nsmce2	35.142857	246	0	0	0	0	0	0	0
Myh10	35.142857	246	0	0	0	0	0	0	0
D5Ertd579e	35.142857	246	0	0	0	0	0	0	0
Cyfip1	35.142857	246	0	0	0	0	0	0	0
Cdk5rap1	35.142857	246	0	0	0	0	0	0	0
Bbx	35.142857	246	0	0	0	0	0	0	0
Ash2l	35.142857	246	0	0	0	0	0	0	0
Tent4b	35.000000	245	0	0	0	0	0	0	0
Tead4	35.000000	245	0	0	0	0	0	0	0
Ptpn9	35.000000	245	0	0	0	0	0	0	0
Ppie	35.000000	245	0	0	0	0	0	0	0
Pikfyve	35.000000	245	0	0	0	0	0	0	0
Pias3	35.000000	245	0	0	0	0	0	0	0
Idh1	35.000000	245	0	0	0	0	0	0	0
F3	35.000000	245	0	0	0	0	0	0	0
E130311K13Rik	35.000000	245	0	0	0	0	0	0	0
Denr	35.000000	245	0	0	0	0	0	0	0
Dele1	35.000000	245	0	0	0	0	0	0	0
Ddx1	35.000000	245	0	0	0	0	0	0	0
Colgalt1	35.000000	245	0	0	0	0	0	0	0
Chst8	35.000000	245	0	0	0	0	0	0	0
Camsap3	35.000000	245	0	0	0	0	0	0	0
Bag3	35.000000	245	0	0	0	0	0	0	0
Akap1	35.000000	245	0	0	0	0	0	0	0
Zc3h8	34.857143	244	0	0	0	0	0	0	0
Srp72	34.857143	244	0	0	0	0	0	0	0
Pkn2	34.857143	244	0	0	0	0	0	0	0
Marveld3	34.857143	244	0	0	0	0	0	0	0
Lin9	34.857143	244	0	0	0	0	0	0	0
Isoc2a	34.857143	244	0	0	0	0	0	0	0
Gm45927	34.857143	244	0	0	0	0	0	0	0
Gdpd5	34.857143	244	0	0	0	0	0	0	0
Fbxl20	34.857143	244	0	0	0	0	0	0	0
Ddx55	34.857143	244	0	0	0	0	0	0	0
Clk2	34.857143	244	0	0	0	0	0	0	0
Bola1	34.857143	244	0	0	0	0	0	0	0
Arhgap35	34.857143	244	0	0	0	0	0	0	0
Wdr43	34.714286	243	0	0	0	0	0	0	0
Utp14a	34.714286	243	0	0	0	0	0	0	0
Ttc7	34.714286	243	0	0	0	0	0	0	0
Tarsl2	34.714286	243	0	0	0	0	0	0	0
Slc35c2	34.714286	243	0	0	0	0	0	0	0
Rnf125	34.714286	243	0	0	0	0	0	0	0
Rab5c	34.714286	243	0	0	0	0	0	0	0
Nsun4	34.714286	243	0	0	0	0	0	0	0
Npat	34.714286	243	0	0	0	0	0	0	0
Mfap1b	34.714286	243	0	0	0	0	0	0	0
Mapkapk5	34.714286	243	0	0	0	0	0	0	0
Lsm10	34.714286	243	0	0	0	0	0	0	0
Kbtbd8	34.714286	243	0	0	0	0	0	0	0
Dynll2	34.714286	243	0	0	0	0	0	0	0
Cnot1	34.714286	243	0	0	0	0	0	0	0
Atm	34.714286	243	0	0	0	0	0	0	0
Ammecr1l	34.714286	243	0	0	0	0	0	0	0
Zmym4	34.571429	242	0	0	0	0	0	0	0
Vrk2	34.571429	242	0	0	0	0	0	0	0
Vapa	34.571429	242	0	0	0	0	0	0	0
Tmem106b	34.571429	242	0	0	0	0	0	0	0
Srsf10	34.571429	242	0	0	0	0	0	0	0
Rap2c	34.571429	242	0	0	0	0	0	0	0
Pprc1	34.571429	242	0	0	0	0	0	0	0
Plk2	34.571429	242	0	0	0	0	0	0	0
Parp4	34.571429	242	0	0	0	0	0	0	0
Mink1	34.571429	242	0	0	0	0	0	0	0
Lamp1	34.571429	242	0	0	0	0	0	0	0
Idh3b	34.571429	242	0	0	0	0	0	0	0
Fntb	34.571429	242	0	0	0	0	0	0	0
Cdc5l	34.571429	242	0	0	0	0	0	0	0
Cdc42bpa	34.571429	242	0	0	0	0	0	0	0
Cavin1	34.571429	242	0	0	0	0	0	0	0
Camk2g	34.571429	242	0	0	0	0	0	0	0
Wsb1	34.428571	241	0	0	0	0	0	0	0
Usp43	34.428571	241	0	0	0	0	0	0	0
Tbc1d5	34.428571	241	0	0	0	0	0	0	0
Tbc1d14	34.428571	241	0	0	0	0	0	0	0
Prkcd	34.428571	241	0	0	0	0	0	0	0
Pcyt2	34.428571	241	0	0	0	0	0	0	0
Nkx2-1	34.428571	241	0	0	0	0	0	0	0
Mageh1	34.428571	241	0	0	0	0	0	0	0
Gskip	34.428571	241	0	0	0	0	0	0	0
Ginm1	34.428571	241	0	0	0	0	0	0	0
Gfod2	34.428571	241	0	0	0	0	0	0	0
Fancd2	34.428571	241	0	0	0	0	0	0	0
Emc3	34.428571	241	0	0	0	0	0	0	0
Cep170b	34.428571	241	0	0	0	0	0	0	0
Ccnf	34.428571	241	0	0	0	0	0	0	0
Blcap	34.428571	241	0	0	0	0	0	0	0
Atg2b	34.428571	241	0	0	0	0	0	0	0
Tmed2	34.285714	240	0	0	0	0	0	0	0
Tbcc	34.285714	240	0	0	0	0	0	0	0
Stx4a	34.285714	240	0	0	0	0	0	0	0
Siah1b	34.285714	240	0	0	0	0	0	0	0
Shtn1	34.285714	240	0	0	0	0	0	0	0
Rps2	34.285714	240	0	0	0	0	0	0	0
Rp9	34.285714	240	0	0	0	0	0	0	0
Nfatc1	34.285714	240	0	0	0	0	0	0	0
Mief2	34.285714	240	0	0	0	0	0	0	0
Mapk1	34.285714	240	0	0	0	0	0	0	0
Flii	34.285714	240	0	0	0	0	0	0	0
Exd1	34.285714	240	0	0	0	0	0	0	0
Chp1	34.285714	240	0	0	0	0	0	0	0
Chchd3	34.285714	240	0	0	0	0	0	0	0
Ankrd54	34.285714	240	0	0	0	0	0	0	0
Zfp113	34.142857	239	0	0	0	0	0	0	0
Zbed4	34.142857	239	0	0	0	0	0	0	0
Txndc5	34.142857	239	0	0	0	0	0	0	0
Thoc5	34.142857	239	0	0	0	0	0	0	0
Sugt1	34.142857	239	0	0	0	0	0	0	0
Secisbp2l	34.142857	239	0	0	0	0	0	0	0
Purb	34.142857	239	0	0	0	0	0	0	0
Plk3	34.142857	239	0	0	0	0	0	0	0
Nsf	34.142857	239	0	0	0	0	0	0	0
Nlk	34.142857	239	0	0	0	0	0	0	0
Ndufs8	34.142857	239	0	0	0	0	0	0	0
Chd9	34.142857	239	0	0	0	0	0	0	0
Cebpzos	34.142857	239	0	0	0	0	0	0	0
Atp6v0a1	34.142857	239	0	0	0	0	0	0	0
Atp11a	34.142857	239	0	0	0	0	0	0	0
Acadl	34.142857	239	0	0	0	0	0	0	0
Zadh2	34.000000	238	0	0	0	0	0	0	0
Tshz1	34.000000	238	0	0	0	0	0	0	0
Triqk	34.000000	238	0	0	0	0	0	0	0
Tmem229b	34.000000	238	0	0	0	0	0	0	0
Tma7	34.000000	238	0	0	0	0	0	0	0
Tgfbrap1	34.000000	238	0	0	0	0	0	0	0
Tgfa	34.000000	238	0	0	0	0	0	0	0
Sec23ip	34.000000	238	0	0	0	0	0	0	0
Pi4k2b	34.000000	238	0	0	0	0	0	0	0
Lrba	34.000000	238	0	0	0	0	0	0	0
Frrs1	34.000000	238	0	0	0	0	0	0	0
Ell2	34.000000	238	0	0	0	0	0	0	0
Ccdc51	34.000000	238	0	0	0	0	0	0	0
B4galt1	34.000000	238	0	0	0	0	0	0	0
AI597479	34.000000	238	0	0	0	0	0	0	0
Ahdc1	34.000000	238	0	0	0	0	0	0	0
Zfp964	33.857143	237	0	0	0	0	0	0	0
Tspan17	33.857143	237	0	0	0	0	0	0	0
Tmem8	33.857143	237	0	0	0	0	0	0	0
Styx	33.857143	237	0	0	0	0	0	0	0
Sod1	33.857143	237	0	0	0	0	0	0	0
Rpl13	33.857143	237	0	0	0	0	0	0	0
Ppp4r3a	33.857143	237	0	0	0	0	0	0	0
Picalm	33.857143	237	0	0	0	0	0	0	0
Nudt1	33.857143	237	0	0	0	0	0	0	0
Nr4a3	33.857143	237	0	0	0	0	0	0	0
Ngly1	33.857143	237	0	0	0	0	0	0	0
Lonp1	33.857143	237	0	0	0	0	0	0	0
Eif4b	33.857143	237	0	0	0	0	0	0	0
Ddhd1	33.857143	237	0	0	0	0	0	0	0
Cstf1	33.857143	237	0	0	0	0	0	0	0
Ccdc17	33.857143	237	0	0	0	0	0	0	0
Catsperd	33.857143	237	0	0	0	0	0	0	0
Capn1	33.857143	237	0	0	0	0	0	0	0
Aurka	33.857143	237	0	0	0	0	0	0	0
Asph	33.857143	237	0	0	0	0	0	0	0
Vav2	33.714286	236	0	0	0	0	0	0	0
Tmx4	33.714286	236	0	0	0	0	0	0	0
Tcea2	33.714286	236	0	0	0	0	0	0	0
Srpk1	33.714286	236	0	0	0	0	0	0	0
Rbx1	33.714286	236	0	0	0	0	0	0	0
Prdx1	33.714286	236	0	0	0	0	0	0	0
Pqlc2	33.714286	236	0	0	0	0	0	0	0
Ppp1r35	33.714286	236	0	0	0	0	0	0	0
Plekha2	33.714286	236	0	0	0	0	0	0	0
Npdc1	33.714286	236	0	0	0	0	0	0	0
Msto1	33.714286	236	0	0	0	0	0	0	0
Klf15	33.714286	236	0	0	0	0	0	0	0
Hnrnpab	33.714286	236	0	0	0	0	0	0	0
H3f3a	33.714286	236	0	0	0	0	0	0	0
Gmeb1	33.714286	236	0	0	0	0	0	0	0
Fam3c	33.714286	236	0	0	0	0	0	0	0
Dusp10	33.714286	236	0	0	0	0	0	0	0
Dnmbp	33.714286	236	0	0	0	0	0	0	0
Chmp1b	33.714286	236	0	0	0	0	0	0	0
Camsap2	33.714286	236	0	0	0	0	0	0	0
Akr7a5	33.714286	236	0	0	0	0	0	0	0
Adnp2	33.714286	236	0	0	0	0	0	0	0
Acss2	33.714286	236	0	0	0	0	0	0	0
1700056E22Rik	33.714286	236	0	0	0	0	0	0	0
Vinac1	33.571429	235	0	0	0	0	0	0	0
Vamp1	33.571429	235	0	0	0	0	0	0	0
Ttl	33.571429	235	0	0	0	0	0	0	0
Slc25a25	33.571429	235	0	0	0	0	0	0	0
Serac1	33.571429	235	0	0	0	0	0	0	0
Ppid	33.571429	235	0	0	0	0	0	0	0
Pgam1	33.571429	235	0	0	0	0	0	0	0
Nprl2	33.571429	235	0	0	0	0	0	0	0
Nat8f4	33.571429	235	0	0	0	0	0	0	0
Naif1	33.571429	235	0	0	0	0	0	0	0
Marveld2	33.571429	235	0	0	0	0	0	0	0
Lrrc8c	33.571429	235	0	0	0	0	0	0	0
Kctd13	33.571429	235	0	0	0	0	0	0	0
H2bc22	33.571429	235	0	0	0	0	0	0	0
H2ac22	33.571429	235	0	0	0	0	0	0	0
Gtf2h5	33.571429	235	0	0	0	0	0	0	0
Fgfbp3	33.571429	235	0	0	0	0	0	0	0
Dtnbp1	33.571429	235	0	0	0	0	0	0	0
Cyb561d2	33.571429	235	0	0	0	0	0	0	0
Crebl2	33.571429	235	0	0	0	0	0	0	0
Cnksr1	33.571429	235	0	0	0	0	0	0	0
Carmil3	33.571429	235	0	0	0	0	0	0	0
Uba1	33.428571	234	0	0	0	0	0	0	0
Tarbp2	33.428571	234	0	0	0	0	0	0	0
Snrk	33.428571	234	0	0	0	0	0	0	0
Plpp2	33.428571	234	0	0	0	0	0	0	0
Pcif1	33.428571	234	0	0	0	0	0	0	0
Nmnat3	33.428571	234	0	0	0	0	0	0	0
Nipa2	33.428571	234	0	0	0	0	0	0	0
Nfe2	33.428571	234	0	0	0	0	0	0	0
Ndufb4	33.428571	234	0	0	0	0	0	0	0
Ncoa7	33.428571	234	0	0	0	0	0	0	0
Naa10	33.428571	234	0	0	0	0	0	0	0
Mylip	33.428571	234	0	0	0	0	0	0	0
Map3k12	33.428571	234	0	0	0	0	0	0	0
Ipo7	33.428571	234	0	0	0	0	0	0	0
Inip	33.428571	234	0	0	0	0	0	0	0
Dynll1	33.428571	234	0	0	0	0	0	0	0
Cxxc5	33.428571	234	0	0	0	0	0	0	0
Cdca7	33.428571	234	0	0	0	0	0	0	0
Cdc14a	33.428571	234	0	0	0	0	0	0	0
Casc3	33.428571	234	0	0	0	0	0	0	0
BC052040	33.428571	234	0	0	0	0	0	0	0
Abracl	33.428571	234	0	0	0	0	0	0	0
Abr	33.428571	234	0	0	0	0	0	0	0
Vapb	33.285714	233	0	0	0	0	0	0	0
Pptc7	33.285714	233	0	0	0	0	0	0	0
Ppp2r5b	33.285714	233	0	0	0	0	0	0	0
Pja1	33.285714	233	0	0	0	0	0	0	0
Nrf1	33.285714	233	0	0	0	0	0	0	0
Mkln1	33.285714	233	0	0	0	0	0	0	0
Magi1	33.285714	233	0	0	0	0	0	0	0
Kif22	33.285714	233	0	0	0	0	0	0	0
Hprt	33.285714	233	0	0	0	0	0	0	0
Heatr5a	33.285714	233	0	0	0	0	0	0	0
Gins2	33.285714	233	0	0	0	0	0	0	0
Ggh	33.285714	233	0	0	0	0	0	0	0
Ddhd2	33.285714	233	0	0	0	0	0	0	0
Cse1l	33.285714	233	0	0	0	0	0	0	0
Chic2	33.285714	233	0	0	0	0	0	0	0
Cep85	33.285714	233	0	0	0	0	0	0	0
Ywhaz	33.142857	232	0	0	0	0	0	0	0
Tnfaip3	33.142857	232	0	0	0	0	0	0	0
Smim3	33.142857	232	0	0	0	0	0	0	0
Sesn2	33.142857	232	0	0	0	0	0	0	0
Rundc1	33.142857	232	0	0	0	0	0	0	0
Rpl7	33.142857	232	0	0	0	0	0	0	0
Rdh10	33.142857	232	0	0	0	0	0	0	0
Ptges3l	33.142857	232	0	0	0	0	0	0	0
Nnt	33.142857	232	0	0	0	0	0	0	0
Kptn	33.142857	232	0	0	0	0	0	0	0
Hemk1	33.142857	232	0	0	0	0	0	0	0
Fam89a	33.142857	232	0	0	0	0	0	0	0
Cog1	33.142857	232	0	0	0	0	0	0	0
Bmp8a	33.142857	232	0	0	0	0	0	0	0
Zdhhc21	33.000000	231	0	0	0	0	0	0	0
Tmem131l	33.000000	231	0	0	0	0	0	0	0
Tfap4	33.000000	231	0	0	0	0	0	0	0
Stat6	33.000000	231	0	0	0	0	0	0	0
Slc31a1	33.000000	231	0	0	0	0	0	0	0
Slc30a1	33.000000	231	0	0	0	0	0	0	0
Sgms1	33.000000	231	0	0	0	0	0	0	0
Rassf7	33.000000	231	0	0	0	0	0	0	0
Prr5	33.000000	231	0	0	0	0	0	0	0
Pdcd5	33.000000	231	0	0	0	0	0	0	0
Pcbp4	33.000000	231	0	0	0	0	0	0	0
