Target_genes	Tcf7l2|Average	ERX161579|Colon	ERX161580|Colon	ERX161583|Colon	ERX161584|Colon	SRX2734776|Heart_Ventricles	SRX2734777|Heart_Ventricles	SRX2734782|Heart_Ventricles	SRX5647947|Preadiocytes	SRX5647948|Preadiocytes	SRX5647950|Preadiocytes	SRX5647951|Preadiocytes	ERX4312250|Thalamus	ERX4312254|Thalamus	ERX4312255|Thalamus	STRING
Zcwpw1	21.500000	0	0	0	0	0	0	0	0	0	205	96	0	0	0	0
Utp23	21.500000	0	0	0	0	0	0	0	0	0	167	134	0	0	0	0
Tiam1	21.500000	0	0	0	0	0	0	0	0	0	0	0	0	196	105	0
Nras	21.500000	0	0	0	0	0	0	0	0	0	0	65	0	98	138	0
Nacc2	21.500000	0	0	0	0	0	0	0	0	0	0	0	0	176	125	0
Mepce	21.500000	0	0	0	0	0	0	0	0	0	205	96	0	0	0	0
Grpel2	21.500000	0	0	0	0	0	0	0	0	0	136	165	0	0	0	0
Bnip3l	21.500000	0	0	0	0	0	0	0	0	0	164	137	0	0	0	0
Tmx1	21.428571	0	0	0	0	0	0	0	0	0	147	153	0	0	0	0
Tbc1d14	21.428571	0	0	0	0	0	0	0	0	0	156	144	0	0	0	0
Lman2l	21.428571	0	0	0	0	0	0	0	0	0	0	0	81	91	128	0
Ist1	21.428571	0	0	0	0	0	0	0	0	0	169	131	0	0	0	0
Hnrnph2	21.428571	0	0	0	0	0	0	0	0	0	144	156	0	0	0	0
Gla	21.428571	0	0	0	0	0	0	0	0	0	144	156	0	0	0	0
Fem1c	21.428571	0	0	0	0	0	0	0	0	0	162	138	0	0	0	0
Ercc1	21.428571	0	0	0	0	0	0	0	0	0	0	0	0	193	107	0
Lcmt2	21.357143	0	0	0	0	0	0	0	0	0	0	0	0	135	164	0
Etv4	21.357143	0	0	0	0	0	0	0	0	0	0	0	0	168	131	0
Ccnj	21.357143	0	0	0	0	0	0	0	0	0	0	0	0	176	123	0
Adal	21.357143	0	0	0	0	0	0	0	0	0	0	0	0	135	164	0
Togaram1	21.285714	0	0	0	0	0	0	0	0	0	180	118	0	0	0	0
Nrxn1	21.285714	0	0	0	0	0	0	0	0	0	0	0	0	147	151	0
Mrps11	21.285714	0	0	0	0	0	0	0	0	0	0	0	200	98	0	0
Mrpl46	21.285714	0	0	0	0	0	0	0	0	0	0	0	200	98	0	0
Klhl28	21.285714	0	0	0	0	0	0	0	0	0	180	118	0	0	0	0
Herc1	21.285714	0	0	0	0	0	0	0	0	0	0	0	0	151	147	0
Gpbp1	21.285714	0	0	0	0	0	0	0	0	0	154	144	0	0	0	0
Dnase2a	21.285714	0	0	0	0	0	0	0	0	0	174	124	0	0	0	0
Wdhd1	21.214286	0	0	0	0	0	0	0	0	0	188	109	0	0	0	0
Uchl3	21.214286	0	0	0	0	0	0	0	0	0	0	0	154	143	0	0
Uba5	21.214286	0	0	0	0	0	0	0	0	0	151	146	0	0	0	0
Socs4	21.214286	0	0	0	0	0	0	0	0	0	188	109	0	0	0	0
Ptcd3	21.214286	0	0	0	0	0	0	0	0	0	76	0	221	0	0	0
Polr1a	21.214286	0	0	0	0	0	0	0	0	0	76	0	221	0	0	0
Cherp	21.214286	0	0	0	0	0	0	0	0	0	172	125	0	0	0	0
Casp8ap2	21.214286	0	0	0	0	0	0	0	0	0	117	180	0	0	0	0
Antxr1	21.214286	0	0	0	0	0	0	0	0	0	133	164	0	0	0	0
Acad11	21.214286	0	0	0	0	0	0	0	0	0	151	146	0	0	0	0
Uchl5	21.142857	0	0	0	0	0	0	0	0	0	167	129	0	0	0	0
Tfg	21.142857	0	0	0	0	0	0	0	0	0	181	115	0	0	0	0
Ro60	21.142857	0	0	0	0	0	0	0	0	0	167	129	0	0	0	0
Lig4	21.142857	0	0	0	0	0	0	0	0	0	141	155	0	0	0	0
Gria1	21.142857	0	0	0	0	0	0	0	0	0	0	0	0	194	102	0
Ehbp1	21.142857	0	0	0	0	0	0	0	0	0	172	124	0	0	0	0
Them4	21.071429	0	0	0	0	0	0	0	0	0	156	139	0	0	0	0
Strn3	21.071429	0	0	0	0	0	0	0	0	0	177	118	0	0	0	0
Rdm1	21.071429	0	0	0	0	0	0	0	0	0	172	123	0	0	0	0
Klf16	21.071429	0	0	0	0	0	0	0	0	0	162	133	0	0	0	0
Hbp1	21.071429	0	0	0	0	0	0	0	0	0	154	141	0	0	0	0
Eri1	21.071429	0	0	0	0	0	0	0	0	0	151	144	0	0	0	0
Amz2	21.071429	0	0	0	0	0	0	0	0	0	178	117	0	0	0	0
Ahcyl1	21.071429	0	0	0	0	0	0	0	0	0	150	145	0	0	0	0
Adss	21.071429	0	0	0	0	0	0	0	0	0	194	101	0	0	0	0
Zmynd8	21.000000	0	0	0	0	0	0	0	0	0	111	183	0	0	0	0
Skp2	21.000000	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0
Sf3a2	21.000000	0	0	0	0	0	0	0	0	0	140	154	0	0	0	0
Plekhj1	21.000000	0	0	0	0	0	0	0	0	0	140	154	0	0	0	0
Nr2f6	21.000000	0	0	0	0	0	0	0	0	0	124	170	0	0	0	0
Lmbrd2	21.000000	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0
Atad2	21.000000	0	0	0	0	0	0	0	0	0	157	137	0	0	0	0
Plk3	20.928571	0	0	0	0	0	0	0	0	0	111	182	0	0	0	0
Mfsd1	20.928571	0	0	0	0	0	0	0	0	0	156	137	0	0	0	0
Hcar2	20.928571	0	0	0	0	0	0	0	0	0	133	160	0	0	0	0
Zfp46	20.857143	0	0	0	0	0	0	0	0	0	159	133	0	0	0	0
Tspo	20.857143	0	0	0	0	0	0	0	0	0	0	0	0	151	141	0
Smg9	20.857143	0	0	0	0	0	0	0	0	0	152	140	0	0	0	0
Sike1	20.857143	0	0	0	0	0	0	0	0	0	0	129	0	0	163	0
Psmd1	20.857143	136	156	0	0	0	0	0	0	0	0	0	0	0	0	0
Pik3c3	20.857143	0	0	0	0	0	0	0	0	0	195	97	0	0	0	0
Fbxo46	20.857143	0	0	0	0	0	0	0	0	0	0	0	0	143	149	0
Wdfy3	20.785714	0	0	0	0	0	0	0	0	0	0	89	0	202	0	0
Nsun6	20.785714	0	0	0	0	0	0	0	0	0	186	0	0	0	105	0
Narf	20.785714	0	0	0	0	0	0	0	0	0	0	0	0	120	171	0
Mroh1	20.785714	0	0	0	0	0	0	0	0	0	141	150	0	0	0	0
Lrmp	20.785714	136	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl5b	20.785714	0	0	0	0	0	0	0	0	0	186	0	0	0	105	0
Zadh2	20.714286	0	0	0	0	0	0	0	0	0	0	0	0	142	148	0
Xrcc6	20.714286	0	0	0	0	0	0	0	0	0	133	157	0	0	0	0
Tk1	20.714286	0	0	0	0	0	0	0	0	0	0	0	0	168	122	0
Tbk1	20.714286	0	0	0	0	0	0	0	0	0	134	156	0	0	0	0
Surf6	20.714286	0	0	0	0	0	0	0	0	0	157	133	0	0	0	0
Ranbp2	20.714286	0	0	0	0	0	0	0	0	0	165	125	0	0	0	0
Otud6b	20.714286	0	0	0	0	0	0	0	0	0	199	91	0	0	0	0
Desi1	20.714286	0	0	0	0	0	0	0	0	0	133	157	0	0	0	0
Car13	20.714286	0	0	0	0	0	0	0	0	0	163	127	0	0	0	0
Arl4a	20.714286	0	0	0	0	0	0	0	0	0	142	148	0	0	0	0
Afmid	20.714286	0	0	0	0	0	0	0	0	0	0	0	0	168	122	0
Adam19	20.714286	0	0	0	0	0	0	0	0	0	0	0	0	185	105	0
Ttc9c	20.642857	0	0	0	0	0	0	0	0	0	93	196	0	0	0	0
Stk11	20.642857	0	0	0	0	0	0	0	0	0	214	75	0	0	0	0
Seh1l	20.642857	0	0	0	0	0	0	0	0	0	140	149	0	0	0	0
Iqcc	20.642857	0	0	0	0	0	0	0	0	0	161	128	0	0	0	0
Hnrnpul2	20.642857	0	0	0	0	0	0	0	0	0	93	196	0	0	0	0
Dnajc7	20.642857	0	0	0	0	0	0	0	0	0	0	0	0	147	142	0
Ube2j2	20.571429	0	0	0	0	0	0	0	0	0	130	158	0	0	0	0
Tex12	20.571429	120	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Smim20	20.571429	0	0	0	0	0	0	0	0	0	0	0	0	160	128	0
Rasal2	20.571429	0	0	0	0	0	0	0	0	0	0	0	152	136	0	0
Kctd2	20.571429	0	0	0	0	0	0	0	0	0	135	153	0	0	0	0
Ctnna3	20.571429	0	0	0	0	0	0	0	0	0	129	159	0	0	0	0
Atp5h	20.571429	0	0	0	0	0	0	0	0	0	135	153	0	0	0	0
Tent5b	20.500000	0	0	0	0	0	0	0	0	0	119	168	0	0	0	0
Parl	20.500000	0	0	0	0	0	0	0	0	0	140	147	0	0	0	0
Ccdc12	20.500000	0	0	0	0	0	0	0	0	0	166	121	0	0	0	0
Sgo1	20.428571	0	0	0	0	0	0	0	0	0	202	84	0	0	0	0
Polg	20.428571	0	0	0	0	0	0	0	0	0	93	81	0	112	0	0
Plag1	20.428571	0	0	0	0	0	0	0	0	0	0	135	0	151	0	0
Nrd1	20.428571	0	0	0	0	0	0	0	0	0	155	131	0	0	0	0
Ergic2	20.428571	0	0	0	0	0	0	0	0	0	116	170	0	0	0	0
Uggt1	20.357143	0	0	0	0	0	0	0	0	0	154	131	0	0	0	0
Snx3	20.357143	0	0	0	0	0	0	0	0	0	204	81	0	0	0	0
Rab37	20.357143	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0
H4c14	20.357143	0	0	0	0	0	0	0	0	0	128	0	0	0	157	0
Trmt12	20.285714	0	0	0	0	0	0	0	0	0	168	116	0	0	0	0
Slc29a1	20.285714	0	0	0	0	0	0	0	0	0	140	144	0	0	0	0
Slc22a5	20.285714	0	0	0	0	0	0	0	0	0	210	74	0	0	0	0
Rab18	20.285714	0	0	0	0	0	0	0	0	0	136	148	0	0	0	0
Pnn	20.285714	0	0	0	0	0	0	0	0	0	0	0	0	143	141	0
Nup153	20.285714	0	0	0	0	0	0	0	0	0	128	156	0	0	0	0
Grpel1	20.285714	0	0	0	0	0	0	0	0	0	149	135	0	0	0	0
Zfp638	20.214286	0	0	0	0	0	0	0	0	0	138	145	0	0	0	0
Kctd9	20.214286	0	0	0	0	0	0	0	0	0	145	138	0	0	0	0
Kctd5	20.214286	0	0	0	0	0	0	0	0	0	133	150	0	0	0	0
Cdca2	20.214286	0	0	0	0	0	0	0	0	0	145	138	0	0	0	0
Txndc12	20.142857	0	0	0	0	0	0	0	0	0	128	154	0	0	0	0
Ttc17	20.142857	0	199	0	0	0	0	0	0	0	83	0	0	0	0	0
Tmem41b	20.142857	0	0	0	0	0	0	0	0	0	136	146	0	0	0	0
Sod1	20.142857	0	0	0	0	0	0	0	0	0	0	0	0	185	97	0
Mpzl3	20.142857	0	0	0	0	0	0	0	0	0	0	0	154	128	0	0
Gss	20.142857	0	0	0	0	0	0	0	0	0	101	181	0	0	0	0
Cdk19	20.142857	0	0	0	0	0	0	0	0	0	136	146	0	0	0	0
Btf3l4	20.142857	0	0	0	0	0	0	0	0	0	128	154	0	0	0	0
Tuba1b	20.071429	0	0	0	0	0	0	0	0	0	133	148	0	0	0	0
Tmf1	20.071429	0	0	0	0	0	0	0	0	0	132	149	0	0	0	0
Tbccd1	20.071429	0	0	0	0	0	0	0	0	0	148	133	0	0	0	0
Hnrnpa0	20.071429	0	0	0	0	0	0	0	0	0	146	135	0	0	0	0
Faf1	20.071429	0	0	0	0	0	0	0	0	0	169	0	0	112	0	0
Dnajb11	20.071429	0	0	0	0	0	0	0	0	0	148	133	0	0	0	0
Slc29a2	20.000000	0	0	0	0	0	0	0	0	0	0	0	0	128	152	0
Rabggta	20.000000	0	189	0	0	0	0	0	0	0	0	0	0	91	0	0
Ppm1l	20.000000	0	0	0	0	0	0	0	0	0	0	0	145	135	0	0
Pbdc1	20.000000	0	0	0	0	0	0	0	0	0	152	128	0	0	0	0
Mknk2	20.000000	0	0	0	0	0	0	0	0	0	168	112	0	0	0	0
Etfdh	20.000000	0	0	0	0	0	0	0	0	0	173	107	0	0	0	0
Cep295	20.000000	0	0	0	0	0	0	0	0	0	142	138	0	0	0	0
Cc2d1a	20.000000	0	0	0	0	0	0	0	0	0	156	124	0	0	0	0
4930579G24Rik	20.000000	0	0	0	0	0	0	0	0	0	173	107	0	0	0	0
4930432K21Rik	20.000000	0	0	0	0	0	0	0	0	0	156	124	0	0	0	0
Spred1	19.928571	0	0	0	0	0	0	0	0	0	0	0	0	155	124	0
Setd3	19.928571	0	0	0	0	0	0	0	0	0	146	133	0	0	0	0
Noct	19.928571	0	0	0	0	0	0	0	0	0	0	0	143	0	136	0
Fcgr4	19.928571	0	0	0	0	0	0	0	0	0	0	0	0	128	151	0
Cyth2	19.928571	0	0	0	0	0	0	0	0	0	152	127	0	0	0	0
Ccnk	19.928571	0	0	0	0	0	0	0	0	0	146	133	0	0	0	0
Bcl2l2	19.928571	0	0	0	0	0	0	0	0	0	0	0	0	185	94	0
Acmsd	19.928571	0	0	0	0	0	0	0	0	0	0	0	0	168	111	0
Tnfaip8	19.857143	0	0	0	0	0	0	0	0	0	149	129	0	0	0	0
Slc18a1	19.857143	0	0	0	0	0	0	0	0	0	185	93	0	0	0	0
Rbl1	19.857143	0	0	0	0	0	0	0	0	0	0	0	0	128	150	0
Pycr1	19.857143	0	0	0	0	0	0	0	0	0	0	0	0	278	0	0
Prkci	19.857143	0	0	0	0	0	0	0	0	0	103	0	175	0	0	0
Myl12a	19.857143	0	0	0	0	0	0	0	0	0	101	177	0	0	0	0
Lrrk2	19.857143	0	0	0	0	0	0	0	0	0	98	180	0	0	0	0
Fip1l1	19.857143	0	0	0	0	0	0	0	0	0	0	0	0	168	110	0
Derl1	19.857143	0	0	0	0	0	0	0	0	0	163	115	0	0	0	0
Bag6	19.857143	0	0	0	0	0	0	0	0	0	128	150	0	0	0	0
Atp6v1b2	19.857143	0	0	0	0	0	0	0	0	0	185	93	0	0	0	0
5730409E04Rik	19.857143	0	0	0	0	0	0	0	0	0	0	0	150	128	0	0
Zfp7	19.785714	0	0	0	0	0	0	0	0	0	153	124	0	0	0	0
Trappc9	19.785714	0	0	0	0	0	0	0	0	0	133	144	0	0	0	0
Tmem126b	19.785714	0	0	0	0	0	0	0	0	0	102	175	0	0	0	0
Sdhaf3	19.785714	0	0	0	0	0	0	0	0	0	134	143	0	0	0	0
Rdh9	19.785714	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde12	19.785714	0	0	0	0	0	0	0	0	0	157	0	0	120	0	0
Mrs2	19.785714	0	0	0	0	0	0	0	0	0	148	129	0	0	0	0
Maf	19.785714	0	0	0	0	0	0	0	0	0	120	157	0	0	0	0
Asxl2	19.785714	0	0	0	0	0	0	0	0	0	171	106	0	0	0	0
Zfp386	19.714286	0	0	0	0	0	0	0	0	0	95	181	0	0	0	0
Spdef	19.714286	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0
Sdhb	19.714286	0	0	0	0	0	0	0	0	0	135	141	0	0	0	0
Ppif	19.714286	0	0	0	0	0	0	0	0	0	0	0	0	168	108	0
Arl6ip5	19.714286	0	0	0	0	0	0	0	0	0	144	132	0	0	0	0
Abhd13	19.714286	0	0	0	0	0	0	0	0	0	121	155	0	0	0	0
Zbtb8os	19.642857	0	0	0	0	0	0	0	0	0	158	117	0	0	0	0
Rbbp4	19.642857	0	0	0	0	0	0	0	0	0	158	117	0	0	0	0
Paxip1	19.642857	0	0	0	0	0	0	0	0	0	120	0	155	0	0	0
Lgals7	19.642857	0	0	0	0	0	0	0	0	0	128	147	0	0	0	0
Hnrnpa2b1	19.642857	0	0	0	0	0	0	0	0	0	165	110	0	0	0	0
Cc2d1b	19.642857	0	0	0	0	0	0	0	0	0	144	131	0	0	0	0
Cbx3	19.642857	0	0	0	0	0	0	0	0	0	165	110	0	0	0	0
Oxa1l	19.571429	0	0	0	0	0	0	0	0	0	145	129	0	0	0	0
Mycbp	19.571429	0	0	0	0	0	0	0	0	0	175	99	0	0	0	0
Lrrfip1	19.571429	0	0	0	0	0	0	0	0	0	155	119	0	0	0	0
Ldhd	19.571429	0	0	0	0	0	0	0	0	0	0	0	169	0	105	0
Atg14	19.571429	0	0	0	0	0	0	0	0	0	177	97	0	0	0	0
Rasgef1b	19.500000	0	0	0	0	0	0	0	0	0	145	128	0	0	0	0
Pcbp1	19.500000	0	0	0	0	0	0	0	0	0	102	171	0	0	0	0
Crebrf	19.500000	0	0	0	0	0	0	0	0	0	138	135	0	0	0	0
Yipf2	19.428571	0	0	0	0	0	0	0	0	0	142	130	0	0	0	0
Usp32	19.428571	0	0	0	0	0	0	0	0	0	158	114	0	0	0	0
Timm29	19.428571	0	0	0	0	0	0	0	0	0	142	130	0	0	0	0
Slc35a5	19.428571	0	0	0	0	0	0	0	0	0	161	111	0	0	0	0
Mlst8	19.428571	0	0	0	0	0	0	0	0	0	0	101	171	0	0	0
Gulo	19.428571	0	0	0	0	0	0	0	0	0	0	0	0	160	112	0
Atg3	19.428571	0	0	0	0	0	0	0	0	0	161	111	0	0	0	0
Adck5	19.428571	0	0	0	0	0	0	0	0	0	171	101	0	0	0	0
Tada3	19.357143	0	0	0	0	0	0	0	0	0	59	0	135	0	77	0
Spast	19.357143	0	0	0	0	0	0	0	0	0	149	122	0	0	0	0
Rtca	19.357143	0	0	0	0	0	0	0	0	0	153	118	0	0	0	0
Rsu1	19.357143	0	0	0	0	0	0	0	0	0	178	93	0	0	0	0
Pccb	19.357143	0	0	0	0	0	0	0	0	0	142	129	0	0	0	0
Micall2	19.357143	0	0	0	0	0	0	0	0	0	142	129	0	0	0	0
Fus	19.357143	0	0	0	0	0	0	0	0	0	0	0	0	151	120	0
Fbxo28	19.357143	0	0	0	0	0	0	0	0	0	0	0	0	151	120	0
Capza2	19.357143	0	0	0	0	0	0	0	0	0	162	109	0	0	0	0
Atp9b	19.357143	0	0	0	0	0	0	0	0	0	163	108	0	0	0	0
Arpc4	19.357143	0	0	0	0	0	0	0	0	0	59	0	135	0	77	0
Smim14	19.285714	0	0	0	0	0	0	0	0	0	173	97	0	0	0	0
Shmt1	19.285714	0	0	0	0	0	0	0	0	0	168	102	0	0	0	0
Rbl2	19.285714	0	0	0	0	0	0	0	0	0	0	0	0	135	135	0
Plau	19.285714	0	0	0	0	0	0	0	0	0	122	148	0	0	0	0
Phgdh	19.285714	0	0	0	0	0	0	0	0	105	0	165	0	0	0	0
Mt1	19.285714	0	0	0	0	0	0	0	0	0	122	148	0	0	0	0
Ildr1	19.285714	121	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	19.285714	0	0	0	0	0	0	0	0	0	167	103	0	0	0	0
Cln6	19.285714	0	0	0	0	0	0	0	0	0	0	0	127	143	0	0
Cdkn2b	19.285714	0	0	0	0	0	0	0	0	0	114	156	0	0	0	0
Zfp763	19.214286	0	0	0	0	0	0	0	0	0	0	0	0	105	164	0
Rad51ap1	19.214286	0	0	0	0	0	0	0	0	0	125	144	0	0	0	0
Ddx50	19.214286	0	0	0	0	0	0	0	0	0	180	89	0	0	0	0
D6Wsu163e	19.214286	0	0	0	0	0	0	0	0	0	125	144	0	0	0	0
Cd9	19.214286	151	118	0	0	0	0	0	0	0	0	0	0	0	0	0
Zgrf1	19.142857	0	0	0	0	0	0	0	0	0	122	146	0	0	0	0
Ttll7	19.142857	0	0	0	0	0	0	0	0	0	0	0	133	135	0	0
Tbl3	19.142857	0	0	0	0	0	0	0	0	0	149	119	0	0	0	0
Supt4a	19.142857	0	0	0	0	0	0	0	0	0	152	116	0	0	0	0
Mex3c	19.142857	0	0	0	0	0	0	0	0	0	155	113	0	0	0	0
Lratd1	19.142857	0	0	0	0	0	0	0	0	0	0	0	0	156	112	0
Larp7	19.142857	0	0	0	0	0	0	0	0	0	122	146	0	0	0	0
Gli2	19.142857	0	0	0	0	0	0	0	0	0	137	131	0	0	0	0
Smc4	19.071429	0	0	0	0	0	0	0	0	0	131	136	0	0	0	0
Mtor	19.071429	0	0	0	0	0	0	0	0	0	161	106	0	0	0	0
Ift80	19.071429	0	0	0	0	0	0	0	0	0	131	136	0	0	0	0
Dnajc13	19.071429	0	0	0	0	0	0	0	0	0	93	174	0	0	0	0
Atp5g2	19.071429	0	0	0	0	0	0	0	0	0	135	132	0	0	0	0
Sugct	19.000000	0	0	0	0	0	0	0	0	0	152	114	0	0	0	0
St3gal3	19.000000	117	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2	19.000000	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0
Pde4dip	19.000000	0	0	0	0	0	0	0	0	0	0	0	0	152	114	0
Pcmtd1	19.000000	0	0	0	0	0	0	0	0	0	137	129	0	0	0	0
Mplkip	19.000000	0	0	0	0	0	0	0	0	0	152	114	0	0	0	0
Fhl3	19.000000	0	0	0	0	0	0	0	0	0	120	146	0	0	0	0
Eif3b	19.000000	0	0	0	0	0	0	0	0	0	0	0	117	149	0	0
Wdr26	18.928571	118	147	0	0	0	0	0	0	0	0	0	0	0	0	0
Uba3	18.928571	0	0	0	0	0	0	0	0	0	136	129	0	0	0	0
Tbcb	18.928571	0	0	0	0	0	0	0	0	0	161	104	0	0	0	0
Stk4	18.928571	0	0	0	0	0	0	0	0	0	144	121	0	0	0	0
Stat1	18.928571	0	0	0	0	0	0	0	0	0	90	107	0	0	68	0
Smg1	18.928571	0	0	0	0	0	0	0	0	0	0	164	0	0	101	0
Polr2i	18.928571	0	0	0	0	0	0	0	0	0	161	104	0	0	0	0
Phlpp1	18.928571	0	0	0	0	0	0	0	0	0	171	94	0	0	0	0
Mrpl49	18.928571	0	0	0	0	0	0	0	0	0	139	126	0	0	0	0
Haus1	18.928571	0	0	0	0	0	0	0	0	0	123	142	0	0	0	0
Fau	18.928571	0	0	0	0	0	0	0	0	0	139	126	0	0	0	0
Eif2s1	18.928571	0	0	0	0	0	0	0	0	0	181	84	0	0	0	0
Atp6v1d	18.928571	0	0	0	0	0	0	0	0	0	181	84	0	0	0	0
Atp5a1	18.928571	0	0	0	0	0	0	0	0	0	123	142	0	0	0	0
Asph	18.928571	0	0	0	0	0	0	0	0	0	109	156	0	0	0	0
Tmem209	18.857143	0	0	0	0	0	0	0	0	0	90	174	0	0	0	0
Tarbp2	18.857143	0	0	0	0	0	0	0	0	0	133	131	0	0	0	0
Ssmem1	18.857143	0	0	0	0	0	0	0	0	0	90	174	0	0	0	0
Kng2	18.857143	0	0	0	0	0	0	0	0	0	153	111	0	0	0	0
Focad	18.857143	0	0	0	0	0	0	0	0	0	102	162	0	0	0	0
Ddx24	18.857143	0	0	0	0	0	0	0	0	0	146	118	0	0	0	0
Crk	18.857143	0	0	0	0	0	0	0	0	0	113	151	0	0	0	0
Chmp5	18.857143	0	0	0	0	0	0	0	0	0	114	150	0	0	0	0
Ccnyl1	18.857143	0	0	0	0	0	0	0	0	0	152	112	0	0	0	0
Bag1	18.857143	0	0	0	0	0	0	0	0	0	114	150	0	0	0	0
Tmem132b	18.785714	0	0	0	0	0	0	0	0	0	0	0	0	112	151	0
Spen	18.785714	0	0	0	0	0	0	0	0	0	163	100	0	0	0	0
Ifi204	18.785714	0	0	0	0	0	0	0	0	0	153	110	0	0	0	0
Hs6st3	18.785714	0	0	0	0	0	0	0	0	0	0	0	0	100	163	0
Gspt1	18.785714	0	0	0	0	0	0	0	0	0	0	0	0	182	81	0
Cdh20	18.785714	0	0	0	0	0	0	0	0	0	0	0	135	128	0	0
Ccny	18.785714	0	0	0	0	0	0	0	0	0	141	122	0	0	0	0
P4ha1	18.714286	0	0	0	0	0	0	0	0	0	156	106	0	0	0	0
Miip	18.714286	0	0	0	0	0	0	0	0	0	161	101	0	0	0	0
Fv1	18.714286	0	0	0	0	0	0	0	0	0	161	101	0	0	0	0
Eif1ad	18.714286	0	0	0	0	0	0	0	0	0	152	110	0	0	0	0
Banf1	18.714286	0	0	0	0	0	0	0	0	0	152	110	0	0	0	0
Stat3	18.642857	0	0	0	0	0	0	0	0	0	122	139	0	0	0	0
Snrpd3	18.642857	0	0	0	0	0	0	0	0	0	134	127	0	0	0	0
Pmpcb	18.642857	0	0	0	0	0	0	0	0	0	0	0	141	120	0	0
Gucd1	18.642857	0	0	0	0	0	0	0	0	0	134	127	0	0	0	0
Eif4b	18.642857	0	0	0	0	0	0	0	0	0	120	141	0	0	0	0
Calhm6	18.642857	0	0	0	0	0	0	0	0	0	0	0	0	176	85	0
Uqcrq	18.571429	0	0	0	0	0	0	0	0	0	160	100	0	0	0	0
Sesn1	18.571429	0	0	0	0	0	0	0	0	0	116	144	0	0	0	0
Rras	18.571429	0	0	0	0	0	0	0	0	0	161	99	0	0	0	0
Rps21	18.571429	0	0	0	0	0	0	0	0	0	111	149	0	0	0	0
Rab33b	18.571429	0	0	0	0	0	0	0	0	0	171	89	0	0	0	0
Pgm1	18.571429	0	0	0	0	0	0	0	0	0	139	121	0	0	0	0
Lin52	18.571429	0	0	0	0	0	0	0	0	0	134	126	0	0	0	0
Ifnz	18.571429	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0
Ebf1	18.571429	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
Cep57l1	18.571429	0	0	0	0	0	0	0	0	0	116	144	0	0	0	0
Atl3	18.571429	0	162	0	0	0	0	0	0	0	98	0	0	0	0	0
Aldh6a1	18.571429	0	0	0	0	0	0	0	0	0	134	126	0	0	0	0
Vkorc1l1	18.500000	0	0	0	0	0	0	0	0	0	137	122	0	0	0	0
Trp53bp2	18.500000	0	0	0	0	0	0	0	0	140	0	119	0	0	0	0
Tm9sf2	18.500000	0	0	0	0	0	0	0	0	0	134	125	0	0	0	0
Socs3	18.500000	0	0	0	0	0	0	0	0	0	153	106	0	0	0	0
Rad9a	18.500000	0	0	0	0	0	0	0	0	0	152	107	0	0	0	0
Noc4l	18.500000	0	0	0	0	0	0	0	0	0	102	157	0	0	0	0
Mrps36	18.500000	0	0	0	0	0	0	0	0	0	121	138	0	0	0	0
Immt	18.500000	0	0	0	0	0	0	0	0	0	107	152	0	0	0	0
Ddx51	18.500000	0	0	0	0	0	0	0	0	0	102	157	0	0	0	0
Tomm40l	18.428571	0	0	0	0	0	0	0	0	0	174	84	0	0	0	0
Gar1	18.428571	0	0	0	0	0	0	0	0	0	136	122	0	0	0	0
Fubp3	18.428571	0	0	0	0	0	0	0	0	0	114	144	0	0	0	0
Ccnh	18.428571	0	0	0	0	0	0	0	0	0	120	138	0	0	0	0
Bok	18.428571	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0
Apoa2	18.428571	0	0	0	0	0	0	0	0	0	174	84	0	0	0	0
Tmem123	18.357143	0	0	0	0	0	0	0	0	0	134	123	0	0	0	0
Smarcc1	18.357143	0	0	0	0	0	0	0	0	0	153	104	0	0	0	0
Rgs6	18.357143	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0
Polr2h	18.357143	0	0	0	0	0	0	0	0	0	129	128	0	0	0	0
Ivns1abp	18.357143	0	0	0	0	0	0	0	0	0	139	118	0	0	0	0
Gan	18.357143	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0
Ascc1	18.357143	0	0	0	0	0	0	0	0	0	174	83	0	0	0	0
Anapc16	18.357143	0	0	0	0	0	0	0	0	0	174	83	0	0	0	0
1700003F12Rik	18.357143	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0
Tmem104	18.285714	0	0	0	0	0	0	0	0	0	151	105	0	0	0	0
Tent4a	18.285714	0	0	0	0	0	0	0	0	0	172	84	0	0	0	0
Sap30bp	18.285714	0	0	0	0	0	0	0	0	0	169	87	0	0	0	0
Recql5	18.285714	0	0	0	0	0	0	0	0	0	169	87	0	0	0	0
